EXPOCODE 33RO20071215 WHP-ID P18 CRUISE DATES 20071217 TO 20080216 20160216SIOCCHCBG                                                                                                                                                                                                  *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12     SF6    CCL4  CHLORA     DOC  TRITUM  TRITER  HELIUM  HELIER  DELHE3  DELHER  DELC13  TCARBN  ALKALI    FCO2  PH_SWS  PH_TMP                 QUALT1
                                    DBAR  ITS-90  PSS-78 UMOL/KG  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG FMOL/KG PMOL/KG   UG/KG UMOL/KG      TU      TU NMOL/KG NMOL/KG  PERCNT  PERCNT  /MILLE UMOL/KG UMOL/KG    UATM           DEG C                      *
                         *******                         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         *******         *******         ******* ******* ******* ******* *******                              *
      49       1      14   12013  1300.0  3.6727 34.5825    84.1 34.5823    84.6  107.10   40.40   -9.00    2.86  -9.000  -9.000 -9.0000  -9.000   -9.00   38.40  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2321.7  2377.2    -9.0  7.4700   25.00 2222222299999299992292
      49       1      13   12012  1399.1  3.3627 34.5958    84.8 34.5963    84.5  116.20   40.50   -9.00    2.87   0.001   0.001 -9.0000  -9.000   -9.00   38.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2329.8  2387.2    -9.0  7.4741   25.00 2222222222299299992292
      49       1      12   12031  1599.7  2.8746 34.6126    83.3 34.6141    95.6  126.20   40.00   -9.00    2.81  -9.000  -9.000 -9.0000  -9.000   -9.00   37.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2335.2  2400.7  1487.0  7.4871   25.00 2322222299999299992222
      49       1      11   12003  1799.0  2.5856 34.6293    97.5 34.6295    97.5  135.70   39.80   -9.00    2.80   0.001   0.001 -9.0000  -9.000   -9.00   36.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2342.5  2407.1    -9.0  7.4904   25.00 2222222222299299992292
      49       1      10   12032  1999.2  2.3552 34.6433   100.7 34.6435   100.6  143.60   39.60   -9.00    2.77  -9.000  -9.000 -9.0000  -9.000   -9.00   36.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2348.7  2417.5  1441.2  7.5022   25.00 2222222299999299992262
      49       1       9   12002  2199.1  2.0708 34.6563   112.4 34.6563   112.1  147.10   38.90   -9.00    2.69   0.001  -9.000 -9.0000   0.002   -9.00   36.70  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2346.8  2424.1    -9.0  7.5199   25.00 2222222222239299992292
      49       1       8   12021  2399.5  1.9090 34.6627   122.2 34.6624   122.1  146.90   38.40   -9.00    2.64  -9.000  -9.000 -9.0000  -9.000   -9.00   36.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2342.8  2422.5  1323.6  7.5336   25.00 2222222299999299992222
      49       1       7   12001  2599.9  1.8224 34.6673   128.2 34.6669   127.7  146.70   37.80   -9.00    2.60  -0.001  -9.000 -9.0000   0.002   -9.00   36.40  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2338.6  2423.0    -9.0  7.5434   25.00 2222222222239299992292
      49       1       6   12033  2800.4  1.7595 34.6719   130.7 34.5817    84.2  107.20   40.40   -9.00    2.87  -9.000  -9.000 -9.0000  -9.000   -9.00   37.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2319.2  2376.5  1534.6  7.4562   25.00 4243333399999399993442
      49       1       5   12008  2996.8  1.6939 34.6737   136.6 34.6558   113.2  147.10   38.60   -9.00    2.70  -0.001  -9.000 -9.0000   0.002   -9.00   36.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2345.8  2421.3    -9.0  7.5306   25.00 4243222222239399993292
      49       1       4   12009  3250.0  1.6110 34.6805   141.4 34.6799   141.9  150.00   37.00   -9.00    2.53  -9.000  -9.000 -9.0000  -9.000   -9.00   36.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2333.6  2426.6  1219.6  7.5666   25.00 2222666299999299992222
      49       1       3   12006  3499.8  1.5495 34.6861   146.3 34.6856   146.7  151.80   36.80   -9.00    2.50  -0.001  -9.000 -9.0000   0.002   -9.00   36.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2334.0  2429.3    -9.0  7.5821   25.00 2222666222239299992292
      49       1       2   12007  3748.5  1.4712 34.6918   155.9 34.6916   156.8  149.00   36.10   -9.00    2.45  -9.000  -9.000 -9.0000  -9.000   -9.00   37.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2328.5  2427.9  1133.5  7.6078   25.00 2222666299999299992222
      49       1       1   12035  3979.5  1.4756 34.6929   158.7 34.6906   157.8  148.70   36.10   -9.00    2.44  -9.000  -9.000 -9.0000   0.003   -9.00   38.70  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2325.6  2431.4    -9.0  7.6119   25.00 2222222266639399996292
      50       1      36   12017     5.6 22.5259 34.9443   209.9 34.9443   215.8    8.10   12.80    0.31    0.96   1.948   1.197  0.9995  -9.000    0.07   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2088.3  2301.5    -9.0  7.8852   25.00 2222222222292999996292
      50       1      35   12029    15.7 22.3130 34.9431   209.7 34.9446   209.9    8.20   12.80    0.30    0.96  -9.000  -9.000 -9.0000  -9.000    0.09   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2088.8  2304.6    -9.0  7.9045   25.00 2222222299992999992492
      50       1      34   12049    33.9 22.0952 34.9395   207.8 34.9403   206.9    8.40   12.70    0.28    0.95   1.964   1.203  0.9211  -9.000    0.10   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2089.0  2313.9    -9.0  7.8715   25.00 2222222266692999992492
      50       1      33   12027    58.6 16.3144 35.0355    86.4 35.0411    86.4   14.40   22.40    0.54    1.62  -9.000  -9.000 -9.0000  -9.000    0.17   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2179.1  2306.3    -9.0  7.6882   25.00 2222222299992999992492
      50       1      32   12023    83.6 14.5269 35.0243    48.7 35.0247    46.7   17.70   26.50    0.80    1.88   1.384   0.778  0.3354  -9.000    0.15   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2206.1  2296.2    -9.0  7.5962   25.00 2222222222292999992492
      50       1      31   12037   106.3 13.9236 34.9969    38.7 34.9974    37.8   19.10   28.70    0.16    1.98  -9.000  -9.000 -9.0000  -9.000    0.09   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2213.8  2289.0    -9.0  7.5714   25.00 2222222299992999992492
      50       1      30   12036   132.9 13.6285 34.9780    46.0 34.9776    45.6   19.90   28.10    0.02    1.93   1.248   0.705  0.2972  -9.000    0.06   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2209.7  2289.7    -9.0  7.6022   25.00 2222222222292999992492
      50       1      29   12044   158.9 13.3489 34.9585    28.1 34.9579    28.3   21.60   30.00    0.01    2.10  -9.000  -9.000 -9.0000  -9.000    0.02   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2224.4  2285.8    -9.0  7.5319   25.00 2222222299992999992492
      50       1      28   12057   182.8 13.1010 34.9403    29.2 34.9417    28.2   22.70   30.30    0.01    2.12   1.047   0.589  0.2331  -9.000    0.01   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2227.2  2285.5    -9.0  7.5252   25.00 2222222222292999992492
      50       1      27   12026   217.2 12.6920 34.9148     9.3 34.9164     6.4   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2246.3    -9.0    -9.0 -9.0000   -9.00 2222555599992999992999
      50       1      26   12030   267.2 12.1551 34.8832     8.0 34.8843     8.1   26.40   32.50   -9.00    2.37   0.658   0.379  0.1284  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2251.7  2279.2    -9.0  7.4551   25.00 2222222222292999992492
      50       1      25   12024   317.1 11.5879 34.8452     6.4 34.8465     6.5   29.30   33.30    0.01    2.46  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2259.6  2248.5    -9.0  7.4296   25.00 2222222299999999992492
      50       1      24   12019   367.3 10.1580 34.7548     2.9 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 4299999999999999999999
      50       1      23   12022   432.9  8.7780 34.6730    10.4 34.6724    11.7   40.40   39.30    0.01    2.79   0.091   0.056  0.0262  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2279.2    -9.0    -9.0 -9.0000   -9.00 2222222222299999992999
      50       1      22   12015   533.3  7.5967 34.6101    37.0 34.6113    35.9   46.20   40.10   -9.00    2.79  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2273.4  2238.5    -9.0  7.4170   25.00 2222222299999999992492
      50       1      21   12020   633.1  6.6889 34.5824    36.2 34.5800    37.8   56.80   42.00   -9.00    2.93  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
      50       1      20   12055   732.7  5.9259 34.5540    65.9 34.5535    65.7   61.50   40.20   -9.00    2.83   0.020   0.014 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299999999999
      50       1      19   12018   832.1  5.4554 34.5515    69.6 34.5511    70.2   69.50   40.20   -9.00    2.85  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
      50       1      18   12025   933.0  4.9463 34.5500    78.8 34.5509    77.8   75.10   40.00   -9.00    2.83  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2287.9    -9.0    -9.0  7.4704   25.00 2222222299999999992592
      50       1      17   12016  1031.4  4.5254 34.5596    78.9 34.5603    76.5   88.10   40.50   -9.00    2.88  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
      50       1      16   12051  1132.2  4.1361 34.5703    77.6 34.5711    77.2   97.50   40.80   -9.00    2.91  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2312.2    -9.0    -9.0 -9.0000   -9.00 2222222299999999992999
      50       1      15   12014  1231.9  3.8165 34.5773    82.8 34.5770    82.8  103.90   40.50   -9.00    2.90  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2223222299999999999999
      50       1      14   12013  1331.0  3.4778 34.5890    85.5 34.5891    85.7  112.20   40.50   -9.00    2.89  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2324.1  2373.1    -9.0  7.4693   25.00 2222222299999999992492
      50       1      13   12012  1466.8  3.1234 34.6014    91.5 34.6012    91.6  119.90   40.40   -9.00    2.87  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
      50       1      12   12031  1667.5  2.7737 34.6167    97.5 34.6162    97.6  128.00   40.00   -9.00    2.83  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2334.6    -9.0    -9.0 -9.0000   -9.00 2222222299999999992999
      50       1      11   12003  1868.4  2.5099 34.6350    97.2 34.6350    97.9  139.40   40.00   -9.00    2.83  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
      50       1      10   12032  2068.3  2.1833 34.6506   107.7 34.6497   111.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2345.8    -9.0    -9.0  7.5135   25.00 2222999999999999992592
      50       1       9   12002  2267.6  2.0429 34.6571   114.5 34.6570   114.6  147.20   39.00   -9.00    2.72  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
      50       1       8   12021  2466.7  1.9000 34.6634   123.4 34.6632   123.2  146.80   38.50   -9.00    2.68  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2340.2    -9.0    -9.0 -9.0000   -9.00 2222222299999999992999
      50       1       7   12001  2667.0  1.8147 34.6685   130.0 34.6686   132.6  146.80   38.10   -9.00    2.64  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2223222299999999999999
      50       1       6   12033  2866.2  1.7228 34.6737   135.8 34.6736   135.8  146.80   37.60   -9.00    2.59  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2333.0  1569.7    -9.0  7.5542   25.00 2222222299999999992492
      50       1       5   12008  3082.6  1.6324 34.6779   141.6 34.6781   143.2  147.10   37.30   -9.00    2.57  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
      50       1       4   12009  3332.1  1.5766 34.6822   144.3 34.6840   145.1  149.20   36.90   -9.00    2.56  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2330.7    -9.0    -9.0 -9.0000   -9.00 2222666299999999992999
      50       1       3   12006  3555.6  1.5186 34.6883   152.2 34.6906   152.5  148.40   36.40   -9.00    2.51  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222666299999999999999
      50       1       2   12007  3832.8  1.4639 34.6927   159.2 34.6935   159.1  147.60   36.00   -9.00    2.48  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2324.1    -9.0    -9.0  7.6016   25.00 2222666299999999992592
      50       1       1   12035  3969.7  1.4737 34.6929   158.3 34.6945   158.6  148.60   36.20   -9.00    2.47  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2325.7  2417.2    -9.0  7.6055   25.00 2222222299999999996492
      51       1      24   11024     6.6 22.7544 34.9638   215.9 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 4299999999999999999999
      51       1      23   11023    22.4 22.7202 34.9631   216.3 34.9677   216.4    8.80   14.00    0.32    1.01   1.986   1.229  1.0129  -9.000   -9.00   58.40  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2087.7  2310.0   504.3  7.8833   25.00 2222222266299299992222
      51       1      22   11022    51.0 20.6742 35.2971   169.4 35.2818   175.3    5.10   10.80    0.74    1.00   2.031   1.232  1.0675  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2109.8  2330.4   524.6  7.8743   25.00 2222222222299999992422
      51       1      21   11021    75.1 15.2997 35.0436    68.7 35.0438    66.6   15.60   23.50    0.89    1.75   1.463   0.838  0.4006  -9.000   -9.00   54.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2191.6  2309.3   967.0  7.6890   25.00 2222222222299299992222
      51       1      20   11020    95.7 14.1101 35.0062    51.0 35.0039    50.5   18.00   27.30    0.06    1.88   1.356   0.759  0.3245  -9.000   -9.00   48.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2204.6  2306.0  1085.0  7.5985   25.00 2222222222299299992222
      51       1      19   11019   125.3 13.6467 34.9752    58.9 34.9739    57.6   19.00   26.80    0.01    1.84   1.294   0.727  0.2880  -9.000   -9.00   47.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2202.2  2305.7  1059.3  7.6061   25.00 2222222222299299992222
      51       1      18   11018   151.0 13.3991 34.9605    47.3 34.9584    47.3   20.40   28.10    0.01    1.95   1.188   0.668  0.2952  -9.000   -9.00   46.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2211.1  2304.8  1145.9  7.5794   25.00 2222222266699299992222
      51       1      17   11017   200.8 12.8121 34.9216    10.2 34.9192    10.1   24.50   32.10    0.01    2.31   0.855   0.483  0.1800  -9.000   -9.00   46.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2242.6  2301.1  1479.1  7.4756   25.00 2222222222299299992262
      51       1      16   11016   275.5 11.9617 34.8705    13.1 34.8690    11.9   26.40   32.70    0.01    2.36   0.620   0.357  0.1122  -9.000   -9.00   45.30  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2250.1  2302.0    -9.0  7.4588   25.00 2222222222299299992292
      51       1      15   11015   350.4 10.4822 34.7751     8.5 34.7734     4.1   33.50   34.70    0.01    2.65   0.240   0.145 -9.0000  -9.000   -9.00   44.40  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2272.8  2304.5  1765.3  7.4017   25.00 2222222222299299992222
      51       1      14   11014   425.1  8.8527 34.6756    18.4 34.6748    17.5   39.80   38.80    0.01    2.73   0.140   0.084  0.0067  -9.000   -9.00   42.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2274.0  2305.6    -9.0  7.4035   25.00 2222222222299299992292
      51       1      13   11013   494.6  8.1519 34.6379    28.3 34.6387    25.4   43.10   39.80   -9.00    2.79   0.087   0.053 -9.0000  -9.000   -9.00   42.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2278.5  2309.5  1769.3  7.4044   25.00 2222222222299299992222
      51       1      12   11012   650.6  6.5460 34.5672    54.7 34.5667    58.6   53.20   40.00   -9.00    2.80   0.038   0.025 -9.0000  -9.000   -9.00   40.50  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2276.6  2319.9    -9.0  7.4429   25.00 2222222222299299992292
      51       1      11   11010   797.4  5.5624 34.5529    55.1 34.5529    66.9   68.10   40.40   -9.00    2.87   0.007   0.007 -9.0000  -9.000   -9.00   38.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2287.7    -9.0  1593.7  7.4503   25.00 2422222222299299992522
      51       1      10   11011   950.0  4.9183 34.5469    71.4 34.5471    83.3   75.60   39.70   -9.00    2.82   0.003   0.005 -9.0000  -9.000   -9.00   37.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2288.4    -9.0    -9.0  7.4678   25.00 2422222222299299992592
      51       1       9   11009  1100.6  4.1852 34.5567    79.3 34.5574    95.2   88.60   39.20   -9.00    2.78   0.002   0.004 -9.0000  -9.000   -9.00   36.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2296.0  2107.2  1457.1  7.4726   25.00 2422222222299299992422
      51       1       8   11008  1300.2  3.5850 34.5846    80.9 34.5846    85.3  108.80   40.40   -9.00    2.90  -0.003  -9.000 -9.0000  -9.000   -9.00   36.30  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2321.9  2308.6    -9.0  7.4655   25.00 2422222222299299992492
      51       1       7   11007  1601.4  2.8630 34.6112    88.5 34.6114    98.6  124.70   39.70   -9.00    2.82  -0.004  -0.001 -9.0000  -9.000   -9.00   35.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2331.9  2392.2  1452.5  7.4946   25.00 2422222222299299992222
      51       1       6   11006  1999.2  2.2602 34.6468    96.1 34.6483   107.2  143.70   39.10   -9.00    2.77  -0.001   0.004  0.0540  -9.000   -9.00   35.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2346.4  2415.4    -9.0  7.5066   25.00 2422222223299299992392
      51       1       5   11005  2401.7  1.9485 34.6615   110.5 34.6615   120.1  147.60   38.40   -9.00    2.69  -0.003  -9.000 -9.0000   0.002   -9.00   36.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2343.3  2420.8  1317.5  7.5344   25.00 2422222222239299992222
      51       1       4   11004  2798.7  1.7671 34.6712   122.2 34.6853   134.0  146.80   37.50   -9.00    2.60  -0.004  -9.000 -9.0000   0.002   -9.00   36.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2335.7  2420.1    -9.0  7.5605   25.00 2422666222239399992292
      51       1       3   11003  3197.2  1.5989 34.6822   133.6 34.6714   148.3  146.10   36.70   -9.00    2.52  -0.003  -9.000 -9.0000   0.002   -9.00   35.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2328.1  2421.3  1188.7  7.5806   25.00 2422666222239399992222
      51       1       2   11002  3599.2  1.4707 34.6914   148.0 34.6924   158.5  147.60   36.10   -9.00    2.47  -0.003  -9.000 -9.0000   0.002   -9.00   38.40  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2325.7  2423.2    -9.0  7.6144   25.00 2422666222239299992292
      51       1       1   11001  3803.9  1.4689 34.6925   147.8 34.6930   160.3  147.40   35.90   -9.00    2.46  -0.003  -9.000  0.0126   0.002   -9.00   38.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2324.1  2423.6  1109.9  7.6026   25.00 2422222266639299996222
      52       1      24   11024     5.5 22.9875 34.9855   218.2 34.9878   219.0    7.80   13.70    0.33    0.94   1.981   1.226  1.0659  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2084.3  2310.2    -9.0  7.8996   25.00 2222222266699999996292
      52       1      23   11023    29.7 22.9355 34.9898   218.1 35.0066   218.3    7.10   13.40    0.32    0.94   1.987   1.228  1.0348  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2084.0  2312.4    -9.0  7.8961   25.00 2222222222299999992292
      52       1      22   11022    50.8 17.8162 35.1981   102.1 35.1922   101.2    8.20   17.30    1.08    1.42   1.889   1.107  0.6557  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2167.2  2316.9    -9.0  7.7389   25.00 2222222222299999992292
      52       1      21   11021    81.8 14.4182 35.0229    54.6 35.0215    54.2   17.10   26.50    0.28    1.79   1.389   0.785  0.3480  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2201.8  2305.7    -9.0  7.5851   25.00 2222222222299999992292
      52       1      20   11020   108.6 13.8345 34.9910    54.2 34.9876    48.8   18.70   27.80    0.02    1.87   1.291   0.724  0.3403  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2209.7  2306.4    -9.0  7.5897   25.00 2222222222299999992292
      52       1      19   11019   132.2 13.4770 34.9670    48.3 34.9675    37.3   20.40   29.20    0.01    2.00   1.185   0.666  0.2993  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2220.1  2304.2    -9.0  7.5548   25.00 2222222222299999992292
      52       1      18   11018   166.9 13.2526 34.9508    30.9 34.9507    44.1   21.00   28.90    0.01    1.97  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2217.2  2286.5    -9.0  7.5694   25.00 2222222299999999992492
      52       1      17   11017   224.0 12.5152 34.9046    11.3 34.9068    12.1   24.80   32.50   -9.00    2.29   0.781   0.437  0.1306  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2245.2  2298.5    -9.0  7.4775   25.00 2222222222299999992292
      52       1      16   11016   300.1 11.5977 34.8462    10.2 34.8460     8.6   28.30   33.20    0.01    2.42  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2258.0    -9.0    -9.0  7.4442   25.00 2222222299999999992592
      52       1      15   11015   374.3  9.4137 34.7081    10.2 34.7108     9.2   37.70   37.90    0.01    2.69   0.183   0.106 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2275.2  2301.8    -9.0  7.3987   25.00 2222222222299999992292
      52       1      14   11014   449.8  8.2162 34.6415    25.4 34.6393    25.2   43.00   40.00   -9.00    2.76  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2275.9  2314.9    -9.0  7.4073   25.00 2222222299999999992492
      52       1      13   11013   549.6  7.5665 34.6084    38.8 34.6099    38.2   46.00   40.10   -9.00    2.76   0.071   0.043 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2273.6  2313.0    -9.0  7.4202   25.00 2222222222299999992292
      52       1      12   11012   700.5  6.2361 34.5657    50.9 34.5661    49.2   59.20   41.40   -9.00    2.87  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2284.2  2325.7    -9.0  7.4218   25.00 2222222299999999992292
