EXPOCODE 33RO20071215 WHP-ID P18 CRUISE DATES 20071217 TO 20080216 20160216SIOCCHCBG                                                                                                                                                                                                  *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12     SF6    CCL4  CHLORA     DOC  TRITUM  TRITER  HELIUM  HELIER  DELHE3  DELHER  DELC13  TCARBN  ALKALI    FCO2  PH_SWS  PH_TMP                 QUALT1
                                    DBAR  ITS-90  PSS-78 UMOL/KG  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG FMOL/KG PMOL/KG   UG/KG UMOL/KG      TU      TU NMOL/KG NMOL/KG  PERCNT  PERCNT  /MILLE UMOL/KG UMOL/KG    UATM           DEG C                      *
                         *******                         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         *******         *******         ******* ******* ******* ******* *******                              *
     105       1      34   12049    16.0 23.1511 34.8118   220.9 34.7837   223.0    0.50    0.20    0.01    0.10  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2035.3  2295.3   383.0  7.9767   25.00 2222222299999999992222
     105       1      33   12027    32.7 21.0531 35.2613   233.6 35.2681   235.4    0.60   -9.00   -9.00    0.07  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2048.5  2321.1    -9.0  7.9810   25.00 2222222299999999992292
     105       1      32   12023    52.0 19.6358 35.2180   241.4 35.2050   242.0    0.60   -9.00   -9.00    0.08   2.427   1.459  1.2211  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2046.7  2317.1   374.7  7.9701   25.00 2222222222299999992222
     105       1      31   12037    72.8 17.7137 34.9698   250.7 34.9676   250.6    0.60   -9.00   -9.00    0.09  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2038.8  2304.1    -9.0  7.9864   25.00 2222222299999999992292
     105       1      30   12036    91.8 17.0440 34.9021   250.0 34.9136   250.5    0.60   -9.00   -9.00    0.09  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2038.1  2302.7   386.0  7.9749   25.00 2222222299999999992222
     105       1      29   12044   115.6 16.5795 34.9267   247.9 34.9201   246.8    0.60   -9.00   -9.00    0.11   2.644   1.575  1.2333  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2042.7  2427.1    -9.0  7.9859   25.00 2222222222299999992492
     105       1      28   12057   142.2 15.8025 34.7981   241.6 34.7951   241.7    0.60    0.70    0.10    0.17  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2048.0    -9.0   418.1  7.9475   25.00 2222222299999999992522
     105       1      27   12026   167.0 15.5263 34.8070   230.6 34.7896   232.1    0.80    2.10    0.23    0.26   2.741   1.621  1.3421  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2056.3  2292.2   438.7  7.9374   25.00 2222222222299999992222
     105       1      26   12030   192.2 13.8591 34.5030   232.5 34.4929   232.1    0.90    4.90    0.17    0.40   2.996   1.745  1.2977  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2064.5  2275.7   492.3  7.8785   25.00 2222222222299999992222
     105       1      25   12024   233.3 12.3774 34.4037   227.3 34.3966   228.3    1.20    9.10    0.02    0.65  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2083.0  2275.4   557.0  7.8569   25.00 2222222299999999992222
     105       1      24   12019   281.9 10.8251 34.3860   217.9 34.3835   223.0    2.00   13.30    0.01    0.90  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2103.9    -9.0   628.0  7.7974   25.00 2222222299999999992922
     105       1      23   12022   333.0  9.1616 34.3071   229.2 34.3067   228.5    3.00   17.70   -9.00    1.17   3.683   1.974  1.0939  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299999999999
     105       1      22   12015   383.1  7.7747 34.2859   216.2 34.2857   216.1    6.20   22.50   -9.00    1.53  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2144.3  2270.7   826.7  7.6840   25.00 2222222299999999992262
     105       1      21   12020   466.4  6.7787 34.3116   215.6 34.3110   216.1    9.10   25.10   -9.00    1.70  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     105       1      20   12055   566.2  6.0787 34.2975   241.2 34.2962   235.9    9.80   25.00   -9.00    1.66   3.272   1.615  0.5499  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2150.8    -9.0   831.5  7.6916   25.00 2222222222299999992922
     105       1      19   12018   667.4  5.6599 34.2763   242.0 34.2748   237.8   11.60   26.10   -9.00    1.73  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     105       1      18   12025   767.4  5.1756 34.2632   231.8 34.2619   231.8   15.10   27.70   -9.00    1.85  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2160.8    -9.0   874.0  7.6799   25.00 2222222299999999992922
     105       1      17   12016   867.8  4.7515 34.2761   211.4 34.2760   210.1   22.60   30.40   -9.00    2.07  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     105       1      16   12051   967.0  4.2443 34.3150   182.0 34.3130   184.8   34.00   33.30   -9.00    2.29  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2205.2    -9.0  1088.5  7.5893   25.00 2222222299999999992922
     105       1      15   12014  1067.2  3.8086 34.3599   167.5 34.3608   166.6   46.20   35.20   -9.00    2.43   0.176   0.110  0.0720  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222266699999999999
     105       1      14   12013  1167.0  3.5627 34.4297   140.0 34.4255   140.2   61.10   37.20   -9.00    2.61  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2255.2  2320.7  1310.4  7.5204   25.00 2222222299999999992222
     105       1      13   12012  1266.4  3.4307 34.4903   122.9 34.4888   122.0   75.70   38.30   -9.00    2.72  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     105       1      12   12031  1368.1  3.2443 34.5242   122.1 34.5218   121.8   84.10   38.30   -9.00    2.73  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2284.8    -9.0  1367.0  7.5014   25.00 2222222299999999996922
     105       1      11   12003  1534.3  2.9075 34.5586   130.7 34.5579   130.4   92.60   37.50   -9.00    2.65  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     105       1      10   12032  1734.1  2.5417 34.5922   140.1 34.5920   140.8  100.40   36.80   -9.00    2.58  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2290.9    -9.0  1264.2  7.5385   25.00 2222222299999999992922
     105       1       9   12002  1933.4  2.2615 34.6226   149.8 34.6215   149.8  105.70   35.80   -9.00    2.49  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     105       1       8   12021  2132.4  2.0533 34.6512   156.9 34.6504   157.1  110.50   35.10   -9.00    2.45  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2290.0  2379.2  1174.0  7.5627   25.00 2222222299999999992222
     105       1       7   12001  2372.0  1.8899 34.6722   162.2 34.6726   161.8  115.20   34.70   -9.00    2.40  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     105       1       6   12033  2633.9  1.7954 34.6828   165.0 34.6830   164.9  118.20   34.60   -9.00    2.39  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2291.7    -9.0    -9.0  7.5941   25.00 2222222299999999992992
     105       1       5   12008  2733.3  1.7738 34.6852   165.7 34.6846   166.2  118.90   34.50   -9.00    2.38  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     105       1       4   12009  2933.0  1.7569 34.6884   167.1 34.6884   167.2  119.70   34.30   -9.00    2.37  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2292.2    -9.0  1111.7  7.5897   25.00 2222666299999999992922
     105       1       3   12006  3168.7  1.7623 34.6906   167.7 34.6905   169.0  120.30   34.40   -9.00    2.38  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2223666299999999999999
     105       1       2   12007  3410.3  1.7804 34.6913   167.4 34.6916   167.8  120.20   34.40   -9.00    2.37  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2293.9  2394.2    -9.0  7.5834   25.00 2222666299999999992292
     105       1       1   12035  3620.6  1.8015 34.6915   167.7 34.6907   167.2  120.20   34.40    0.01    2.37  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2294.2  2401.3  1099.9  7.5680   25.00 2222222299999999996422
     106       1      36   12017     5.1 23.0442 35.2071   220.3 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 4299999999999999999999
     106       1      35   12029    10.3 23.0557 35.2119   220.5 35.2112   219.6    0.60   -9.00   -9.00    0.08   2.016   1.246  1.0658  -9.000   -9.00   63.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2046.5  2318.5    -9.0  7.9740   25.00 2222222266699299996292
     106       1      34   12049    20.6 23.0249 35.2072   220.8 35.2141   220.2    0.60   -9.00   -9.00    0.09   2.037   1.256  1.0576  -9.000   -9.00   62.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2046.3  2316.8    -9.0  7.9641   25.00 2222222222299299992292
     106       1      33   12027    40.3 19.0988 34.8557   248.3 34.8654   248.6    0.60   -9.00   -9.00    0.09   2.567   1.528  1.2233  -9.000   -9.00   62.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2036.2  2300.7    -9.0  7.9861   25.00 2222222222299299992292
     106       1      32   12023    60.2 18.0467 34.9848   251.1 34.9743   251.1    0.60   -9.00   -9.00    0.08   2.571   1.526  1.3139  -9.000   -9.00   60.70  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2036.5  2303.7    -9.0  7.9692   25.00 2222222222299299992292
     106       1      31   12037    79.9 17.3140 34.9268   250.4 34.9233   252.3    0.60   -9.00   -9.00    0.09   2.631   1.561  1.2884  -9.000   -9.00   60.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2034.5  2301.2    -9.0  7.9767   25.00 2222222222299299992292
     106       1      30   12036    99.6 16.9178 34.9483   248.6 34.9431   249.7    0.60   -9.00   -9.00    0.10   2.624   1.565  1.2915  -9.000   -9.00   58.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2038.9  2302.1    -9.0  7.9734   25.00 2222222222299299992292
     106       1      29   12044   125.4 16.0932 34.8315   246.2 34.8311   246.9    0.60    0.10    0.01    0.13  -9.000  -9.000 -9.0000  -9.000   -9.00   56.40  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2042.4  2295.7    -9.0  7.9691   25.00 2222222299999299992292
     106       1      28   12057   150.9 15.5037 34.7486   239.2 34.7496   238.7    0.70    1.20    0.19    0.20   2.756   1.627  1.2968  -9.000   -9.00   50.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2050.7  2291.6    -9.0  7.9312   25.00 2222222222299299992292
     106       1      27   12026   172.7 14.7225 34.6390   231.8 34.6335   232.2    0.80    3.20    0.29    0.32  -9.000  -9.000 -9.0000  -9.000   -9.00   49.70  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2058.6  2282.6    -9.0  7.9032   25.00 2222222299999299992292
     106       1      26   12030   199.4 13.5201 34.4890   227.4 34.4887   227.5    1.00    6.10    0.03    0.47  -9.000  -9.000 -9.0000  -9.000   -9.00   47.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2070.5  2276.0    -9.0  7.8582   25.00 2222222299999299992292
     106       1      25   12024   250.2 12.0445 34.4716   213.6 34.4648   214.1    1.80   11.40   -9.00    0.79   3.238   1.785  1.2337  -9.000   -9.00   45.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2097.3  2279.4    -9.0  7.8110   25.00 2222222222299299992292
     106       1      24   12019   299.2 10.2529 34.3838   211.2 34.3851   211.2    3.10   15.90   -9.00    1.10   3.343   1.778  0.9243  -9.000   -9.00   44.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2116.9  2272.2    -9.0  7.7612   25.00 2222222222299299992292
     106       1      23   12022   352.0  8.3778 34.3166   224.1 34.3154   224.6    4.40   19.90   -9.00    1.33  -9.000  -9.000 -9.0000  -9.000   -9.00   43.30  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2131.4  2395.3    -9.0  7.7253   25.00 2222222299999299992492
     106       1      22   12015   400.1  7.3907 34.2968   238.6 34.2959   237.4    5.30   21.50   -9.00    1.43   3.853   1.993  1.0019  -9.000   -9.00   42.40  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222266699299999999
     106       1      21   12020   499.7  6.6038 34.3202   247.2 34.3199   245.2    7.60   23.00   -9.00    1.51   3.790   1.910  0.9023  -9.000   -9.00   41.90  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2141.5    -9.0    -9.0  7.7106   25.00 2222222222299299992992
     106       1      20   12055   600.5  6.1218 34.3006   249.0 34.3015   248.6    8.90   23.90   -9.00    1.58  -9.000  -9.000 -9.0000  -9.000   -9.00   41.30  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2143.0    -9.0    -9.0 -9.0000   -9.00 2222222299999299992999
     106       1      19   12018   697.8  5.6802 34.2768   242.8 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 4299999999999999999999
     106       1      18   12025   799.8  5.2703 34.2642   233.9 34.2639   233.6   14.30   27.30   -9.00    1.83   2.354   1.152  0.2784  -9.000   -9.00   40.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299299999999
     106       1      17   12016   899.4  4.7027 34.2729   213.3 34.2734   212.9   22.50   30.10   -9.00    2.05   1.321   0.671  0.1410  -9.000   -9.00   40.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2179.0  1523.2    -9.0 -9.0000   -9.00 2222222222299299992494
     106       1      16   12051  1000.0  4.2569 34.3081   189.8 34.3075   188.8   32.90   32.80   -9.00    2.26   0.567   0.312 -9.0000  -9.000   -9.00   39.70  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299299999999
     106       1      15   12014  1100.5  3.8097 34.3639   164.9 34.3628   164.8   46.80   35.20   -9.00    2.45  -9.000  -9.000 -9.0000  -9.000   -9.00   39.30  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2228.1    -9.0    -9.0  7.5457   25.00 2222222299999299992992
     106       1      14   12013  1200.1  3.5773 34.4257   140.8 34.4245   141.4   60.90   37.10   -9.00    2.61   0.038   0.025 -9.0000  -9.000   -9.00   38.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299299999999
     106       1      13   12012  1298.8  3.4131 34.4928   122.5 34.4918   122.7   76.10   38.30   -9.00    2.73  -9.000  -9.000 -9.0000  -9.000   -9.00   38.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2277.0  2309.0    -9.0  7.4962   25.00 2222222299999299996492
     106       1      12   12031  1399.6  3.2232 34.5254   121.9 34.5248   122.2   84.50   38.20   -9.00    2.74  -9.000  -9.000 -9.0000  -9.000   -9.00   37.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999299999999
     106       1      11   12003  1499.4  3.0517 34.5460   126.6 34.5472   125.9   89.60   37.80   -9.00    2.69  -9.000  -9.000 -9.0000  -9.000   -9.00   37.10  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2287.4    -9.0    -9.0  7.5220   25.00 2222222299999299992992
     106       1      10   12032  1601.3  2.8564 34.5641   130.9 34.5636   130.4   94.40   37.40   -9.00    2.66  -0.001  -9.000 -9.0000  -9.000   -9.00   36.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299299999999
     106       1       9   12002  1799.2  2.4714 34.5964   145.2 34.5959   146.0  100.10   36.20   -9.00    2.53  -9.000  -9.000 -9.0000  -9.000   -9.00   36.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2287.5    -9.0    -9.0  7.5589   25.00 2222222299999299992992
     106       1       8   12021  2001.7  2.2137 34.6294   150.5 34.6287   150.7  107.50   35.50   -9.00    2.50  -9.000  -9.000 -9.0000  -9.000   -9.00   36.70  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999299999999
     106       1       7   12001  2202.0  2.0330 34.6549   156.7 34.6546   157.2  111.40   35.00   -9.00    2.44  -9.000   0.002 -9.0000  -0.006   -9.00   36.70  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2290.6  2374.1    -9.0  7.5705   25.00 2222222222239299992292
     106       1       6   12033  2400.6  1.8877 34.6739   162.0 34.6735   162.2  115.50   34.60   -9.00    2.39  -9.000  -9.000 -9.0000  -9.000   -9.00   37.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999299999999
     106       1       5   12008  2598.9  1.7973 34.6827   164.7 34.6835   165.5  118.10   34.40   -9.00    2.38  -9.000  -9.000 -9.0000  -9.000   -9.00   37.60  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2291.8    -9.0    -9.0  7.5752   25.00 2222222299999299992992
     106       1       4   12009  2799.4  1.7615 34.6868   166.2 34.6861   166.8  119.20   34.40   -9.00    2.38  -9.000   0.001 -9.0000  -0.015   -9.00   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222666222239299999999
     106       1       3   12006  2999.9  1.7521 34.6896   167.4 34.6885   167.0  120.00   34.30   -9.00    2.37  -9.000  -9.000 -9.0000  -9.000   -9.00   38.30  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2292.0    -9.0    -9.0  7.5976   25.00 2222666299999299992992
     106       1       2   12007  3249.1  1.7642 34.6909   168.2 34.6914   167.9  120.20   34.30   -9.00    2.38   0.001  -9.000 -9.0000  -0.022   -9.00   38.50  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222666222239299999999
     106       1       1   12035  3406.6  1.7733 34.6918   167.8 34.7234   167.2  105.10   30.50    0.01    2.09  -9.000  -9.000 -9.0000  -9.000   -9.00   39.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2293.6  2509.9    -9.0  7.5747   25.00 3244333399999299996492
     107       1      36   12017     5.9 22.8758 35.1176   218.6 35.1255   219.5    0.60   -9.00   -9.00    0.07  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2041.9  2314.5    -9.0  7.9648   25.00 2222222299999999996292
     107       1      35   12029    13.2 23.1083 35.3193   218.3 35.3103   219.3    0.60   -9.00   -9.00    0.07  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00     1.2  2047.6  2324.6    -9.0  7.9755   25.00 2222222299999999932292
     107       1      34   12049    27.2 21.2485 35.3838   232.6 35.3797   233.8    0.70   -9.00   -9.00    0.07  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2048.0    -9.0    -9.0  7.9924   25.00 2222222299999999992592
     107       1      33   12027    46.0 19.9260 35.2525   240.1 35.1897   242.5    0.60   -9.00   -9.00    0.07  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2041.1  2315.9    -9.0  7.9663   25.00 2222222299999999992292
     107       1      32   12023    65.3 17.8871 34.9826   249.4 34.9960   250.0    0.60   -9.00   -9.00    0.08  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2036.0  2309.4    -9.0  7.9702   25.00 2222222299999999992292
     107       1      31   12037    86.4 17.4749 35.0360   248.6 35.0319   247.8    0.60   -9.00   -9.00    0.08  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2037.5  2312.1    -9.0  7.9821   25.00 2222222299999999992292
     107       1      30   12036   108.0 17.0435 35.0170   244.2 35.0328   245.5    0.60   -9.00   -9.00    0.09  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2041.2  2313.1    -9.0  7.9672   25.00 2222222299999999992292
     107       1      29   12044   131.5 15.9472 34.8174   246.8 34.8154   245.1    0.60    0.20    0.03    0.13  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2043.8  2300.6    -9.0  7.9612   25.00 2222222299999999992292
     107       1      28   12057   158.2 15.6443 34.7740   240.2 34.7732   239.8    0.60    0.80    0.22    0.18  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2048.6  2299.9    -9.0  7.9324   25.00 2222222299999999992292
     107       1      27   12026   183.5 14.8934 34.6558   235.4 34.6627   236.1    0.70    2.20    0.44    0.27  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2053.5  2292.1    -9.0  7.9198   25.00 2222222299999999992292
     107       1      26   12030   215.7 13.5181 34.4820   227.3 34.4864   227.4    0.90    6.10    0.04    0.46  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2068.1  2275.3    -9.0  7.8709   25.00 2222222299999999992292
     107       1      25   12024   267.0 11.7792 34.4393   215.7 34.4350   216.5    1.70   12.00    0.01    0.81  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     107       1      24   12019   316.8  9.8655 34.3636   216.8 34.3601   216.3    3.10   16.70   -9.00    1.12  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2116.2  2270.0    -9.0  7.7602   25.00 2222222299999999992292
     107       1      23   12022   367.5  8.1735 34.3079   228.3 34.3087   228.3    4.50   20.30   -9.00    1.33  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     107       1      22   12015   433.1  7.0526 34.3161   237.7 34.3161   237.7    6.30   22.40   -9.00    1.46  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2136.9  2272.7    -9.0  7.6865   25.00 2222222299999999992292
     107       1      21   12020   532.1  6.4995 34.3216   247.0 34.3219   246.4    7.90   23.20   -9.00    1.51  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     107       1      20   12055   631.9  6.0092 34.2958   248.1 34.2978   248.2    9.40   24.20   -9.00    1.57  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2141.0  2275.8    -9.0  7.7068   25.00 2222222299999999992292
