EXPOCODE 316N138_9   WHP-ID P16A/P17A     CRUISE DATES 080791 TO 112492    20030310WHPOSIODM                                                                                                                                                                                                   *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  DELHE3  HELIUM  TRITER  DELHER  TRITUM  TCARBN    PCO2  HELIER    NEON  NEONER PCO2TMP  DELC14  C14ERR  DELC13              QUALT1              QUALT2
                                    DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG  PERCNT NMOL/KG      TU  PERCNT      TU UMOL/KG    UATM NMOL/KG NMOL/KG NMOL/KG   DEG_C  /MILLE  /MILLE  /MILLE                                       *
                         *******                 ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* *******                 ******* ******* *******         *******                 *******         *******                                       *
      61       1       4       4   156.0 -0.2733 34.1225   285.1 -0.2785 34.3131   260.4   70.49   31.42    0.09    2.18  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1       5       5   181.1  1.0607 34.5350   206.7  1.0525 34.5272   205.1   80.96   33.39    0.01    2.32  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1       6       6   206.7  1.5066 34.6140   190.2  1.4964 34.6217   187.0   84.71   33.34    0.00    2.31  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1       7       7   236.9  1.6767 34.6591   184.1  1.6645 34.6657   183.2   86.48   32.93    0.00    2.29  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1       8       8   267.0  1.7964 34.6861   182.4  1.7823 34.6846   181.9   86.86   32.72    0.00    2.26  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1       9       9   317.1  1.7886 34.7022   180.8  1.7718 34.7013   183.4   88.23   32.31    0.00    2.24  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      10      10   383.0  1.7298 34.7122   183.4  1.7095 34.7119   186.3   90.20   32.00    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      11      11   463.4  1.6258 34.7184   187.6  1.6013 34.7180   188.5   92.57   31.89    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      12      12   533.5  1.5412 34.7222   189.1  1.5130 34.7220   189.9   94.94   31.84    0.00    2.20  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      13      13   608.1  1.4677 34.7265   190.8  1.4356 34.7261   190.8   97.92   31.84    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      14      14   710.0  1.3793 34.7294   192.4  1.3416 34.7285   192.1  101.89   31.84    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      15      15   810.4  1.2852 34.7280   192.9  1.2421 34.7277   190.7  105.88   32.25    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      16      16   911.3  1.2236 34.7268   194.9  1.1749 34.7261   194.3  108.46   32.04    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      17      17  1037.4  1.1284 34.7248   196.5  1.0726 34.7247   196.3  111.05   32.04    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      18      18  1163.6  1.0442 34.7218   198.3  0.9811 34.7216   197.2  114.05   32.19    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      19      19  1315.0  0.9426 34.7179   200.6  0.8708 34.7183   200.3  116.85   32.24    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      20      20  1466.5  0.8710 34.7146   202.0  0.7899 34.7145   202.5  119.65   32.29    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      21      21  1618.4  0.8101 34.7124   203.3  0.7194 34.7120   203.5  122.06   32.28    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      22      22  1770.7  0.7440 34.7094   204.9  0.6434 34.7094   205.4  124.46   32.28    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      23      23  1922.8  0.6749 34.7064   206.0  0.5643 34.7059   206.5  126.88   32.33    0.00    2.24  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      24      24  2075.6  0.6111 34.7047   207.6  0.4901 34.7055   207.8  128.07   32.38    0.00    2.24  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      25      25  2228.0  0.5537 34.7035   208.7  0.4220 34.7041   209.0  128.45   32.48    0.00    2.25  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      26      26  2380.5  0.4937 34.7031   209.9  0.3511 34.7024   210.2  128.83   32.58    0.00    2.25  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      27      27  2532.9  0.4437 34.7020   211.3  0.2899 34.7016   211.4  129.21   32.53    0.00    2.25  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      28      28  2685.7  0.3872 34.7022   212.6  0.2219 34.7018   212.6  130.41   32.63    0.00    2.25  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      29      29  2838.2  0.3369 34.7021   213.9  0.1598 34.7016   213.7  130.38   32.58    0.00    2.24  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      30      30  2991.9  0.2900 34.7017   215.3  0.1007 34.7020   215.4  130.35   32.63    0.00    2.24  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      31      31  3144.8  0.2355 34.7013   217.1  0.0339 34.7014   217.4  129.72   32.57    0.00    2.24  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      32      32  3297.4  0.2081 34.7011   218.4 -0.0065 34.7012   218.8  128.47   32.52    0.00    2.23  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      33      33  3502.0  0.1887 34.7019   219.6 -0.0444 34.7014   219.9  127.83   32.47    0.00    2.23  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      34      34  3707.3  0.1855 34.7010   220.9 -0.0671 34.7012   220.6  127.40   32.46    0.00    2.23  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      35      35  3911.4  0.1946 34.7016   221.8 -0.0784 34.7012   221.2  127.78   32.51    0.00    2.24  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      61       1      36      36  4046.3  0.2088 34.7020   221.8 -0.0782 34.7015   221.3  128.16   32.46    0.00    2.24  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      62       1       1       1     6.4 -0.4183 34.0093   354.5 -0.4185 34.0133   350.1   51.29   27.25    0.26    1.86   6.684  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2169.2   424.8 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222599922999 2222222222599922999
      62       1       2       2    54.9 -0.5894 34.0098   346.3 -0.5910 34.0135   349.9   52.07   27.25    0.25    1.87   6.705   3.089 -999.00 -9.0000  -9.000   -9.00  -9.000  2171.2   431.1 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222399922999 2222222222399922999
      62       1       3       3   120.9  0.0341 34.1509   314.2  0.0297 34.1362   300.5   57.99   29.83    0.17    2.07  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2193.1   491.1 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1       4       4   146.0  1.4280 34.4407   216.1  1.4209 34.4550   201.4   72.44   34.36    0.02    2.37   1.567   0.679 -999.00 -9.0000  -9.000   -9.00  -9.000  2242.7   630.2 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222399922999 2222222222399922999
      62       1       5       5   176.6  1.9111 34.5577   180.8  1.9018 34.5557   177.4   78.18   34.73    0.01    2.40  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2250.9   653.5 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1       6       6   216.5  1.9892 34.6159   175.6  1.9776 34.6203   174.9   81.35   34.05    0.01    2.35   0.448   0.180 -999.00 -9.0000  -9.000   -9.00  -9.000  2254.4   639.6 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222399922999 2222222222399922999
      62       1       7       7   256.5  1.9040 34.6426   177.0  1.8903 34.6404   178.3   82.93   33.47    0.01    2.33  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2253.5   628.0 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1       8       8   307.4  1.8750 34.6710   179.4  1.8586 34.6701   180.8   84.91   32.85    0.01    2.28   0.340   0.141 -999.00 -9.0000  -9.000   -9.00  -9.000  2251.7   612.2 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
      62       1       9       9   357.8  1.9195 34.6998   180.9  1.9000 34.7003   182.2   86.49   32.27    0.01    2.24  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2251.2   594.4 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1      10      10   433.6  1.8024 34.7097   184.6  1.7789 34.7094   185.1   88.87   32.07    0.00    2.22   0.192  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2249.6   589.8 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222599922999 2222222222599922999
      62       1      11      11   508.4  1.7384 34.7205   187.6  1.7109 34.7210   187.9   90.85   31.81    0.00    2.20   0.164   0.062 -999.00 -9.0000  -9.000   -9.00  -9.000  2249.2   577.9 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222399922999 2222222222399922999
      62       1      12      12   608.6  1.6251 34.7284   190.6  1.5921 34.7281   191.0   94.23   31.60    0.00    2.18   0.140   0.053 -999.00 -9.0000  -9.000   -9.00  -9.000  2249.3   569.1 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222226299922999 2222222226299922999
      62       1      13      13   710.1  1.5550 34.7313   192.5  1.5163 34.7320   193.0   96.62   31.54    0.00    2.18   0.108  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2252.8   566.8 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222599922999 2222222222599922999
      62       1      14      14   810.9  1.4600 34.7317   194.3  1.4158 34.7322   194.7   99.81   31.59    0.00    2.17   0.094  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2253.4   564.1 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222599922999 2222222222599922999
      62       1      15      15   911.8  1.3444 34.7298   195.7  1.2948 34.7300   194.7  103.41   31.74    0.00    2.20  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2254.1   567.4 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1      16      16  1012.7  1.2584 34.7284   196.9  1.2031 34.7285   195.9  106.21   31.84    0.00    2.20   0.068   0.023 -999.00 -9.0000  -9.000   -9.00  -9.000  2255.6   569.1 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
      62       1      17      17  1114.8  1.1516 34.7246   197.3  1.0907 34.7251   195.5  110.22   32.04    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2257.6   576.5 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1      18      18  1215.6  1.0946 34.7229   199.4  1.0278 34.7236   198.4  111.82   31.98    0.00    2.21   0.050  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2255.6   568.8 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222599922999 2222222222599922999
      62       1      19      19  1316.8  0.9992 34.7191   199.5  0.9267 34.7194   197.7  115.44   32.24    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2257.7   573.3 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1      20      20  1418.6  0.9287 34.7165   201.3  0.8502 34.7163   200.7  117.86   32.18    0.00    2.21   0.045   0.018 -999.00 -9.0000  -9.000   -9.00  -9.000  2257.6   570.5 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
      62       1      21      21  1570.7  0.8229 34.7120   203.2  0.7353 34.7120   203.0  121.29   32.23    0.00    2.21   0.040   0.017 -999.00 -9.0000  -9.000   -9.00  -9.000  2258.6   569.1 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
      62       1      22      22  1722.4  0.7545 34.7094   204.6  0.6572 34.7098   204.7  123.92   32.28    0.00    2.22   0.050   0.019 -999.00 -9.0000  -9.000   -9.00  -9.000  2260.1   570.4 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222226699922999 2222222226699922999
      62       1      23      23  1875.5  0.6956 34.7070   205.8  0.5881 34.7073   206.1  126.35   32.33    0.00    2.22   0.051  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2258.4   566.8 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222599922999 2222222222599922999
      62       1      24      24  2027.6  0.6312 34.7046   207.1  0.5135 34.7051   207.5  127.56   32.43    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2258.2   568.3 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1      25      25  2181.4  0.5713 34.7033   208.0  0.4429 34.7043   208.6  127.95   32.32    0.00    2.22   0.075   0.034 -999.00 -9.0000  -9.000   -9.00  -9.000  2258.3   571.3 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
      62       1      26      26  2333.1  0.5044 34.7026   209.4  0.3654 34.7028   210.5  128.34   32.42    0.00    2.23  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2260.6   570.8 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1      27      27  2485.9  0.4314 34.7016   211.5  0.2816 34.7016   211.9  129.34   32.47    0.00    2.23  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2258.9   571.2 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1      28      28  2639.2  0.3896 34.7012   212.5  0.2281 34.7018   213.0  130.14   32.51    0.00    2.24   0.123   0.050 -999.00 -9.0000  -9.000   -9.00  -9.000  2260.2   571.3 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222399922999 2222222222399922999
      62       1      29      29  2791.8  0.3295 34.7013   214.4  0.1565 34.7012   214.3  130.33   32.56    0.00    2.24   0.139   0.064 -999.00 -9.0000  -9.000   -9.00  -9.000  2260.8   573.1 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222226699922999 2222222226699922999
      62       1      30      30  2944.5  0.2940 34.7006   215.8  0.1087 34.7010   216.1  130.31   32.56    0.00    2.23   0.192   0.079 -999.00 -9.0000  -9.000   -9.00  -9.000  2257.0   572.6 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222399922999 2222222222399922999
      62       1      31      31  3097.0  0.2395 34.7010   217.4  0.0421 34.7008   218.1  129.88   32.50    0.00    2.24   0.202  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2258.2   568.8 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222599922999 2222222222599922999
      62       1      32      32  3251.6  0.2064 34.7007   219.1 -0.0040 34.7008   219.2  128.84   32.50    0.00    2.23   0.247   0.109 -999.00 -9.0000  -9.000   -9.00  -9.000  2258.7   569.3 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
      62       1      33      33  3404.5  0.1830 34.7008   220.1 -0.0408 34.7005   220.3  128.01   32.44    0.00    2.23   0.272   0.126 -999.00 -9.0000  -9.000   -9.00  -9.000  2255.9   568.2 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222399922999 2222222222399922999
      62       1      34      34  3558.0  0.1738 34.7009   221.1 -0.0642 34.7008   221.1  127.99   32.49    0.00    2.23  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2257.5   568.2 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      62       1      35      35  3711.5  0.1766 34.7009   221.8 -0.0762 34.7008   221.3  128.18   32.49    0.00    2.23   0.318   0.138 -999.00 -9.0000  -9.000   -9.00  -9.000  2259.3   565.5 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
      62       1      36      36  3808.1  0.1824 34.7012   220.7 -0.0800 34.7007   221.3  128.16   32.53    0.00    2.23   0.331   0.141 -999.00 -9.0000  -9.000   -9.00  -9.000  2256.3   567.8 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222226299922999 2222222226299922999
      63       1       1       1     6.9 -0.2673 33.9824   355.3 -0.2675 33.9853   350.6   47.65   27.03    0.24    1.82  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2161.3   421.5 -9.0000  -9.000  -9.000     4.0  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
      63       1       2       2    55.7 -0.6770 33.9919   351.6 -0.6786 33.9945   352.0   50.79   26.87    0.24    1.84  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1       3       3    96.4 -0.6523 34.0491   322.9 -0.6551 34.1075   312.4   58.44   29.12    0.19    2.03  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1       4       4   127.0  1.3911 34.4357   232.7  1.3850 34.4359   203.8   70.84   34.14    0.01    2.36  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1       5       5   166.7  1.9050 34.5703   179.7  1.8963 34.5647   178.7   77.74   34.25    0.00    2.37  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1       6       6   187.1  2.0253 34.6010   176.3  2.0153 34.6010   174.7   78.90   34.10    0.00    2.36  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1       7       7   207.5  2.0442 34.6287   174.4  2.0330 34.6256   174.7   80.07   33.68    0.00    2.33  -9.000  -9.000    7.98  1.8845  -9.000    0.19  -9.000    -9.0    -9.0  0.0028   7.988   0.033    -9.0  -999.0  -999.0   -9.00 2222222225522599299 2222222225522599299
      63       1       8       8   257.6  1.9900 34.6579   175.1  1.9761 34.6582   176.9   82.23   33.16    0.00    2.30  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1       9       9   308.0  1.9902 34.6869   177.0  1.9734 34.6853   178.5   83.79   32.65    0.00    2.25  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1      10      10   358.6  1.9515 34.6982   180.4  1.9319 34.6977   180.9   84.76   32.18    0.00    2.23  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1      11      11   409.0  1.8566 34.7052   183.6  1.8344 34.7057   183.2   86.32   32.08    0.00    2.23  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1      12      12   458.3  1.8162 34.7171   185.5  1.7912 34.7165   186.0   88.09   31.87    0.00    2.20  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1      13      13   508.8  1.8081 34.7272   187.7  1.7802 34.7263   188.0   89.06   31.46    0.00    2.17  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1      14      14   609.8  1.6222 34.7299   190.6  1.5892 34.7293   191.2   93.41   31.41    0.00    2.17  -9.000  -9.000    9.19  1.8951  -9.000    0.19  -9.000    -9.0    -9.0  0.0049   8.010   0.031    -9.0  -999.0  -999.0   -9.00 2222222225522599299 2222222225522599299
      63       1      15      15   710.0  1.5095 34.7314   193.5  1.4711 34.7301   192.3   96.78   31.46    0.00    2.18  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1      16      16   811.8  1.4416 34.7332   195.7  1.3975 34.7328   194.6   99.35   31.41    0.00    2.16  -9.000  -9.000    9.37  1.9073  -9.000    0.19  -9.000    -9.0    -9.0  0.0048   8.020   0.033    -9.0  -999.0  -999.0   -9.00 2222222225522599299 2222222225522599299
      63       1      17      17   912.3  1.3379 34.7300   195.3  1.2883 34.7299   194.2  102.92   31.67    0.00    2.19  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      63       1      18      18  1012.9  1.2544 34.7292   196.4  1.1991 34.7295   197.4  105.70   31.57    0.00    2.18  -9.000  -9.000    9.44  1.9137  -9.000    0.19  -9.000    -9.0    -9.0  0.0048   8.092   0.039    -9.0  -999.0  -999.0   -9.00 2222222225522599299 2222222225522599299
