EXPOCODE 316N138_9   WHP-ID P16A/P17A     CRUISE DATES 080791 TO 112492    20030310WHPOSIODM                                                                                                                                                                                                   *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  DELHE3  HELIUM  TRITER  DELHER  TRITUM  TCARBN    PCO2  HELIER    NEON  NEONER PCO2TMP  DELC14  C14ERR  DELC13              QUALT1              QUALT2
                                    DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG  PERCNT NMOL/KG      TU  PERCNT      TU UMOL/KG    UATM NMOL/KG NMOL/KG NMOL/KG   DEG_C  /MILLE  /MILLE  /MILLE                                       *
                         *******                 ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* *******                 ******* ******* *******         *******                 *******         *******                                       *
       6       1      36      36  5576.5  1.1669 34.7105   205.1  0.6726 34.7113   205.9  121.71   32.11    0.00    2.20   0.004   0.006 -999.00 -9.0000  -9.000   -9.00  -9.000  2262.3  1051.4 -9.0000  -9.000  -9.000    20.0  -999.0  -999.0   -9.00 2222222226699922999 2222222226699922999
       7       1      30      30  3705.5  1.5076 34.7225   191.3  1.2197 34.7194   192.6  111.53   31.85    0.00    2.21   0.002   0.005 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222222299999999 2222222222299999999
       7       1      31      31  3961.3  1.3277 34.7212   197.1  1.0176 34.7172   196.7  115.17   31.80    0.00    2.21   0.000   0.001 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222222299999999 2222222222299999999
       7       1      32      32  4217.5  1.2178 34.7188   199.7  0.8830 34.7148   200.4  117.80   31.86    0.00    2.22  -0.001   0.002 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222226699999999 2222222226699999999
       7       1      33      33  4473.5  1.1659 34.7135   201.6  0.8041 34.7136   202.5  119.61   31.98    0.00    2.21   0.000   0.001 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222226699999999 2222222226699999999
       7       1      34      34  4730.4  1.1509 34.7113   202.6  0.7601 34.7126   203.0  120.61   32.04    0.00    2.22  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       7       1      35      35  4988.1  1.1399 34.7105   204.6  0.7191 34.7114   203.8  121.19   32.05    0.00    2.22   0.000   0.001 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222226699999999 2222222226699999999
       7       1      36      36  5272.4  1.1409 34.7099   204.7  0.6856 34.7106   204.1  121.78   32.11    0.00    2.22   0.002   0.004 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222226699999999 2222222226699999999
       8       1       1       1    14.1 11.8392 34.3430   272.8 11.8374 34.3415   271.0    1.75    2.45    0.08    0.41   3.473   1.762 -999.00 -9.0000  -9.000   -9.00  -9.000  2047.5   442.2 -9.0000  -9.000  -9.000    20.0  -999.0  -999.0   -9.00 2222222226699922999 2222222226699922999
       8       1       2       2    39.3 11.8480 34.3439   271.0 11.8430 34.3429   270.9    1.75    2.45    0.08    0.41   3.481   1.755 -999.00 -9.0000  -9.000   -9.00  -9.000  2045.7   443.5 -9.0000  -9.000  -9.000    20.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1       3       3    64.2 11.8195 34.3616   265.2 11.8113 34.3580   270.9    1.74    2.51    0.07    0.41   3.481   1.765 -999.00 -9.0000  -9.000   -9.00  -9.000  2041.4   447.8 -9.0000  -9.000  -9.000    20.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1       4       4    84.6 11.4911 34.3636   267.9 11.4805 34.3600   269.6    1.74    2.94    0.09    0.45   3.510   1.785 -999.00 -9.0000  -9.000   -9.00  -9.000  2049.0   450.9 -9.0000  -9.000  -9.000    20.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1       5       5   109.3 10.9036 34.3413   266.1 10.8904 34.3449   267.7    1.73    4.05    0.14    0.53   3.518   1.792 -999.00 -9.0000  -9.000   -9.00  -9.000  2052.6   469.5 -9.0000  -9.000  -9.000    20.0  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1       6       6   149.1  9.9003 34.4653   231.7  9.8832 34.4717   236.2    2.92   13.01    0.03    1.01   3.219   1.591 -999.00 -9.0000  -9.000   -9.00  -9.000  2098.6   606.9 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1       7       7   179.8  8.9398 34.5033   224.8  8.9204 34.4986   231.7    4.10   16.10    0.01    1.18   2.915   1.429 -999.00 -9.0000  -9.000   -9.00  -9.000  2114.0   660.0 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1       8       8   199.5  8.6042 34.4985   232.8  8.5833 34.4939   233.4    4.49   16.91    0.01    1.22   2.834   1.398 -999.00 -9.0000  -9.000   -9.00  -9.000  2116.6   670.8 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1       9       9   239.5  8.1456 34.4838   242.3  8.1213 34.4807   239.7    5.08   17.87    0.01    1.27   2.915   1.420 -999.00 -9.0000  -9.000   -9.00  -9.000  2115.4   679.1 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1      10      10   308.8  7.7120 34.4628   248.7  7.6814 34.4599   245.2    6.07   19.02    0.00    1.34   2.825   1.381 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0   688.4 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299992999 2222222222299992999
       8       1      11      11   407.6  7.3249 34.4331   251.4  7.2855 34.4302   248.4    6.85   20.08    0.00    1.40   2.548   1.227 -999.00 -9.0000  -9.000   -9.00  -9.000  2122.9   692.9 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1      12      12   552.6  6.7717 34.3849   252.1  6.7201 34.3818   250.6    8.83   21.75    0.00    1.51   2.250   1.086 -999.00 -9.0000  -9.000   -9.00  -9.000  2127.6   708.3 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222226699922999 2222222226699922999
       8       1      13      13   700.0  6.2455 34.3512   232.6  6.1822 34.3494   234.1   12.58   24.49    0.00    1.68   1.299   0.653 -999.00 -9.0000  -9.000   -9.00  -9.000  2141.7   768.1 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1      14      14   847.4  5.4490 34.3277   215.3  5.3766 34.3269   217.7   20.09   27.70    0.00    1.90   0.649   0.330 -999.00 -9.0000  -9.000   -9.00  -9.000  2160.3   851.7 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222226699922999 2222222226699922999
       8       1      15      15   996.0  4.6032 34.3361   201.9  4.5236 34.3365   203.3   31.35   30.42    0.00    2.09   0.348   0.182 -999.00 -9.0000  -9.000   -9.00  -9.000  2187.0   958.6 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1      16      16  1195.2  3.6287 34.3873   190.0  3.5401 34.3851   189.0   48.35   32.95    0.00    2.27   0.126   0.071    4.89  1.8070  -9.000   -9.00  -9.000  2214.5  1067.3 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222222922999 2222222222222922999
       8       1      17      17  1395.5  3.0629 34.4688   175.5  2.9633 34.4686   173.6   65.57   34.29    0.00    2.36   0.029   0.019    8.75  1.8310  -9.000   -9.00  -9.000  2240.2  1137.5 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222222922999 2222222222222922999
       8       1      18      18  1600.0  2.7520 34.5533   163.8  2.6388 34.5529   161.8   84.25   34.79    0.00    2.40   0.006   0.004   13.67  1.8720  -9.000   -9.00  -9.000  2274.0  1161.1 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222222922999 2222222222222922999
       8       1      19      19  1805.1  2.5257 34.5984   157.2  2.3982 34.5978   155.4   98.62   35.14    0.00    2.44  -9.000  -9.000   18.52  1.8670  -9.000   -9.00  -9.000  2278.9  1174.8 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225522922999 2222222225522922999
       8       1      20      20  2009.5  2.3497 34.6221   154.1  2.2072 34.6224   152.6  108.03   35.33    0.00    2.46  -0.003   0.001   21.50  1.8920  -9.000   -9.00  -9.000  2289.1  1192.1 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222222922999 2222222222222922999
       8       1      21      21  2213.7  2.2153 34.6375   152.5  2.0570 34.6371   151.4  114.05   35.46    0.00    2.48  -9.000  -9.000   22.83  1.9000  -9.000   -9.00  -9.000  2296.6  1196.8 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225522922999 2222222225522922999
       8       1      22      22  2417.0  2.1078 34.6490   152.2  1.9331 34.6491   151.3  118.06   35.55    0.00    2.48  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2299.2  1197.0 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
       8       1      23      23  2619.6  2.0132 34.6593   153.0  1.8216 34.6585   152.1  121.06   35.53    0.00    2.48  -9.000  -9.000   23.50  1.8970  -9.000   -9.00  -9.000  2298.9  1195.6 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225522922999 2222222225522922999
       8       1      24      24  2816.6  1.9285 34.6705   156.0  1.7200 34.6708   155.7  122.04   35.19    0.00    2.45  -9.000  -9.000   22.04  1.8980  -9.000   -9.00  -9.000  2296.6  1173.6 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225522922999 2222222225522922999
       8       1      25      25  3014.0  1.8488 34.6843   163.2  1.6230 34.6860   162.8  119.77   34.54    0.00    2.40   0.000   0.002   18.75 -9.0000  -9.000   -9.00  -9.000  2293.7  1160.3 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222225922999 2222222222225922999
       8       1      26      26  3211.2  1.7699 34.6980   171.8  1.5263 34.6989   171.5  116.08   33.74    0.00    2.33  -9.000  -9.000   17.13  1.8710  -9.000   -9.00  -9.000  2283.3  1124.9 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225522922999 2222222225522922999
       8       1      27      27  3409.7  1.6813 34.7091   179.5  1.4198 34.7089   179.7  113.62   33.09    0.00    2.29  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2274.5  1108.3 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
       8       1      28      28  3607.6  1.5498 34.7148   187.8  1.2711 34.7158   187.7  112.78   32.60    0.00    2.26  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2266.8  1083.9 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
       8       1      29      29  3809.6  1.4334 34.7166   192.0  1.1366 34.7176   193.3  113.55   32.27    0.00    2.24  -9.000  -9.000   11.58  1.8770  -9.000   -9.00  -9.000  2263.6  1067.5 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225522922999 2222222225522922999
       8       1      30      30  4010.7  1.3293 34.7169   195.0  1.0139 34.7176   197.4  114.52   32.15    0.00    2.23   0.003   0.004   10.51  1.8560  -9.000   -9.00  -9.000  2262.3  1061.6 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222222922999 2222222222222922999
       8       1      31      31  4215.1  1.2416 34.7159   198.0  0.9064 34.7168   199.9  116.50   32.13    0.00    2.23  -0.002   0.004 -999.00 -9.0000  -9.000   -9.00  -9.000  2262.2  1049.9 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299922999 2222222222299922999
       8       1      32      32  4420.0  1.1867 34.7146   200.2  0.8304 34.7150   201.3  118.69   32.16    0.00    2.23  -0.001   0.002    9.14  1.8740  -9.000   -9.00  -9.000  2260.9  1043.9 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222222922999 2222222222222922999
       8       1      33      33  4625.5  1.1600 34.7132   202.2  0.7811 34.7145   202.0  120.07   32.14    0.00    2.23  -0.002   0.001    8.66  1.8680  -9.000   -9.00  -9.000  2263.6  1031.9 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222222922999 2222222222222922999
       8       1      34      34  4832.5  1.1669 34.7129   201.5  0.7637 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 9229999995599999999 9229999995599999999
       8       1      35      35  5038.6  1.1599 34.7121   204.0  0.7324 34.7131   203.1  120.64   32.23    0.00    2.24  -0.001   0.002 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0  1048.3 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222299992999 2222222222299992999
       8       1      36      36  5222.0  1.1601 34.7114   205.1  0.7104 34.7135   203.7  121.21   32.21    0.00    2.23   0.001   0.004    9.06  1.8680  -9.000   -9.00  -9.000  2262.2  1051.9 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222226622922999 2222222226622922999
       9       1       1       1     4.8 11.7349 34.3061   276.4 11.7343 34.3086   271.7    1.96    3.05    0.10    0.47  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000  2044.0   445.8 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222225599922999 2222222225599922999
       9       1       2       2    53.4 11.5166 34.3067   270.3 11.5099 34.3092   273.3    1.77    3.36    0.09    0.47  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1       3       3    62.8 11.4629 34.3086   272.9 11.4550 34.3086   273.1    1.77    3.41    0.09    0.47  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1       4       4    77.9 11.1337 34.3180   266.3 11.1242 34.3171   272.4    1.77    3.84    0.11    0.48  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1       5       5    98.3 10.7974 34.3320   257.1 10.7856 34.3314   267.4    1.77    4.88    0.17    0.55  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1       6       6   128.6 10.1354 34.3703   250.3 10.1205 34.3772   255.3    2.16    8.72    0.22    0.77  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1       7       7   158.6  9.1580 34.4487   233.7  9.1407 34.4487   239.3    3.34   14.43    0.02    1.08  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1       8       8   207.2  8.5070 34.4924   238.0  8.4854 34.4913   236.0    4.32   16.65    0.01    1.19  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1       9       9   307.6  7.6713 34.4502   250.4  7.6409 34.4497   248.0    5.69   18.61    0.00    1.31  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      10      10   408.8  7.3490 34.4302   251.4  7.3094 34.4303   250.6    6.48   19.57    0.00    1.37  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      11      11   507.8  7.0458 34.4026   254.1  6.9974 34.4027   253.3    7.46   20.38    0.00    1.42  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      12      12   603.6  6.7859 34.3826   251.1  6.7292 34.3825   249.9    8.63   21.54    0.00    1.49  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      13      13   697.4  6.3891 34.3557   238.4  6.3253 34.3562   238.3   11.19   23.52    0.00    1.63  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      14      14   795.4  5.9310 34.3342   223.5  5.8605 34.3345   227.8   15.11   25.55    0.00    1.76  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      15      15   891.8  5.4393 34.3261   213.5  5.3629 34.3272   217.0   20.21   27.39    0.00    1.90  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      16      16   986.3  4.8449 34.3329   205.3  4.7643 34.3353   206.1   28.06   29.54    0.00    2.02  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      17      17  1078.8  4.2723 34.3425   197.9  4.1881 34.3421   198.7   35.52   31.09    0.00    2.13  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      18      18  1271.5  3.4715 34.3990   186.0  3.3781 34.3989   185.9   51.62   32.96    0.00    2.26  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      19      19  1462.9  2.9851 34.4909   172.1  2.8808 34.4911   171.0   69.93   33.95    0.00    2.36  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      20      20  1656.0  2.7345 34.5589   162.5  2.6169 34.5599   161.6   85.94   34.41    0.00    2.39  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      21      21  1753.1  2.6204 34.5830   158.6  2.4960 34.5834   157.6   93.68   34.57    0.00    2.41  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      22      22  1949.8  2.4240 34.6129   154.4  2.2856 34.6128   153.5  104.44   34.94    0.00    2.43  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      23      23  2142.3  2.2983 34.6273   152.7  2.1450 34.6281   151.8  110.44   35.20    0.00    2.45  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      24      24  2335.7  2.1718 34.6414   152.0  2.0033 34.6419   151.0  115.65   35.25    0.00    2.46  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      25      25  2532.5  2.0713 34.6521   151.9  1.8867 34.6527   151.7  119.07   35.25    0.00    2.46  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      26      26  2724.8  1.9802 34.6629   154.2  1.7794 34.6635   153.6  121.08   34.99    0.00    2.45  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      27      27  2921.2  1.8844 34.6784   160.3  1.6668 34.6780   159.8  120.26   34.47    0.00    2.39  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      28      28  3122.9  1.8018 34.6912   166.3  1.5663 34.6903   167.2  117.83   33.89    0.00    2.35  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      29      29  3377.8  1.6955 34.7106   180.7  1.4369 34.7102   181.4  110.99   32.54    0.00    2.26  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      30      30  3631.7  1.5419 34.7190   189.8  1.2609 34.7190   191.0  109.98   31.97    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      31      31  3892.9  1.3443 34.7173   196.0  1.0411 34.7174   197.2  113.79   31.86    0.00    2.20  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      32      32  4154.2  1.2281 34.7150   198.7  0.9000 34.7149   200.1  116.39   31.91    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      33      33  4411.5  1.1743 34.7142   201.7  0.8193 34.7135   201.6  118.60   32.12    0.00    2.19  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      34      34  4675.2  1.1624 34.7131   202.5  0.7777 34.7127   202.2  119.81   32.17    0.00    2.20  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      35      35  4835.6  1.1699 34.7123   203.5  0.7663 34.7127   202.5  120.20   32.22    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
       9       1      36      36  4981.7  1.1788 34.7129   203.6  0.7575 34.7127   202.4  120.19   32.27    0.00    2.21  -9.000  -9.000 -999.00 -9.0000  -9.000   -9.00  -9.000    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222225599999999 2222222225599999999
      10       1       1       1    13.3 11.4825 34.2794   275.5 11.4808 34.2796   273.2    1.94    3.76    0.10    0.49   3.515   1.752   -1.56  1.8250   0.004    0.15   0.472  2039.7   455.4 -9.0000  -9.000  -9.000    20.1  -999.0  -999.0   -9.00 2222222222222222999 2222222222222222999
      10       1       2       2    53.6 11.3358 34.2784   269.6 11.3291 34.2771   272.6    1.94    3.86    0.11    0.50  -9.000  -9.000   -1.53  1.8260   0.004    0.15   0.453    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0    84.3     6.5    1.84 2222222225522299962 2222222225522299962
      10       1       3       3    98.6 10.9239 34.2740   268.9 10.9120 34.2738   271.4    1.93    4.84    0.13    0.57   3.479   1.721   -1.52  1.8300   0.004    0.15   0.458    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0  -999.0  -999.0   -9.00 2222222222222299999 2222222222222299999
      10       1       4       4   128.5 10.3712 34.3705   240.2 10.3561 34.3727   252.3    2.13    8.61    0.22    0.79  -9.000  -9.000   -1.49  1.8230   0.004    0.15   0.423    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0    79.1     3.8    1.56 2222222225522299922 2222222225522299922
      10       1       5       5   158.7  9.1389 34.4952   228.4  9.1216 34.4936   234.1    3.50   15.09    0.01    1.13   3.121   1.521   -0.95  1.8270   0.004    0.15   0.390    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0    70.4     2.9    1.36 2222222222222299922 2222222222222299922
      10       1       6       6   198.6  8.4618 34.4985   235.6  8.4412 34.4966   237.5    4.49   16.76    0.01    1.22   3.019   1.473   -0.77  1.8370   0.004    0.15   0.368    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0    48.8     2.9    0.85 2222222226622299923 2222222226622299923
      10       1       7       7   248.5  8.1026 34.4853   239.7  8.0774 34.4846   242.2    5.27   17.67    0.00    1.27   3.021   1.451   -0.81  1.8350   0.004    0.15   0.369    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0    59.9     3.5    1.30 2222222222222299932 2222222222222299932
      10       1       8       8   319.4  7.6622 34.4563   244.8  7.6306 34.4554   246.7    5.86   18.78    0.00    1.34   2.861   1.393   -0.62  1.8450   0.004    0.15   0.332    -9.0    -9.0 -9.0000  -9.000  -9.000    -9.0    33.0     3.2    1.29 2222222222222299922 2222222222222299922
