EXPOCODE 320620140320 WHP-ID P16S CRUISE DATES 20140326 TO 20140504 20160323SIOCCHCBG                                                                                                                                                        *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12     SF6     DOC  TRITUM  HELIUM  DELHE3  DELC14  DELC13  TCARBN  ALKALI  PH_TOT  PH_TMP                QUALT1
                                    DBAR  ITS-90  PSS-78 UMOL/KG  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG FMOL/KG UMOL/KG      TU NMOL/KG  PERCNT  /MILLE  /MILLE UMOL/KG UMOL/KG           DEG C                     *
                         *******                 ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******                             *
      41       1      23      23   733.8  6.7820 34.3589   243.5 34.3580   243.8    9.09   22.53   -9.00    1.55   3.476   1.884  0.9500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2151.2  2281.8  7.7830   20.00 222222222222999999226
      41       1      22      22   834.5  6.3696 34.3364   235.2 34.3364   235.1   11.83   24.16   -9.00    1.64   3.368   1.709  0.7900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2157.4  2283.6  7.7650   20.00 222222222222999999222
      41       1      21      21   935.8  5.8803 34.3195   224.3 34.3203   226.0   15.84   25.96   -9.00    1.78   2.934   1.455  0.6100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2167.3  2285.0  7.7444   20.00 222222222222999999222
      41       1      20      20  1034.7  5.3659 34.3180   216.3 34.3179   216.4   21.21   27.74   -9.00    1.91  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2179.4  2290.0  7.7209   20.00 222222222999999999222
      41       1      19      19  1134.6  4.7316 34.3200   208.7 34.3206   208.2   28.45   29.70   -9.00    2.03   2.226   1.101  0.4200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2192.3  2294.5  7.6969   20.00 222222222222999999222
      41       1      18      18  1234.2  4.2138 34.3327   203.4 34.3335   203.1   35.48   30.94   -9.00    2.12   1.978   0.939  0.2800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2204.2  2300.9  7.6799   20.00 222222222222999999222
      41       1      17      17  1335.1  3.8257 34.3548   196.0 34.3547   196.5   41.84   31.90   -9.00    2.19   1.589   0.783  0.3000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2215.3  2306.9  7.6660   20.00 222222222222999999222
      41       1      16      16  1435.0  3.4649 34.3894   189.7 34.3898   189.2   49.95   32.82   -9.00    2.26   1.304   0.633  0.2300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2226.8  2314.2  7.6525   20.00 222222222222999999222
      41       1      15      15  1535.8  3.2101 34.4269   183.4 34.4271   182.8   56.89   33.38   -9.00    2.30   1.039   0.521  0.2100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2234.8  2320.5  7.6419   20.00 222222222222999999222
      41       1      14      14  1633.5  3.0249 34.4664   177.2 34.4663   176.9   63.14   33.81   -9.00    2.32   0.774   0.390  0.1100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2243.6  2327.9  7.6351   20.00 222222222222999999222
      41       1      13      13  1765.7  2.8206 34.5236   169.5 34.5237   169.0   72.91   34.12   -9.00    2.36   0.418   0.173  0.1100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2256.0  2339.9  7.6318   20.00 222222222222999999222
      41       1      12      12  1966.2  2.5950 34.5869   168.2 34.5873   168.7   78.87   33.80   -9.00    2.33  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2261.5  2345.1  7.6312   20.00 222222222999999999222
      41       1      11      11  2183.0  2.3997 34.6304   161.5 34.6301   161.0   94.90   34.14   -9.00    2.37   0.150   0.051  0.1400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2278.6  2366.3  7.6376   20.00 222222222222999999222
      41       1      10      10  2434.1  2.2106 34.6622   163.1 34.6625   162.7  100.76   33.78   -9.00    2.35   0.119   0.027  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2283.1  2372.1  7.6424   20.00 222222222222999999222
      41       1       9      09  2684.8  2.1038 34.7003   175.2 34.7004   176.0   94.50   32.38   -9.00    2.23   0.124   0.042  0.1200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2268.4  2362.7  7.6558   20.00 222222222222999999222
      41       1       8      08  2935.2  1.9471 34.7191   183.5 34.7197   183.4   96.36   31.82   -9.00    2.18  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2264.6  2360.4  7.6655   20.00 222222222999999999222
      41       1       7      07  3200.0  1.7571 34.7291   190.6 34.7295   190.9   98.80   31.34   -9.00    2.16   0.105   0.021  0.0700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2260.9  2359.1  7.6737   20.00 222222222222999999222
      41       1       6      06  3500.4  1.5077 34.7266   195.7 34.7261   195.6  105.35   31.48   -9.00    2.17   0.068   0.011  0.0300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2261.6  2362.5  7.6765   20.00 222222222222999999222
      41       1       5      05  3800.6  1.3138 34.7203   198.6 34.7200   198.7  111.41   31.74   -9.00    2.18   0.050   0.005  0.1000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2264.4  2365.4  7.6780   20.00 222222222222999999222
      41       1       4      04  4099.5  1.1981 34.7162   200.2 34.7161   200.3  115.90   31.96   -9.00    2.19  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2266.9  2369.2  7.6807   20.00 222222222999999999262
      41       1       3      03  4400.7  1.1719 34.7145   201.1 34.7141   201.2  117.66   32.01   -9.00    2.19   0.059   0.014  0.1000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222222999999999
      41       1       2      02  4600.2  1.1713 34.7140   201.5 34.7139   201.5  118.44   32.04   -9.00    2.20  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2269.6  2371.2  7.6818   20.00 222222222555999999622
      41       1       1      01  4799.5  1.1861 34.7137   201.2 34.7139   201.5  118.74   31.99   -9.00    2.20   0.080   0.021  0.0300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2268.9  2371.2  7.6818   20.00 222222222222999999226
      42       1      36      36     3.8 13.0466 34.4210   263.7 34.4235   264.3    0.39    5.55    0.11    0.50   2.887   1.763  1.7200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2063.0  2283.0  7.9774   20.00 222222222222199999622
      42       1      35      35    19.6 12.7321 34.4439   266.4 34.4445   264.6    0.49    5.66    0.11    0.52  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2066.0  2284.0  7.9745   20.00 222222222999199999222
      42       1      34      34    39.3 12.4119 34.4616   265.5 34.4620   265.0    0.49    5.80    0.11    0.54   3.070   1.818  2.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2069.1  2285.4  7.9697   20.00 222222222222199999222
      42       1      33      33    62.3 12.0625 34.4672   264.6 34.4647   263.2    0.39    6.00    0.12    0.56  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2072.0  2286.0  7.9633   20.00 222222222999199999222
      42       1      32      32    90.3  9.5819 34.5399   266.0 34.5409   264.1    1.95   11.46    0.38    0.88  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2108.3  2285.8  7.8833   20.00 222222222999199999222
      42       1      31      31   136.4  8.9673 34.5484   262.8 34.5511   262.0    2.83   13.31    0.02    0.98   3.572   2.116  2.1400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2116.2  2285.2  7.8606   20.00 222222222222199999222
      42       1      30      30   184.7  8.5046 34.5038   264.8 34.5047   264.2    3.03   14.24    0.02    1.03  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2118.5  2283.4  7.8503   20.00 222222222999199999222
      42       1      29      29   233.7  8.3477 34.4987   261.1 34.4992   261.2    3.42   15.35    0.01    1.10   3.522   2.073  1.9400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2122.8  2283.4  7.8407   20.00 222222222222199999222
      42       1      28      28   284.2  8.2024 34.4898   259.7 34.4890   263.1    3.62   15.76    0.01    1.13   3.684   2.156  2.0800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2122.6  2283.8  7.8408   20.00 222222222222199999222
      42       1      27      27   335.7  8.0220 34.4698   261.1 34.4695   260.7    4.10   16.85    0.01    1.19  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2125.7  2283.2  7.8313   20.00 222222222999199999222
      42       1      26      26   385.3  7.8537 34.4497   257.8 34.4505   257.8    4.59   17.87    0.01    1.26   3.694   2.136  1.9300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2128.7  2282.2  7.8222   20.00 222222222222199999222
      42       1      25      25   464.1  7.5800 34.4202   254.1 34.4218   253.8    5.47   19.11    0.01    1.34   3.852   2.070  1.7700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2133.4  2281.6  7.8116   20.00 222222222222199999262
      42       1      24      24   564.6  7.2685 34.3957   248.7 34.3965   250.0    6.74   20.61    0.01    1.43  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2138.5  2281.4  7.7987   20.00 222222222999199999622
      42       1      23      23   665.4  6.9616 34.3726   246.4 34.3731   246.9    8.01   21.68    0.01    1.51   3.598   1.951  1.3800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2143.1  2283.0  7.7901   20.00 222222222222199999226
      42       1      22      22   765.6  6.5238 34.3401   240.8 34.3419   240.6   10.46   23.28    0.01    1.60   3.431   1.813  1.3100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2149.7  2281.6  7.7738   20.00 222222222222199999222
      42       1      21      21   864.9  6.0675 34.3222   230.7 34.3228   230.1   13.88   25.11   -9.00    1.72  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2158.7  2283.4  7.7525   20.00 222222222999199999222
      42       1      20      20   965.8  5.5288 34.3166   220.6 34.3181   219.7   19.16   27.06   -9.00    1.85   2.650   1.363  0.9300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2170.4  2287.0  7.7286   20.00 222222222222199999222
      42       1      19      19  1064.2  4.9459 34.3208   211.8 34.3210   211.5   26.00   28.85   -9.00    1.97   2.297   1.156  0.7800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2183.4  2292.9  7.7051   20.00 222222222222199999222
      42       1      18      18  1163.5  4.4056 34.3275   205.3 34.3283   205.2   32.84   30.28   -9.00    2.07  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2194.9  2297.9  7.6857   20.00 222222222999199999222
      42       1      17      17  1265.9  3.9348 34.3461   198.9 34.3469   199.0   39.78   31.44   -9.00    2.17   1.665   0.835  0.2400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2206.5  2305.2  7.6700   20.00 222222222222199999222
      42       1      16      16  1363.1  3.5718 34.3754   192.5 34.3761   192.3   47.01   32.40   -9.00    2.24   1.346   0.673  0.2000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2217.4  2310.9  7.6568   20.00 222222222222199999222
      42       1      15      15  1563.0  3.0321 34.4536   179.2 34.4538   178.6   61.18   33.67   -9.00    2.33  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2236.9  2324.3  7.6355   20.00 222222222999199999222
      42       1      14      14  1763.3  2.7510 34.5446   166.2 34.5461   166.4   77.79   34.07   -9.00    2.36   0.265   0.132  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2256.7  2345.1  7.6324   20.00 222222222222199999222
      42       1      13      13  1963.1  2.5553 34.5940   159.7 34.5938   159.9   90.20   34.23   -9.00    2.39   0.075   0.026  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2272.0  2360.8  7.6336   20.00 222222222222199999222
      42       1      12      12  2164.7  2.3770 34.6247   155.7 34.6252   156.2  101.33   34.55   -9.00    2.39   0.001   0.008 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2283.9  2374.4  7.6354   20.00 222222222222199999622
      42       1      11      11  2412.5  2.2136 34.6466   155.2 34.6462   155.3  107.68   34.53   -9.00    2.40  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2290.1  2380.8  7.6371   20.00 222222222999199999222
      42       1      10      10  2665.0  2.0721 34.6650   157.8 34.6651   157.8  111.69   34.35   -9.00    2.40   0.011   0.002 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2292.3  2384.2  7.6406   20.00 222222222222199999222
      42       1       9      09  2914.3  1.9945 34.6922   169.4 34.6914   169.3  105.92   33.19   -9.00    2.31   0.017   0.013  0.0700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2280.9  2375.0  7.6512   20.00 222222222222199999222
      42       1       8      08  3200.6  1.8319 34.7112   180.9 34.7116   179.7  104.75   32.25   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2271.9  2369.9  7.6618   20.00 222222222999199999222
      42       1       7      07  3499.1  1.6480 34.7274   192.4 34.7275   193.0  102.69   31.30   -9.00    2.16   0.045   0.019 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2258.5  2361.8  7.6744   20.00 222222222222199999222
      42       1       6      06  3800.5  1.4369 34.7244   197.5 34.7244   198.0  107.87   31.39   -9.00    2.16   0.012   0.012 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2259.8  2362.7  7.6771   20.00 222222222222199999222
      42       1       5      05  4101.9  1.2583 34.7177   199.8 34.7180   200.3  114.13   31.62   -9.00    2.18   0.018   0.004 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2261.9  2367.5  7.6790   20.00 222222222222199999222
      42       1       4      04  4398.7  1.1840 34.7148   201.2 34.7147   201.5  117.55   31.85   -9.00    2.18  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2264.7  2370.1  7.6804   20.00 222222222999199999222
      42       1       3      03  4700.0  1.1815 34.7136   201.9 34.7141   202.1  118.82   31.89   -9.00    2.21   0.034   0.010  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2264.7  2370.9  7.6810   20.00 222222222222199999262
      42       1       2      02  4980.2  1.1867 34.7129   202.3 34.7131   202.5  119.11   31.91   -9.00    2.19   0.019   0.015  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2264.8  2369.9  7.6803   20.00 222222222222199999226
      42       1       1      01  5183.5  1.2068 34.7127   203.1 34.7127   203.2  119.40   31.92   -9.00    2.19   0.051   0.022  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2264.4  2369.5  7.6804   20.00 222222222222199999622
      43       3      36      36     4.8 13.9444 34.3794   258.0 34.3794   258.7    0.20    5.20    0.09    0.48   2.848   1.630  1.8700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2058.7  2278.6  7.9879   20.00 222222222222999999222
      43       3      35      35    23.7 13.9067 34.3907   259.5 34.3906   258.8    0.20    5.19    0.09    0.49   2.862   1.619  1.7300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2058.8  2279.6  7.9883   20.00 222222222222999999222
      43       3      34      34    23.7 13.9075 34.3909    -9.0 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 229999999999999999999
      43       3      33      33    48.1 13.8616 34.3989   259.4 34.3990   258.5   -9.00    5.17    0.09    0.49   2.735   1.639  1.6800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2059.1  2279.6  7.9877   20.00 222222222222999999222
      43       3      32      32    48.4 13.8615 34.3987    -9.0 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 229999999999999999999
      43       3      31      31    74.0 12.5574 34.4319   263.4 34.4322   263.7    0.39    6.28    0.11    0.58   3.082   1.781  1.8400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2071.7  2281.8  7.9634   20.00 222222222222999999222
      43       3      30      30    99.4  9.7334 34.4660   272.0 34.4678   271.8    1.66   10.15    0.36    0.85   3.591   2.004  2.1500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2104.5  2283.2  7.8928   20.00 222222222222999999222
      43       3      29      29   150.4  8.6813 34.4939   261.5 34.4935   260.2    2.74   14.28    0.02    1.03   3.661   2.029  1.7700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2120.7  2281.0  7.8492   20.00 222222222666999999222
      43       3      28      28   199.5  8.4802 34.5062   255.4 34.5053   252.8    3.32   16.01    0.01    1.11   3.731   2.015  1.8900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2127.9  2282.4  7.8313   20.00 222222222222999999222
      43       3      27      27   248.8  8.2915 34.4947   251.7 34.4945   252.2    3.91   16.89    0.01    1.18   3.722   2.076  2.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2131.7  2282.0  7.8254   20.00 222222222222999999622
      43       3      26      26   299.5  8.1348 34.4786   252.7 34.4776   252.9    4.10   17.41    0.01    1.21   3.842   2.045  1.7400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2133.1  2282.2  7.8215   20.00 222222222222999999262
      43       3      25      25   349.9  7.9307 34.4574   253.5 34.4558   254.0    4.30   18.11    0.01    1.24   3.855   2.093  1.8800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2135.0  2281.2  7.8186   20.00 222222222222999999222
      43       3      24      24   400.4  7.7731 34.4404   254.5 34.4399   254.9    4.69   18.60    0.01    1.28   3.880   2.065  1.6600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2136.7  2281.4  7.8156   20.00 222222222222999999226
      43       3      23      23   499.2  7.4452 34.4083   251.7 34.4093   252.2    5.67   19.95    0.01    1.36   3.872   2.070  1.6300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2138.6  2280.8  7.8055   20.00 222222222222999999222
      43       3      22      22   599.6  7.1653 34.3909   246.2 34.3909   245.6    6.94   21.48    0.01    1.45  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2144.0  2280.6  7.7925   20.00 222222222999999999222
      43       3      21      21   698.2  6.7406 34.3535   244.4 34.3530   243.6    8.79   22.83    0.01    1.55   3.611   1.870  1.2900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2148.4  2282.0  7.7811   20.00 222222222222999999222
      43       3      20      20   796.6  6.4026 34.3353   236.3 34.3356   236.3   10.94   24.18    0.01    1.64   3.286   1.742  0.8300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2154.3  2281.0  7.7665   20.00 222222222222999999222
      43       3      19      19   899.6  5.9424 34.3216   226.4 34.3224   226.2   15.05   26.01    0.01    1.76   3.015   1.518  0.6800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2164.9  2284.2  7.7453   20.00 222222222222999999222
      43       3      18      18  1000.2  5.4327 34.3175   216.6 34.3177   216.7   20.42   27.92   -9.00    1.89  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2176.0  2285.8  7.7213   20.00 222222222999999999222
      43       3      17      17  1098.8  4.8672 34.3215   208.4 34.3211   208.7   26.97   29.72   -9.00    2.00   2.135   1.097  0.3700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2188.3  2293.6  7.6986   20.00 222222222222999999222
      43       3      16      16  1201.9  4.3165 34.3277   203.3 34.3285   204.3   33.81   30.98   -9.00    2.10   1.968   0.988  0.4100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2200.3  2298.6  7.6795   20.00 222222222222999999222
      43       3      15      15  1399.2  3.4895 34.3840   190.0 34.3841   190.5   48.75   33.10   -9.00    2.27   1.319   0.647  0.1700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2222.6  2312.3  7.6504   20.00 222222222222999999222
      43       3      14      14  1600.4  3.0084 34.4617   177.4 34.4614   177.2   62.62   34.14   -9.00    2.33   0.717   0.378  0.0800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2242.4  2326.0  7.6333   20.00 222222222222999999226
      43       3      13      13  1799.5  2.7244 34.5478   167.1 34.5481   167.0   77.47   34.49   -9.00    2.37   0.280   0.131  0.1100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2260.1  2343.0  7.6288   20.00 222222222222999999222
      43       3      12      12  1999.0  2.5410 34.5980   161.8 34.5977   160.7   90.46   34.74   -9.00    2.39  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2274.9  2359.5  7.6319   20.00 222222222999999999222
      43       3      11      11  2249.5  2.3282 34.6366   159.0 34.6368   158.8  100.61   34.73   -9.00    2.39   0.061   0.011 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2284.8  2371.5  7.6357   20.00 222222222222999999222
      43       3      10      10  2500.6  2.1671 34.6578   159.5 34.6585   158.8  107.16   34.72   -9.00    2.37   0.030   0.003  0.0200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2290.0  2377.9  7.6381   20.00 222222222222999999622
      43       3       9      09  2750.5  2.0954 34.6954   172.1 34.6964   173.5   97.87   33.00   -9.00    2.26   0.079   0.023 -0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2272.6  2366.0  7.6518   20.00 222222222222999999232
      43       3       8      08  2999.6  1.9498 34.7099   178.2 34.7100   178.7  100.61   32.63   -9.00    2.23   0.053   0.019  0.0700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2271.4  2365.3  7.6577   20.00 222222222222999999222
      43       3       7      07  3299.6  1.7821 34.7237   188.2 34.7240   187.8  101.10   32.00   -9.00    2.18   0.046   0.015 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2264.2  2361.8  7.6676   20.00 222222222222999999222
      43       3       6      06  3599.1  1.5715 34.7250   194.4 34.7253   194.3  105.30   31.79   -9.00    2.19   0.029   0.010 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2263.1  2362.4  7.6727   20.00 222222222222999999222
      43       3       5      05  3898.9  1.3744 34.7216   198.8 34.7218   198.6  110.08   31.88   -9.00    2.19   0.023   0.009  0.0600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.9  2364.6  7.6750   20.00 222222222222999999222
      43       3       4      04  4249.6  1.2187 34.7156   201.1 34.7155   200.8  116.14   32.32   -9.00    2.22   0.013   0.001  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2266.5  2369.7  7.6776   20.00 222222222222999999262
      43       3       3      03  4700.6  1.1887 34.7135   202.1 34.7139   201.8  118.29   32.39   -9.00    2.21   0.019   0.005  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2267.5  2371.1  7.6787   20.00 222222222222999999226
      43       3       2      02  4999.2  1.1983 34.7128   201.8 34.7122   202.4  118.87   32.47   -9.00    2.21   0.024   0.007  0.0300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2268.1  2371.4  7.6787   20.00 222222222222999999622
      43       3       1      01  5290.0  1.2310 34.7125   202.0 34.7129   202.0  119.26   32.53   -9.00    2.22   0.026   0.007  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2268.4  2371.2  7.6785   20.00 222222222222999999222
      44       1      36      36     4.7 13.9502 34.3454   258.7 34.3464   258.5   -9.00    6.04    0.09    0.54   2.830   1.645  1.9400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2059.7  2279.2  7.9815   20.00 222222222222111999622
      44       1      35      35    34.5 13.9435 34.3460   259.8 34.3477   258.7   -9.00    6.04    0.09    0.55  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2060.2  2278.6  7.9817   20.00 222222222999111999226
      44       1      34      34    60.1 13.1876 34.3771   260.0 34.3789   260.9   -9.00    6.92    0.11    0.62   3.077   1.739  1.7100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2068.7  2280.6  7.9646   20.00 222222222222111999262
      44       1      33      33    85.7  9.1828 34.4589   274.2 34.4584   273.6    1.66   10.82    0.47    0.91  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2109.8  2282.0  7.8815   20.00 222222222999111999222
      44       1      32      32   115.8  8.6783 34.4801   268.2 34.4796   268.9    2.15   13.21    0.11    0.98   3.775   2.089  2.0600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2115.5  2281.8  7.8603   20.00 222222222222111999222
      44       1      31      31   163.5  8.5284 34.5043   270.3 34.5051   267.7    2.25   13.86    0.02    1.00  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2118.6  2283.8  7.8564   20.00 222222222999111999222
      44       1      30      30   215.9  8.4104 34.5011   268.6 34.5012   268.9    2.34   14.20    0.02    1.03   3.788   2.108  1.9400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2119.3  2284.2  7.8560   20.00 222222222222199999222
      44       1      29      29   265.1  8.3084 34.5006   270.1 34.5004   269.5    2.64   14.67    0.02    1.05  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2120.1  2284.4  7.8537   20.00 222222222999111999222
      44       1      28      28   313.6  8.2583 34.4991   270.2 34.5001   269.9    2.73   14.86    0.02    1.06   3.803   2.095  2.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2121.8  2283.8  7.8532   20.00 222222222222199999222
      44       1      27      27   365.1  8.1319 34.4839   266.8 34.4840   265.9    3.13   15.94    0.01    1.13   3.861   2.126  1.8300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2126.1  2283.4  7.8423   20.00 222222222222111999222
      44       1      26      26   434.4  7.9036 34.4551   263.5 34.4558   261.0    3.91   17.46    0.01    1.22  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2130.2  2283.0  7.8294   20.00 222222222999199999222
      44       1      25      25   534.1  7.5773 34.4186   258.7 34.4212   255.4    4.88   19.22    0.01    1.34   3.811   2.092  1.6100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2135.4  2281.6  7.8132   20.00 222222222222111999222
      44       1      24      24   634.1  7.2798 34.3932   250.6 34.3939   250.6    6.06   20.71    0.01    1.44   3.829   2.039  1.4900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2140.9  2282.0  7.8001   20.00 222222222222199999622
