EXPOCODE 320620140320 WHP-ID P16S CRUISE DATES 20140326 TO 20140504 20160323SIOCCHCBG                                                                                                                                                        *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12     SF6     DOC  TRITUM  HELIUM  DELHE3  DELC14  DELC13  TCARBN  ALKALI  PH_TOT  PH_TMP                QUALT1
                                    DBAR  ITS-90  PSS-78 UMOL/KG  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG FMOL/KG UMOL/KG      TU NMOL/KG  PERCNT  /MILLE  /MILLE UMOL/KG UMOL/KG           DEG C                     *
                         *******                 ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******                             *
      16       1      25      25   232.1  1.1239 34.6360   199.0 34.6345   197.9   87.95   32.53    0.02    2.24   1.112   0.593  0.6100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2253.7  2339.4  7.6370   20.00 222222222222191999222
      16       1      24      24   285.0  1.3977 34.6937   191.0 34.6931   189.4   91.75   32.29    0.02    2.23  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2257.0  2344.9  7.6401   20.00 222222222999199999222
      16       1      23      23   336.3  1.4818 34.7175   187.6 34.7186   189.6   93.90   31.98    0.01    2.19   0.440   0.203  0.2900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2256.4  2348.8  7.6483   20.00 222222222222111999222
      16       1      22      22   385.8  1.4547 34.7231   190.1 34.7237   189.9   95.75   31.92    0.02    2.20   0.381   0.174  0.1700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222222199999999
      16       1      21      21   433.5  1.4298 34.7264   191.3 34.7261   191.3   97.21   31.97    0.01    2.19   0.352   0.150  0.1600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2258.1  2350.8  7.6555   20.00 222222222222111999226
      16       1      20      20   486.5  1.3807 34.7274   192.4 34.7280   192.2   99.26   31.73    0.01    2.18   0.327   0.135  0.0600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222222199999999
      16       1      19      19   565.4  1.3342 34.7276   193.3 34.7280   192.8  100.73   31.68    0.01    2.19   0.302   0.128  0.0700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2258.0  2353.2  7.6590   20.00 222222222222111999222
      16       1      18      18   666.1  1.2693 34.7279   194.3 34.7290   194.3  103.95   31.75    0.01    2.17   0.267   0.102  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2258.0  2354.6  7.6604   20.00 222222222222111999222
      16       1      17      17   767.4  1.2026 34.7264   196.3 34.7270   197.1  105.61   31.49    0.01    2.18  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 322222222999199999999
      16       1      16      16   863.1  1.1275 34.7246   198.0 34.7256   198.6  107.66   31.49   -9.00    2.19   0.228   0.094  0.0700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2258.8  2357.3  7.6682   20.00 222222222222111999222
      16       1      15      15   964.8  1.0741 34.7231   200.5 34.7238   200.2  109.61   31.84   -9.00    2.20   0.222   0.079  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2259.3  2358.3  7.6701   20.00 222222222222111999222
      16       1      14      14  1064.2  1.0089 34.7203   201.4 34.7163   200.6  112.05   31.88   -9.00    2.21   0.228   0.081  0.0200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222222199999999
      16       1      13      13  1164.9  0.9294 34.7173   202.6 34.7179   202.6  114.29   31.84   -9.00    2.20   0.213   0.083  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2260.1  2359.7  7.6690   20.00 222222222666111999222
      16       1      12      12  1265.5  0.8659 34.7144   203.5 34.7146   203.3  117.03   32.10   -9.00    2.21  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999199999999
      16       1      11      11  1366.2  0.8122 34.7123   204.3 34.7124   204.6  119.18   32.18   -9.00    2.21   0.227   0.089  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2260.6  2360.7  7.6691   20.00 222222222222111999222
      16       1      10      10  1469.6  0.7617 34.7100   205.2 34.7106   205.2  121.81   32.12   -9.00    2.20   0.223   0.090  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222222199999999
      16       1       9      09  1565.3  0.7340 34.7086   205.8 34.7094   205.5  124.35   32.34   -9.00    2.21   0.225   0.090  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2261.7  2361.3  7.6688   20.00 222222222222111999222
      16       1       8      08  1662.5  0.7081 34.7073   206.0 34.7077   206.1  126.40   32.36   -9.00    2.20   0.231   0.092  0.0600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222222199999999
      16       1       7      07  1764.4  0.6896 34.7067   206.2 34.7067   206.5  127.86   32.37   -9.00    2.21   0.232   0.097  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2263.0  2362.8  7.6680   20.00 222222222222111999222
      16       1       6      06  1932.0  0.6589 34.7056   206.8 34.7047   206.6  128.64   32.38   -9.00    2.22   0.255   0.109  0.0900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222222199999999
      16       1       5      05  2134.6  0.6002 34.7039   207.6 34.7037   207.6  127.86   32.56   -9.00    2.24   0.324   0.135  0.1300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2263.1  2361.2  7.6645   20.00 222222222222199999222
      16       1       4      04  2336.3  0.5558 34.7019   208.5 34.7027   208.7  127.96   32.53   -9.00    2.25   0.349   0.154  0.0600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.9  2361.3  7.6624   20.00 222222222222111999222
      16       1       3      03  2534.8  0.4851 34.6996   210.1 34.6997   210.1  128.06   32.56   -9.00    2.24   0.396   0.178  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.2  2360.2  7.6615   20.00 222222222222111999262
      16       1       2      02  2601.1  0.4631 34.6997   210.6 34.6999   210.6  128.55   32.62   -9.00    2.25   0.432   0.190  0.2100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.3  2359.9  7.6609   20.00 222222222222111999226
      16       1       1      01  2723.3  0.4585 34.6987   210.9 34.6989   210.8  128.74   32.61   -9.00    2.24   0.443   0.191  0.2400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2263.6  2360.4  7.6615   20.00 222222222222111999622
      17       2      36      36     5.3  1.0092 33.9298   336.9 33.9305   338.6   48.54   25.40    0.24    1.73   5.903   3.078  3.1000   -9.00  -9.000 -9.0000   -9.00  -123.2     1.2  2175.1  2296.2  7.7564   20.00 222222222222199922226
      17       2      35      35    34.7  1.0011 33.9303    -9.0 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 929999999999999999999
      17       2      34      34    35.3  1.0006 33.9307   337.5 33.9306   337.4   48.25   25.46    0.24    1.75   5.651   2.944  3.0600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2174.8  2297.1  7.7544   20.00 222222222222199999222
      17       2      32      32    60.1  0.9934 33.9316    -9.0 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 229999999999999999999
      17       2      33      33    60.8  0.9944 33.9316   338.2 33.9330   337.3   48.25   25.45    0.24    1.75   5.782   3.095  2.8900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2175.0  2297.3  7.7548   20.00 222222222222199999262
      17       2      31      31    83.3  0.3086 34.0352   326.8 34.0425   326.2   56.74   26.85    0.22    1.90   5.385   2.926  2.7200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2191.1  2303.7  7.7270   20.00 222222222222199999622
      17       2      30      30   109.2 -0.7575 34.3324   280.4 34.3313   283.4   75.97   30.62    0.22    2.17   4.190   2.165  2.1400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2227.5  2320.5  7.6599   20.00 222222222222199999222
      17       2      29      29   133.7 -0.3155 34.4551   254.2 34.4561   250.7   81.82   32.04    0.07    2.23   2.920   1.614  1.2800   -9.00  -9.000 -9.0000   -9.00  -140.8     0.6  2241.4  2328.1  7.6412   20.00 222222222222199922222
      17       2      28      28   161.1  0.3594 34.5577   221.2 34.5580   222.2   86.79   32.46    0.03    2.24   1.998   1.067  1.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2249.8  2334.4  7.6338   20.00 222222222222199999226
      17       2      27      27   186.5  0.9968 34.6411   198.3 34.6390   200.6   90.01   32.58    0.01    2.25   1.128   0.597  0.7300   -9.00  -9.000 -9.0000   -9.00  -149.6     0.4  2255.3  2340.2  7.6333   20.00 222222222222199922222
      17       2      26      26   208.0  1.2577 34.6808   190.7 34.6844   190.9   92.54   32.53    0.01    2.24   0.702   0.383  0.3400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2259.0  2344.6  7.6341   20.00 222222222222199999222
      17       2      25      25   233.5  1.3779 34.7020   187.7 34.7032   187.4   93.91   32.50   -9.00    2.24   0.517   0.309  0.1900   -9.00  -9.000 -9.0000   -9.00  -149.5     0.5  2258.9  2346.4  7.6374   20.00 222222222222199922222
      17       2      24      24   264.3  1.4379 34.7168   187.1 34.7146   187.1   95.76   32.34   -9.00    2.21   0.413   0.194  0.3400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2259.3  2348.2  7.6424   20.00 222222222222199999222
      17       2      23      23   313.6  1.4195 34.7242   187.5 34.7235   186.5   98.40   32.36   -9.00    2.23   0.354   0.158  0.0700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2260.4  2349.5  7.6430   20.00 222222222222199999222
      17       2      22      22   364.4  1.3680 34.7274   188.1 34.7280   188.3  100.74   32.28   -9.00    2.23   0.246   0.121  0.1000   -9.00  -9.000 -9.0000   -9.00  -153.4     0.4  2260.3  2352.7  7.6485   20.00 222222222222199922222
      17       2      21      21   413.6  1.3370 34.7278   188.9 34.7282   189.2  102.11   32.21   -9.00    2.22   0.247   0.110  0.0900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222222199999999
      17       2      20      20   464.2  1.2974 34.7283   189.3 34.7284   190.2  103.67   32.22   -9.00    2.22   0.228   0.106  0.1200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2261.0  2353.4  7.6522   20.00 222222222222199999222
      17       2      19      19   531.9  1.2431 34.7276   190.6 34.7274   190.9  105.52   32.25   -9.00    2.22   0.197   0.096  0.0900   -9.00  -9.000 -9.0000   -9.00  -149.3     0.4  2261.2  2353.1  7.6520   20.00 222222222222199922232
      17       2      18      18   636.0  1.1676 34.7255   192.3 34.7260   191.1  108.94   32.44   -9.00    2.23  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.3  2355.6  7.6501   20.00 222222222999199999222
      17       2      17      17   735.9  1.0970 34.7238   192.9 34.7237   190.1  112.45   32.74   -9.00    2.25   0.118   0.049  0.0700   -9.00  -9.000 -9.0000   -9.00  -164.2     0.3  2264.4  2357.7  7.6476   20.00 222222222222199922222
      17       2      16      16   836.3  1.0174 34.7210   193.7 34.7209   194.7  114.02   32.54   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2263.6  2358.1  7.6535   20.00 222222222999199999222
      17       2      15      15   935.7  0.9442 34.7180   197.3 34.7170   198.3  115.29   32.32   -9.00    2.23   0.158   0.063  0.0900   -9.00  -9.000 -9.0000   -9.00  -160.0     0.4  2262.2  2357.8  7.6592   20.00 222222222222199922222
      17       2      14      14  1034.2  0.8762 34.7155   198.5 34.7150   198.2  118.31   32.57   -9.00    2.25  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999199999999
      17       2      13      13  1131.3  0.8203 34.7133   198.7 34.7133   200.5  119.68   32.53   -9.00    2.24   0.140   0.056  0.0200   -9.00  -9.000 -9.0000   -9.00  -165.5     0.4  2262.7  2359.5  7.6599   20.00 222222222222199922222
      17       2      12      12  1233.5  0.7821 34.7118   200.5 34.7121   200.7  121.53   32.61   -9.00    2.23  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999199999999
      17       2      11      11  1334.1  0.7306 34.7103   201.6 34.7101   201.5  123.49   32.52   -9.00    2.23   0.095   0.044 -9.0000   -9.00  -9.000 -9.0000   -9.00  -170.2     0.4  2264.1  2360.4  7.6594   20.00 222222222222199922222
      17       2      10      10  1434.0  0.6902 34.7085   202.6 34.7085   202.7  123.88   32.57   -9.00    2.22  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999199999999
      17       2       9      09  1534.1  0.6554 34.7068   203.7 34.7072   203.9  125.54   32.66   -9.00    2.24   0.111   0.057 -9.0000   -9.00  -9.000 -9.0000   -9.00  -165.9     0.4  2263.6  2359.4  7.6600   20.00 222222222222199922222
      17       2       8      08  1634.0  0.6208 34.7061   204.8 34.7060   204.7  125.93   32.58   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999199999999
      17       2       7      07  1733.8  0.5931 34.7053   205.8 34.7052   205.5  126.22   32.63   -9.00    2.25   0.133   0.056  0.1200   -9.00  -9.000 -9.0000   -9.00  -165.7     0.4  2263.3  2360.1  7.6598   20.00 222222222666199922222
      17       2       6      06  1834.3  0.5553 34.7042   206.8 34.7042   206.5  126.61   32.61   -9.00    2.25  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999199999999
      17       2       5      05  1935.2  0.5167 34.7038   207.8 34.7032   207.3  127.78   32.76   -9.00    2.25   0.161   0.077  0.0700   -9.00  -9.000 -9.0000   -9.00  -165.4     0.5  2263.8  2359.7  7.6605   20.00 222222222222199922262
      17       2       4      04  2135.7  0.4299 34.7007   210.5 34.6999   210.5  127.49   32.64   -9.00    2.25  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222555199999999
      17       2       3      03  2334.9  0.3555 34.6983   211.9 34.6981   212.5  127.68   32.74   -9.00    2.24   0.417   0.197  0.1700   -9.00  -9.000 -9.0000   -9.00  -161.4     0.4  2264.0  2360.0  7.6604   20.00 222222222222199922622
      17       2       2      02  2536.4  0.3153 34.6969   213.3 34.6966   213.6  127.68   32.65   -9.00    2.25   0.550   0.254  0.2200   -9.00  -9.000 -9.0000   -9.00  -160.1     0.4  2262.9  2359.2  7.6594   20.00 222222222222199922222
      17       2       1      01  2738.5  0.3003 34.6958   212.7 34.6985   212.7  127.88   32.67   -9.00    2.24   0.397   0.187  0.2300   -9.00  -9.000 -9.0000   -9.00  -165.7     0.5  2263.8  2359.7  7.6601   20.00 222422222222199922226
      18       1      36      36     4.5  0.9859 34.0385   335.9 34.0389   336.8   51.85   26.17    0.29    1.77   5.833   3.025  2.8600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2182.1  2303.4  7.7485   20.00 222222222222911999226
      18       1      35      35    20.9  0.9878 34.0384   336.8 34.0387   336.8   51.56   26.26    0.29    1.81  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2180.9  2303.4  7.7488   20.00 222222222999911999622
      18       1      34      34    40.4  0.9898 34.0382   337.2 34.0395   336.8   51.95   26.26    0.29    1.81  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2181.4  2305.0  7.7481   20.00 222222222999911999262
      18       1      33      33    64.2  0.9917 34.0395   337.2 34.0412   336.6   52.14   26.26    0.29    1.81  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2182.1  2304.3  7.7477   20.00 222222222999911999222
      18       1      32      32    88.9  0.8419 34.0446   335.7 34.1245   320.9   59.57   27.52    0.27    1.94  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2195.6  2308.5  7.7196   20.00 222322222999911999232
      18       1      31      31   115.2 -0.6117 34.3854   260.9 34.3843   266.2   78.88   31.22    0.23    2.19   3.597   1.865  1.7500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2234.2  2323.6  7.6499   20.00 222222222222911999222
      18       1      30      30   139.0  0.1769 34.5315   221.0 34.5370   223.5   88.14   32.53    0.03    2.25  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2249.9  2333.2  7.6299   20.00 222222222999999999222
      18       1      29      29   166.0  0.7237 34.6174   195.4 34.6136   201.7   93.90   33.01    0.02    2.28  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2258.3  2339.5  7.6214   20.00 222222222999911999222
      18       1      28      28   189.4  1.1975 34.6901   183.6 34.6867   182.9   99.36   33.35    0.01    2.29  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2265.2  2346.2  7.6175   20.00 222222222999999999222
      18       1      27      27   215.7  1.3368 34.7142   179.0 34.7159   177.9  101.60   33.30    0.01    2.32   0.331   0.156  0.2500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2267.3  2348.6  7.6197   20.00 222222222333911999222
      18       1      26      26   240.5  1.3733 34.7242   178.9 34.7242   178.2  103.06   33.15   -9.00    2.29  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999999999999
      18       1      25      25   285.4  1.3582 34.7282   178.9 34.7279   179.8  103.84   32.94   -9.00    2.26  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2267.0  2352.1  7.6284   20.00 222222222999911999222
      18       1      24      24   335.1  1.3127 34.7286   180.1 34.7276   183.3  105.11   32.69   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999999999999
      18       1      23      23   386.1  1.2793 34.7286   181.4 34.7292   182.7  106.87   32.81   -9.00    2.25   0.151   0.069  0.0200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2265.7  2352.3  7.6342   20.00 222222222222911999222
      18       1      22      22   433.4  1.2421 34.7280   183.1 34.7276   183.7  108.43   32.81   -9.00    2.26  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999999999999
      18       1      21      21   464.9  1.2169 34.7276   184.1 34.7278   184.6  109.12   32.77   -9.00    2.25  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2265.8  2354.7  7.6386   20.00 222222222999911999226
      18       1      20      20   564.4  1.1311 34.7253   190.0 34.7250   188.3  111.46   32.67   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999999999999
      18       1      19      19   665.2  1.0653 34.7230   192.0 34.7234   191.4  113.12   32.56   -9.00    2.24   0.106   0.048  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2263.9  2357.7  7.6488   20.00 222222222222911999222
      18       1      18      18   764.8  0.9814 34.7203   196.0 34.7195   195.7  114.29   32.33   -9.00    2.22  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2263.6  2357.7  7.6555   20.00 222222222999911999222
      18       1      17      17   864.4  0.9235 34.7172   196.9 34.7175   197.2  116.14   32.36   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2261.7  2359.7  7.6560   20.00 222222222999911999222
      18       1      16      16   965.2  0.8684 34.7156   197.6 34.7155   197.7  118.97   32.48   -9.00    2.23  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.4  2358.2  7.6559   20.00 222222222999911999222
      18       1      15      15  1066.3  0.8087 34.7130   199.2 34.7137   199.4  121.12   32.46   -9.00    2.24   0.092   0.039 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.1  2359.4  7.6580   20.00 222222222222911999222
      18       1      14      14  1165.5  0.7614 34.7116   200.7 34.7066   200.5  121.51   32.51   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222322222999999999999
      18       1      13      13  1266.0  0.7220 34.7100   201.7 34.7099   201.7  123.17   32.38   -9.00    2.25  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.2  2358.8  7.6587   20.00 222222222999911999222
      18       1      12      12  1366.6  0.6785 34.7084   203.0 34.7086   203.1  124.15   32.47   -9.00    2.24   0.111   0.057  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222222999999999
      18       1      11      11  1465.0  0.6400 34.7066   204.4 34.7072   204.5  124.83   32.45   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2261.7  2360.3  7.6600   20.00 222222222999911999222
      18       1      10      10  1563.9  0.6070 34.7053   205.6 34.7047   205.8  125.42   32.36   -9.00    2.23   0.194   0.086  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2261.9  2360.4  7.6611   20.00 222222222222991999222
      18       1       9      09  1663.5  0.5611 34.7038   207.2 34.7037   207.6  125.90   32.41   -9.00    2.22  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 322222222999999999999
      18       1       8      08  1763.8  0.5254 34.7035   208.0 34.7032   207.6  126.59   32.45   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222222222999999999999
      18       1       7      07  1864.5  0.4841 34.7021   208.8 34.7013   208.7  126.88   32.50   -9.00    2.24   0.261   0.121  0.0600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2261.1  2360.1  7.6599   20.00 222222222222991999222
      18       1       6      06  1965.4  0.4490 34.7020   209.5 29.1761   209.3  127.56   32.50   -9.00    2.23  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 222422222999999999999
      18       1       5      05  2135.9  0.4061 34.7007   211.2 34.7002   210.9  128.05   32.51   -9.00    2.24   0.323   0.160  0.1100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2260.7  2359.7  7.6600   20.00 222222222222999999222
      18       1       4      04  2334.4  0.3466 34.6991   212.4 34.6978   212.4  127.76   32.53   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2260.9  2359.6  7.6589   20.00 222222222999991999222
      18       1       3      03  2534.3  0.3148 34.6982   213.5 34.6978   213.9  128.25   32.50   -9.00    2.24   0.458   0.224  0.2000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2260.8  2359.4  7.6598   20.00 222222222222911999222
      18       1       2      02  2801.3  0.2694 34.6955   215.3 34.6956   215.4  127.27   32.47   -9.00    2.24  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.2  2359.7  7.6584   20.00 222222222999991999226
      18       1       1      01  3071.9  0.2692 34.6949   216.0 34.6942   215.9  127.76   32.47   -9.00    2.24   0.668   0.330  0.2600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2262.7  2359.6  7.6594   20.00 222222222222911999622
      19       1      36      36     5.2  0.9683 34.0206   337.2 34.0215   338.2   52.64   26.09    0.29    1.79   5.365   3.136  2.9500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2180.3  2302.9  7.7505   20.00 222222222222199999222
      19       1      35      35    23.7  0.9460 34.0208   338.3 34.0215   338.2   51.76   26.17    0.29    1.79   6.184   3.117  3.2500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2180.4  2303.6  7.7506   20.00 222222222222199999222
      19       1      34      34    23.9  0.9459 34.0206    -9.0 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 229999999999999999999
      19       1      33      33    50.4  0.9494 34.0200   338.5 34.0217   338.0   51.66   26.28    0.29    1.81   4.313   3.141  3.0800   -9.00  -9.000 -9.0000   -9.00  -117.5     1.0  2180.1  2303.0  7.7506   20.00 222222222222199922622
      19       1      32      32    73.6  0.9456 34.0218    -9.0 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 229999999999999999999
      19       1      31      31    74.2  0.9458 34.0219   338.5 34.0219   338.3   51.76   26.25    0.29    1.83  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 322222222999199999999
      19       1      30      30   100.4  0.9159 34.0286   337.7 34.0401   337.6   52.64   26.34    0.28    1.85   5.882   3.102  2.9300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2182.0  2303.9  7.7459   20.00 222222222222199999222
      19       1      29      29   124.8 -0.5184 34.2643   309.5 34.2746   310.7   70.40   29.15    0.25    2.09   4.684   2.499  2.2300   -9.00  -9.000 -9.0000   -9.00  -124.8     0.7  2214.8  2317.4  7.6894   20.00 222222222222199922222
      19       1      28      28   149.1 -0.0341 34.4485   252.2 34.4732   243.4   85.23   32.00    0.21    2.25   2.887   1.512  1.3600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2242.5  2331.0  7.6399   20.00 222322222222199999222
      19       1      27      27   200.1  1.2603 34.7028   177.9 34.6958   178.2  102.00   33.87    0.01    2.34   0.489   0.256  0.2400   -9.00  -9.000 -9.0000   -9.00  -152.4     0.1  2268.0  2347.9  7.6107   20.00 222222222666199922222
