EXPOCODE 33RR20050106 WHP-ID P16S CRUISE DATES 20050110 TO 20050211 20150511SIOCCHCBG                                                                                                                                                                       *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  CFC113     DOC  TRITUM  TRITER  HELIUM  HELIER  DELHE3  DELHER  DELC14  C14ERR  DELC13  TCARBN  ALKALI               QUALT1
                                    DBAR  ITS-90  PSS-78 UMOL/KG  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG PMOL/KG UMOL/KG      TU      TU NMOL/KG NMOL/KG  PERCNT  PERCNT  /MILLE  /MILLE  /MILLE UMOL/KG UMOL/KG                    *
                         *******                 ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         *******         *******         *******         ******* ******* *******                    *
      29       1      14      14  1556.2  2.6869 34.5483   160.9 34.5479   161.0   83.40   34.79   -9.00    2.46  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2267.2  2352.1 22222222299999999922
      29       1      13      13  1658.7  2.5193 34.5796   157.4 34.5787   157.5   91.98   35.07   -9.00    2.48   0.055   0.030   0.001   35.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2277.0  2361.7 22222222233229999922
      29       1      12      12  1756.0  2.4004 34.5999   154.7 34.6003   155.1   98.53   35.17   -9.00    2.49  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2284.7  2370.8 22222222299999999922
      29       1      11      11  1960.4  2.2023 34.6287   151.2 34.6286   151.5  109.40   35.50   -9.00    2.51   0.011  -0.001   0.001   35.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2296.7  2383.0 22222222222229999922
      29       1      10      10  2119.9  2.0676 34.6431   149.4 34.6424   149.4  116.59   35.67   -9.00    2.54  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2304.8  2392.0 22222222299999999922
      29       1       9       9  2376.2  1.9148 34.6566   148.4 34.6563   148.7  124.21   35.83   -9.00    2.55   0.012  -0.001   0.001   35.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2311.2  2399.7 22222222222229999922
      29       1       8       8  2674.3  1.8063 34.6660   150.6 34.6658   151.2  127.09   35.56   -9.00    2.53  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2312.3  2401.2 22222222299999999922
      29       1       7       7  2930.6  1.7040 34.6749   155.3 34.6742   156.3  127.72   35.34   -9.00    2.50   0.010   0.010   0.001   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2308.3  2400.4 22222222222299999922
      29       1       6       6  3187.8  1.6078 34.6830   163.4 34.6821   164.2  125.87   34.73   -9.00    2.45  -9.000  -9.000  -9.000   36.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2301.2  2395.0 22222222299929999922
      29       1       5       5  3445.4  1.4963 34.6912   172.1 34.6908   173.0  123.41   34.06   -9.00    2.41  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2293.1  2390.6 22222222299999999922
      29       1       4       4  3703.3  1.3994 34.6974   180.0 34.6965   181.2  121.77   33.52   -9.00    2.36  -0.003  -0.001   0.001   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2285.6  2383.0 22222222222299999922
      29       1       3       3  3962.1  1.3354 34.7014   185.4 34.7020   187.3  120.56   33.18   -9.00    2.33  -9.000  -9.000  -9.000   38.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2280.0  2381.6 22222222299929999922
      29       1       2       2  4219.7  1.3005 34.7039   189.7 34.7028   190.4  120.15   32.96   -9.00    2.31  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2277.6  2377.4 22222222299999999922
      29       1       1       1  4349.0  1.2977 34.7047   191.1 34.7040   191.4  119.95   32.96   -9.00    2.30   0.001  -0.001   0.001   37.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2278.3  2378.7 22222222222229999966
      30       1      36      36     3.4 23.6321 35.5077   214.5 35.5066   213.1    0.24    0.06   -9.00    0.08   1.795   1.117   0.185   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2026.4  2328.7 22222222222299999926
      30       1      35      35    41.8 19.6659 35.5342   235.8 35.5333   236.2    0.24    0.12   -9.00    0.08   2.186   1.344   0.280   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2037.1  2328.6 22222222222299999922
      30       1      34      34    87.5 18.5112 35.4885   238.6 35.4869   236.9    0.25    0.06   -9.00    0.08   2.218   1.363   0.260   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2037.5  2326.2 22222222222299999922
      30       1      33      33   139.3 17.5660 35.4627   232.7 35.4662   227.9    0.25    0.06   -9.00    0.11   2.243   1.401   0.166   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2050.1  2324.4 22222222266699999922
      30       1      32      32   189.7 16.9456 35.4512   226.5 35.4492   220.4    0.46    1.16    0.17    0.20   2.284   1.404   0.150   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1      31      31   235.9 15.4787 35.2308   213.2 35.2285   211.5    0.66    3.66    0.01    0.37   2.439   1.497   0.092   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2078.2  2312.8 22222222222299999922
      30       1      30      30   287.1 14.0042 35.0802   204.8 -9.0000   204.9    1.26    7.00   -9.00    0.59   2.476   1.516   0.084   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22292222222299999999
      30       1      29      29   338.9 12.3457 34.8884   203.9 -9.0000   203.9    2.06   10.67   -9.00    0.82  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2108.1  2295.4 22292222299999999922
      30       1      28      28   390.6 10.8181 34.7340   207.8 -9.0000   208.4    3.07   13.97   -9.00    1.03   2.534   1.456   0.104   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22292222222299999999
      30       1      27      27   435.9  9.4354 34.5996   214.6 -9.0000   216.8    3.68   16.49   -9.00    1.18  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2127.0  2285.9 22292222299999999922
      30       1      26      26   487.5  8.4375 34.4956   223.3 -9.0000   224.3    4.48   18.69   -9.00    1.31   2.708   1.488   0.129   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22292222222299999999
      30       1      25      25   574.4  7.5109 34.4177   235.6 34.4180   235.3    5.48   20.51   -9.00    1.43   2.782   1.465   0.163   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2135.2  2278.5 22222222222299999922
      30       1      24      24   676.9  6.8220 34.3732   238.6 34.3733   241.5    7.08   22.18   -9.00    1.53   2.455   1.271   0.122   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2137.7  2279.2 22222222222299999922
      30       1      23      23   774.8  6.1949 34.3347   235.2 34.3335   235.3   10.09   24.29   -9.00    1.67   1.559   0.818   0.095   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1      22      22   877.0  5.5075 34.3108   224.6 34.3108   224.3   15.32   26.72   -9.00    1.86   0.962   0.511   0.036   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2159.6  2283.3 22222222222299999922
      30       1      21      21   980.1  4.9915 34.3151   211.2 34.3159   210.9   22.55   28.94   -9.00    2.01   0.638   0.325   0.030   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1      20      20  1077.2  4.3823 34.3394   197.6 34.3388   196.0   32.84   31.12   -9.00    2.16   0.314   0.169   0.001   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2194.6  2298.7 22222222222299999962
      30       1      19      19  1180.7  3.7921 34.3739   188.6 34.3729   186.9   43.37   32.60   -9.00    2.27   0.202   0.121   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1      18      18  1283.3  3.3622 34.4261   176.8 34.4272   176.2   55.76   33.63   -9.00    2.35  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      30       1      17      17  1386.4  3.0127 34.4828   170.3 34.4826   168.8   67.99   34.18   -9.00    2.41   0.043   0.045   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1      16      16  1488.7  2.7695 34.5275   166.1 34.5271   164.4   77.38   34.45   -9.00    2.43  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      30       1      15      15  1592.4  2.5788 34.5679   160.6 34.5675   159.5   87.83   34.68   -9.00    2.43  -0.005   0.015   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1      14      14  1689.3  2.4663 34.5898   157.6 34.5885   156.9   94.40   34.84   -9.00    2.46  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      30       1      13      13  1793.3  2.3684 34.6077   154.7 34.6066   154.6  100.36   35.00   -9.00    2.47  -0.003  -0.001   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1      12      12  1993.6  2.1821 34.6321   151.5 34.6635   163.9  117.85   34.51   -9.00    2.43  -0.008  -0.001   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 32244444424299999999
      30       1      11      11  2200.3  2.0219 34.6483   150.2 34.6480   150.6  118.05   35.39   -9.00    2.50  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      30       1      10      10  2453.4  1.8763 34.6603   150.3 34.6597   150.5  124.45   35.50   -9.00    2.51  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      30       1       9       9  2705.7  1.7748 34.6691   152.5 34.6682   153.4  127.55   35.34   -9.00    2.49  -0.003  -0.001   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1       8       8  2959.1  1.6915 34.6764   157.3 34.6764   158.2  127.56   35.01   -9.00    2.46  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      30       1       7       7  3295.4  1.5460 34.6885   167.9 34.6882   169.5  124.88   34.19   -9.00    2.41  -0.018  -0.001   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1       6       6  3699.0  1.3780 34.6987   181.1 34.6982   182.5  122.41   33.26   -9.00    2.34  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      30       1       5       5  4108.1  1.3003 34.7035   188.9 34.7027   189.4  120.97   32.82   -9.00    2.29  -0.007  -0.001   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1       4       4  4524.7  1.2755 34.7061   193.1 34.7052   193.8  120.15   32.55   -9.00    2.27  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      30       1       3       3  4680.4  1.2750 34.7067   194.4 34.7060   195.4  120.36   32.49   -9.00    2.28  -0.012  -0.001   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      30       1       2       2  4867.6  1.2770 34.7074   195.7 34.7072   196.1  119.75   32.44   -9.00    2.27  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      30       1       1       1  4971.4  1.2795 34.7077   196.2 34.7074   196.7  119.77   32.39   -9.00    2.27  -0.013  -0.001   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
      31       1       6       6     4.4 22.7184 35.3964   215.8 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 92299999999999999999
      31       1       7       7     4.5 22.7188 35.3965   215.8 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000   63.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 92299999999929999999
      31       1       8       8     4.5 22.7217 35.3967   215.8 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 92299999999999999999
      31       1       5       5     4.6 22.7206 35.3962   215.8 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 92299999999999999999
      31       1       3       3    79.8 18.5012 35.4776   238.4 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 92299999999999999999
      31       1       4       4    79.8 18.5067 35.4779   238.4 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000   62.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 92299999999929999999
      31       1       2       2   253.6 15.4432 35.2843   209.2 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000   60.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 92299999999929999999
      31       1       1       1   253.8 15.4418 35.2842   209.2 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000   57.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 92299999999929999999
      31       2      36      36     4.5 22.7436 35.3906   215.4 35.3898   216.1    0.41    0.06   -9.00    0.09   2.104   1.300   0.275   -9.00   0.541   0.010  1.7070  0.0050   -1.17    0.34    -9.0    -9.0    -9.0  2029.1  2319.4 22222222222292229966
      31       2      35      35    22.5 22.7356 35.3910   217.0 35.3912   216.2    0.41    0.06   -9.00    0.09  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2028.9  2321.0 22222222299999999922
      31       2      34      34    48.0 19.5157 35.5269   236.5 35.5258   236.5    0.41    0.06   -9.00    0.09   2.520   1.557   0.308   56.00  -9.000  -9.000  4.1560  0.0080   -0.32    0.17    -9.0    -9.0    -9.0  2038.7  2327.8 22222222222229439922
      31       2      33      33    73.1 18.8620 35.5006   237.8 35.4985   237.9    0.41    0.06   -9.00    0.09  -9.000  -9.000  -9.000   55.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2038.8  2327.6 22222222299929999922
      31       2      32      32    98.8 18.3933 35.4719   239.0 35.4671   238.8    0.41    0.06   -9.00    0.10   2.587   1.613   0.293   54.00   0.504   0.010  1.7280  0.0050   -0.77    0.34    -9.0    -9.0    -9.0  2039.7  2324.5 22222222222222229922
      31       2      31      31   150.4 17.5682 35.4452   233.0 35.4449   232.5    0.41    0.06   -9.00    0.11   2.636   1.613   0.361   46.00   0.518   0.010 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2047.3  2324.6 22222222222222999922
      31       2      30      30   200.9 16.8387 35.3741   223.0 35.3748   225.0    0.41    0.67    0.19    0.19   1.243   0.704   0.231   -9.00   0.464   0.009  1.7560  0.0050   -1.82    0.36    -9.0    -9.0    -9.0  2058.6  2318.8 22222222244492229922
      31       2      29      29   252.9 15.4337 35.2674   209.8 -9.0000   208.4    1.01    4.27    0.01    0.42   1.360   0.777   0.153   -9.00  -9.000  -9.000  1.7350  0.0050   -0.82    0.34    -9.0    -9.0    -9.0  2083.6  2313.4 22292222244499229922
      31       2      28      28   304.0 13.6082 35.0514   203.8 -9.0000   203.3    1.81    8.03   -9.00    0.66   1.485   0.810   0.182   44.00   0.477   0.008  1.7440  0.0030   -0.78    0.22    -9.0    -9.0    -9.0  2100.5  2302.4 22292222244422229922
      31       2      27      27   355.4 12.1175 34.8605   203.2 -9.0000   204.0    2.41   11.20   -9.00    0.87   1.562   0.848   0.134   -9.00   0.294   0.007  1.7430  0.0050    0.42    0.33    -9.0    -9.0    -9.0  2110.6  2295.1 22292222244492229922
      31       2      26      26   406.1 11.0426 34.7858   211.8 -9.0000   213.3    2.61   12.75   -9.00    0.96   1.876   1.016   0.109   43.00   0.271   0.005 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2117.7  2290.9 22292222244422999922
      31       2      25      25   452.7  9.8343 34.6473   215.6 -9.0000   215.7    3.21   15.50   -9.00    1.09   1.968   1.031   0.110   -9.00  -9.000  -9.000  1.7130  0.0040   -0.70    0.19    -9.0    -9.0    -9.0  2125.1  2286.2 22292222244499229922
      31       2      24      24   502.9  8.7975 34.5327   219.4 34.5355   222.0    4.01   17.82   -9.00    1.23   2.041   1.074   0.123   41.00   0.427   0.009  1.8030  0.0030   -0.94    0.22    -9.0    -9.0    -9.0  2131.2  2280.8 22222222222222229922
      31       2      23      23   604.5  7.4412 34.4188   235.2 34.4199   234.5    5.61   20.79   -9.00    1.42   2.170   1.104   0.123   42.00   0.174   0.007  1.7590  0.0040    0.02    0.19    -9.0    -9.0    -9.0  2136.2  2280.4 22222222222222229922
      31       2      22      22   704.8  6.7450 34.3714   237.8 34.3720   239.0    7.41   22.59   -9.00    1.54   1.995   0.979   0.093   40.00   0.115   0.005 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2139.8  2278.9 22222222222222999962
      31       2      21      21   806.4  6.0658 34.3290   233.8 34.3295   233.9   10.62   24.76   -9.00    1.68   1.417   0.742   0.023   39.00  -9.000  -9.000  1.8050  0.0060    1.00    0.17    -9.0    -9.0    -9.0  2148.8  2281.0 22222222222229229922
      31       2      20      20   906.0  5.4473 34.3115   225.6 34.3119   221.8   16.25   27.16   -9.00    1.86   0.885   0.457   0.020   43.00   0.086   0.004  1.7900  0.0060    1.38    0.17    -9.0    -9.0    -9.0  2163.3  2285.7 22222222222222229922
      31       2      19      19  1007.2  4.8879 34.3183   211.7 34.3182   208.3   23.91   29.34   -9.00    2.02   0.556   0.275   0.002   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2179.4  2289.8 22222222222229999922
      31       2      18      18  1109.7  4.3037 34.3391   198.1 34.3397   196.4   33.40   31.25   -9.00    2.16   0.326   0.181   0.002   39.00  -9.000  -9.000  1.8160  0.0040    3.69    0.19    -9.0    -9.0    -9.0  2197.6  2299.3 22222222222229229926
      31       2      17      17  1209.3  3.9075 34.3660   186.0 34.3657   187.7   41.50   32.52   -9.00    2.25   0.186   0.110   0.002   -9.00   0.065   0.007 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2211.6  2306.9 22222222222292999922
      31       2      16      16  1312.1  3.4242 34.4191   173.5 34.4196   176.6   54.09   33.72   -9.00    2.35   0.062   0.042   0.002   38.00  -9.000  -9.000  1.8230  0.0040    7.40    0.19    -9.0    -9.0    -9.0  2229.8  2320.3 22222222222229229922
      31       2      15      15  1413.6  3.0973 34.4702   167.9 34.4720   169.0   65.70   34.32   -9.00    2.40   0.021   0.031   0.002   -9.00  -9.000  -9.000  1.8510  0.0040   10.24    0.19    -9.0    -9.0    -9.0  2245.7  2333.5 22222222222299229922
      31       2      14      14  1515.8  2.8364 34.5161   163.2 34.5151   164.6   75.92   34.60   -9.00    2.42  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2257.2  2343.3 22222222299999999922
      31       2      13      13  1616.8  2.6439 34.5534   160.0 34.5537   160.6   85.54   34.81   -9.00    2.45  -0.008   0.014   0.002   37.00   0.039   0.006 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2266.7  2355.2 22222222222222999922
      31       2      12      12  1719.4  2.4787 34.5845   156.9 34.5853   157.3   94.15   34.98   -9.00    2.45  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2278.2  2362.8 22222222299999999922
      31       2      11      11  1819.3  2.3494 34.6063   153.9 34.6059   154.7  101.34   35.08   -9.00    2.47  -0.015   0.009   0.002   -9.00  -9.000  -9.000  2.1670  0.0050   17.29    0.18    -9.0    -9.0    -9.0  2285.5  2373.8 22222222222299439922
      31       2      10      10  2025.4  2.1737 34.6309   151.4 34.6327   151.7  111.21   35.30   -9.00    2.48  -0.011  -0.001   0.003   35.00  -9.000  -9.000  1.8820  0.0040   22.10    0.18    -9.0    -9.0    -9.0  2296.3  2383.9 22222222222229229922
      31       2       9       9  2265.0  1.9906 34.6498   149.8 34.6502   150.2  120.28   35.51   -9.00    2.50   0.044   0.046   0.002   -9.00   0.007   0.006 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2305.3  2393.6 22222222244292999922
      31       2       8       8  2523.1  1.8674 34.6609   150.4 34.6612   150.7  125.63   35.56   -9.00    2.50  -0.015  -0.001   0.002   35.00   0.001   0.006  2.9210  0.0070   15.99    0.18    -9.0    -9.0    -9.0  2309.4  2399.3 22222222222222439922
      31       2       7       7  2780.2  1.7563 34.6705   153.2 34.6710   154.0  127.89   35.39   -9.00    2.49  -0.018  -0.001   0.002   -9.00  -9.000  -9.000  1.9100  0.0040   23.36    0.18    -9.0    -9.0    -9.0  2309.4  2403.1 22222222222299229923
      31       2       6       6  3039.2  1.6591 34.6794   159.3 34.6804   160.5  127.68   34.90   -9.00    2.45   0.009   0.021   0.002   34.00   0.001   0.006  1.8960  0.0040   21.09    0.21    -9.0    -9.0    -9.0  2304.4  2397.1 22222222223222229922
      31       2       5       5  3296.2  1.5456 34.6895   167.8 34.6892   169.2  125.41   34.23   -9.00    2.41   0.005   0.014   0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2295.6  2390.0 22222222223299999922
      31       2       4       4  3555.4  1.4438 34.6955   176.6 34.6953   177.7  123.54   33.62   -9.00    2.36  -0.008  -0.001   0.002   -9.00  -9.000  -9.000  1.9140  0.0040   16.29    0.21    -9.0    -9.0    -9.0  2287.7  2385.1 22222222222299229922
      31       2       3       3  3809.7  1.3640 34.6995   183.3 34.7000   184.4  122.51   33.29   -9.00    2.33  -0.021  -0.001   0.002   36.00  -9.000  -9.000  2.1730  0.0050   13.10    0.21    -9.0    -9.0    -9.0  2282.1  2382.2 22222222222229439922
      31       2       2       2  4105.4  1.2804 34.7039   189.9 34.7041   190.6  121.06   32.84   -9.00    2.30  -0.013  -0.001   0.002   -9.00   0.001   0.010 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2275.7  2377.5 22222222222292999922
      31       2       1       1  4316.5  1.2709 34.7051   192.0 34.7053   192.5  120.85   32.67   -9.00    2.28  -0.017  -0.001   0.002   37.00   0.001   0.004 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2274.6  2378.4 22222222222222999962
      32       2      36      36     2.5 22.5650 35.4116   217.2 35.4121   217.2    0.44    0.07   -9.00    0.09   2.118   1.322   0.276   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    81.7     3.3    -9.0  2030.1  2324.2 22222222222299992562
      32       2      35      35    43.7 19.6245 35.5280   236.8 35.5259   236.2    0.44    0.07   -9.00    0.09   2.469   1.428   0.326   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2037.6  2328.2 22222222222299999922
      32       2      34      34    78.9 18.5729 35.4908   237.4 35.4865   237.8    0.45    0.08   -9.00    0.09   2.558   1.529   0.288   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    81.0    14.0    -9.0  2039.1  2325.9 22222222222299996522
      32       2      33      33   128.6 17.7476 35.4600   234.7 35.4588   232.4    0.45    0.08   -9.00    0.10   2.593   1.545   0.267   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2045.2  2323.9 22222222222299999922
      32       2      32      32   179.1 17.1828 35.4147   228.9 35.4145   225.2    0.46    0.30    0.09    0.15   2.643   1.571   0.235   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    84.3     3.9    -9.0  2055.0  2321.2 22222222222299992522
