EXPOCODE 33RR20050106 WHP-ID P16S CRUISE DATES 20050110 TO 20050211 20150511SIOCCHCBG                                                                                                                                                                       *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  CFC113     DOC  TRITUM  TRITER  HELIUM  HELIER  DELHE3  DELHER  DELC14  C14ERR  DELC13  TCARBN  ALKALI               QUALT1
                                    DBAR  ITS-90  PSS-78 UMOL/KG  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG PMOL/KG UMOL/KG      TU      TU NMOL/KG NMOL/KG  PERCNT  PERCNT  /MILLE  /MILLE  /MILLE UMOL/KG UMOL/KG                    *
                         *******                 ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         *******         *******         *******         ******* ******* *******                    *
      67       1      28      28   359.1  8.2994 34.5100   249.7 34.5112   246.0    4.90   17.56    0.01    1.24  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    31.3     3.0    -9.0  2132.5  2282.8 22222222299999992522
      67       1      27      27   410.8  8.0000 34.4748   247.2 34.4766   247.3    5.29   18.53    0.01    1.30   3.679   2.102   0.293   44.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    24.8     2.8    -9.0  2134.8  2282.1 22222222222229992522
      67       1      26      26   457.4  7.7300 34.4458   249.1 34.4476   249.9    5.69   19.13    0.01    1.34  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    16.5     4.3    -9.0  2135.1  2281.1 22222222299999992522
      67       1      25      25   508.6  7.5267 34.4264   251.0 34.4281   250.6    6.08   19.62   -9.00    1.38   3.639   2.036   0.299   42.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    17.0     3.6    -9.0  2136.4  2281.7 22222222222229992522
      67       1      24      24   610.1  7.2398 34.4037   247.5 34.4057   245.8    7.27   20.70   -9.00    1.45   3.497   1.952   0.268   48.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00     9.0     3.8    -9.0  2141.1  2281.3 22222222222249992522
      67       1      23      23   709.9  6.9303 34.3863   241.4 34.3872   238.3    9.26   22.21   -9.00    1.55   3.143   1.677   0.205   42.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2147.5  2281.8 22222222222229999922
      67       1      22      22   805.5  6.5807 34.3681   233.1 34.3686   232.2   11.64   23.52   -9.00    1.63   2.771   1.494   0.187   42.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00   -13.9     3.2    -9.0  2153.5  2283.0 22222222222229992522
      67       1      21      21   910.5  6.1122 34.3582   221.8 34.3589   220.9   16.01   25.48   -9.00    1.76   2.299   1.187   0.143   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2164.3  2285.5 22222222222229999922
      67       1      20      20  1013.2  5.5061 34.3468   213.7 34.3485   212.9   21.44   27.42   -9.00    1.89   1.963   1.042   0.115   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00   -50.3     4.5    -9.0  2177.7  2289.1 22222222222229992522
      67       1      19      19  1114.6  4.9271 34.3394   208.7 34.3412   208.6   27.19   28.82   -9.00    2.00   1.781   0.983   0.108   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00   -65.9     3.0    -9.0  2189.4  2293.5 22222222222299992522
      67       1      18      18  1215.2  4.3473 34.3383   204.9 34.3396   205.6   33.40   30.24   -9.00    2.09   1.686   0.889   0.100   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2198.1  2297.3 22222222222229995562
      67       1      17      17  1314.4  3.8853 34.3582   198.3 34.3590   199.1   40.62   31.39   -9.00    2.20   1.410   0.731   0.090   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00   -95.8     2.8    -9.0  2209.8  2306.2 22222222222299992522
      67       1      16      16  1415.2  3.5338 34.3855   191.3 34.3853   193.0   47.66   32.21   -9.00    2.25   1.173   0.591   0.074   42.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -105.0     2.6    -9.0  2220.7  2312.6 22222222222229992522
      67       1      15      15  1518.7  3.2118 34.4227   184.8 34.4220   186.3   55.12   32.98   -9.00    2.30   1.004   0.508   0.058   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -122.4     3.0    -9.0  2231.5  2318.9 22222222222299992522
      67       1      14      14  1619.0  3.0059 34.4622   179.4 34.4632   180.7   61.77   33.36   -9.00    2.34   0.765   0.372   0.034   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -132.4     2.4    -9.0  2240.4  2326.7 22222222222229992522
      67       1      13      13  1820.8  2.7072 34.5343   172.9 34.5348   173.4   71.47   33.63   -9.00    2.35   0.513   0.248   0.021   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -149.9     2.6    -9.0  2252.5  2334.9 22222222222299992522
      67       1      12      12  2023.7  2.5191 34.6007   168.6 34.6014   170.0   79.98   33.51   -9.00    2.34   0.305   0.135  -0.002   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -160.9     3.5    -9.0  2261.4  2346.6 22222222222229992522
      67       1      11      11  2279.2  2.3416 34.6615   173.1 34.6617   173.7   84.04   32.68   -9.00    2.27   0.191   0.098  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -161.3     2.6    -9.0  2261.8  2348.9 22222222222299992522
      67       1      10      10  2530.1  2.2047 34.7062   181.7 34.7055   182.2   84.23   31.58   -9.00    2.19   0.133   0.063  -0.002   40.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -153.3     3.0    -9.0  2255.6  2348.2 22222222222229992522
      67       1       9       9  2788.2  2.0591 34.7261   186.5 34.7271   187.0   87.88   31.13   -9.00    2.15   0.092   0.050  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -156.3     2.6    -9.0  2254.4  2352.1 22222222222299992522
      67       1       8       8  3041.2  1.8680 34.7363   191.9 34.7371   192.4   92.75   30.86   -9.00    2.13   0.067   0.034  -0.002   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -165.9     2.9    -9.0  2256.4  2353.9 22222222222229992522
      67       1       7       7  3347.8  1.6314 34.7348   195.8 34.7351   196.3   99.86   30.97   -9.00    2.14   0.041   0.022   0.004   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -161.1     3.0    -9.0  2255.9  2356.1 22222222222299992522
      67       1       6       6  3654.3  1.3855 34.7271   199.1 34.7280   200.1  107.41   31.18   -9.00    2.17  -9.000  -9.000  -9.000   40.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -163.5     3.0    -9.0  2259.6  2359.7 22222222299929992522
      67       1       5       5  3960.6  1.1936 34.7182   200.7 34.7185   201.7  114.75   31.61   -9.00    2.20   0.022   0.015   0.007   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -167.6     2.6    -9.0  2264.6  2365.4 22222222222299992522
      67       1       4       4  4268.6  1.1668 34.7164   201.6 34.7161   202.3  116.99   31.67   -9.00    2.20   0.029   0.022  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -170.5     2.7    -9.0  2266.3  2366.3 22222222222299992522
      67       1       3       3  4625.9  1.1800 34.7156   202.0 34.7141   202.5  117.80   31.77   -9.00    2.20   0.031   0.022  -0.002   40.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -171.6     2.4    -9.0  2267.4  2368.4 22222222222229992522
      67       1       2       2  4936.0  1.1942 34.7146   202.4 34.7157   202.8  118.40   31.77   -9.00    2.20  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -170.6     3.0    -9.0  2266.3  2368.0 22222222299999992522
      67       1       1       1  5177.4  1.2121 34.7144   202.4 34.7154   203.8  118.60   31.82   -9.00    2.20   0.034   0.019  -0.002   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -168.1     1.9    -9.0  2266.1  2368.9 22222222222229996566
      68       1      36      36     5.8 11.3992 34.5814   267.4 34.5812   268.9    0.52    6.19    0.19    0.59   3.510   2.193  -0.002   -9.00   0.294   0.009 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2073.7  2290.2 22222222223492999926
      68       1      35      35    40.0 11.4003 34.5813   268.8 34.5820   268.7    0.51    6.18    0.19    0.60   3.516   2.189  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2072.0  2290.1 22222222223499999962
      68       1      34      34    68.4 11.3738 34.5815   268.7 34.5810   268.4    0.49    6.18    0.20    0.60   3.541   2.219  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2072.7  2289.7 22222222223499999922
      68       1      33      33    89.1  9.6755 34.5973   262.6 34.5953   263.1    2.27   11.03    0.19    0.86   3.813   2.353  -0.002   -9.00   0.258   0.010  1.7790  0.0020   -1.76    0.20    -9.0    -9.0    -9.0  2100.8  2286.8 22222222223492229922
      68       1      32      32   120.1  9.2554 34.6010   266.1 34.6012   267.1    2.65   11.73    0.02    0.89   3.775   2.354  -0.002   -9.00   0.305   0.007  1.7820  0.0030   -1.39    0.20    -9.0    -9.0    -9.0  2103.7  2287.1 22222222223492229922
      68       1      31      31   171.1  9.1846 34.6021   268.2 34.6024   269.3    2.45   11.68    0.02    0.88   3.861   2.390  -0.002   -9.00   0.303   0.007  1.7770  0.0010   -1.67    0.21    -9.0    -9.0    -9.0  2104.1  2286.0 22222222223492239922
      68       1      30      30   222.3  9.1515 34.6043   268.9 34.6042   270.0    2.63   11.67    0.02    0.88   3.832   2.385  -0.002   -9.00  -9.000  -9.000  1.8060  0.0010   -2.73    0.20    -9.0    -9.0    -9.0  2103.6  2286.4 22222222223499229922
      68       1      29      29   280.9  9.0745 34.6005   268.6 34.6008   268.6    2.62   12.14    0.01    0.91   3.816   2.362  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2105.7  2286.7 22222222223499999922
      68       1      28      28   328.2  8.8155 34.5677   261.9 34.5712   259.3    3.41   14.10    0.01    1.04   3.880   2.390  -0.002   -9.00   0.263   0.010 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2114.8  2286.4 22222222223492999922
      68       1      27      27   380.4  8.4170 34.5238   248.6 34.5231   247.8    4.78   17.18    0.01    1.22   3.868   2.345  -0.002   -9.00   0.237   0.010  1.8230  0.0020   -1.08    0.19    -9.0    -9.0    -9.0  2126.5  2282.8 22222222223492229922
      68       1      26      26   431.3  8.0690 34.4840   245.3 34.4844   246.5    5.36   18.51    0.01    1.30  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000  1.7930  0.0010   -0.98    0.19    -9.0    -9.0    -9.0  2131.0  2282.2 22222222255599229922
      68       1      25      25   483.6  7.7831 34.4506   247.0 34.4516   249.7    5.75   19.30    0.01    1.35  -9.000  -9.000  -9.000   -9.00   0.170   0.004  1.7870  0.0010   -0.80    0.18    -9.0    -9.0    -9.0  2131.0  2281.1 22222222255592229922
      68       1      24      24   533.2  7.5800 34.4300   249.1 34.4326   250.6    6.14   19.71    0.01    1.38   3.911   2.244  -0.002   -9.00  -9.000  -9.000  1.8970  0.0010   -0.88    0.18    -9.0    -9.0    -9.0  2132.9  2281.0 22222222223499329922
      68       1      23      23   653.6  7.1486 34.3960   243.9 34.3972   245.3    7.91   21.36    0.01    1.49   3.694   1.996  -0.002   -9.00   0.174   0.009  1.7890  0.0010    0.03    0.18    -9.0    -9.0    -9.0  2138.4  2280.5 22222222222492229922
      68       1      22      22   755.0  6.7229 34.3696   238.9 34.3707   238.2   10.08   23.01    0.01    1.60   3.165   1.740  -0.002   -9.00  -9.000  -9.000  1.8200  0.0010    1.10    0.19    -9.0    -9.0    -9.0  2145.7  2281.3 22222222222499229922
      68       1      21      21   855.1  6.2609 34.3529   229.5 34.3515   228.3   14.06   24.87    0.01    1.72   2.711   1.442  -0.002   -9.00   0.107   0.008  2.2090  0.0010    1.07    0.17    -9.0    -9.0    -9.0  2155.0  2283.6 22222222266492439922
      68       1      20      20   956.2  5.7842 34.3465   217.6 34.3476   218.0   18.63   26.69    0.01    1.85   2.266   1.158  -0.002   -9.00   0.106   0.003  2.6870  0.0020    1.48    0.16    -9.0    -9.0    -9.0  2168.0  2286.9 22222222222492439922
      68       1      19      19  1056.0  5.2946 34.3455   209.8 34.3456   211.1   24.01   28.24    0.01    1.95   2.014   0.976  -0.002   -9.00  -9.000  -9.000  1.8270  0.0010    2.38    0.19    -9.0    -9.0    -9.0  2179.4  2289.7 22222222222499229922
      68       1      18      18  1154.6  4.7120 34.3415   204.9 34.3429   206.8   29.99   29.69    0.01    2.06   1.813   0.878  -0.002   -9.00  -9.000  -9.000  1.8640  0.0010    3.58    0.19    -9.0    -9.0    -9.0  2189.6  2296.2 22222222222499229922
      68       1      17      17  1256.7  4.0322 34.3479   201.2 34.3560   202.3   37.80   31.24   -9.00    2.16   1.652   0.811  -0.002   -9.00   0.036   0.002  1.8690  0.0010    4.75    0.19    -9.0    -9.0    -9.0  2203.3  2301.7 22222222222492229962
      68       1      16      16  1359.0  3.5933 34.3769   193.9 34.3770   195.0   46.02   32.37    0.01    2.25   1.355   0.644  -0.002   -9.00   0.024   0.002  1.8700  0.0010    5.71    0.19    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      68       1      15      15  1459.6  3.2676 34.4159   187.2 34.4175   187.3   54.06   33.22   -9.00    2.31  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      68       1      14      14  1562.0  3.0825 34.4429   181.8 34.4440   183.1   58.69   33.59   -9.00    2.34   0.925   0.417  -0.002   -9.00  -9.000  -9.000  1.8590  0.0010    7.93    0.18    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222499229999
      68       1      13      13  1663.9  2.8894 34.4869   177.1 34.4869   177.4   65.34   33.90   -9.00    2.36  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222299999999999
      68       1      12      12  1764.3  2.7399 34.5259   173.5 34.5264   174.0   70.39   34.01   -9.00    2.37   0.527   0.223  -0.002   -9.00   0.006   0.002  1.8810  0.0010    9.82    0.20    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      68       1      11      11  1966.2  2.5308 34.5941   170.4 34.5956   170.8   78.68   33.73   -9.00    2.36   0.307   0.129  -0.002   -9.00   0.002   0.006  1.8840  0.0010   11.95    0.21    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      68       1      10      10  2130.0  2.4198 34.6344   170.6 34.6354   171.4   82.31   33.39   -9.00    2.32   0.209   0.089  -0.002   -9.00   0.001   0.002  1.8910  0.0010   11.76    0.19    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      68       1       9       9  2384.7  2.2747 34.6882   178.1 34.6895   179.0   82.69   32.15   -9.00    2.24   0.164   0.070  -0.002   -9.00   0.001   0.002  1.8930  0.0010   10.73    0.19    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      68       1       8       8  2637.7  2.1214 34.7197   184.9 34.7203   185.3   85.91   31.43   -9.00    2.18   0.102   0.039  -0.002   -9.00   0.001   0.002  1.8860  0.0010   11.52    0.21    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      68       1       7       7  2894.1  1.9529 34.7330   189.6 34.7335   190.0   90.37   31.22   -9.00    2.16   0.075   0.042  -0.002   -9.00  -9.000  -9.000  1.9630  0.0010   11.59    0.20    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222499229999
      68       1       6       6  3146.9  1.7484 34.7371   193.9 34.7380   194.8   96.04   31.10   -9.00    2.16   0.048   0.020  -0.002   -9.00   0.001   0.002 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492999999
      68       1       5       5  3401.9  1.5545 34.7334   196.9 34.7335   197.9  101.72   31.26   -9.00    2.17   0.040   0.035  -0.002   -9.00   0.001   0.001  1.9310  0.0010   11.15    0.20    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      68       1       4       4  3632.7  1.3704 34.7267   199.2 34.7266   200.2  107.62   31.47   -9.00    2.18   0.027   0.018  -0.002   -9.00   0.001   0.002  1.9640  0.0010   10.85    0.20    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      68       1       3       3  3834.1  1.2104 34.7203   201.1 34.7203   202.0  113.30   31.73   -9.00    2.20   0.050   0.039  -0.002   -9.00   0.001   0.002 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492999999
      68       1       2       2  4042.3  1.1576 34.7171   201.7 34.7178   202.4  115.73   31.93   -9.00    2.21   0.020   0.038  -0.002   -9.00   0.001   0.003  1.9940  0.0010   10.87    0.20    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      68       1       1       1  4243.6  1.1364 34.7158   202.3 34.7160   203.1  117.74   31.92   -9.00    2.21   0.029   0.013  -0.002   -9.00   0.001   0.004  1.9730  0.0010   10.96    0.20    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222492229999
      69       1      36      36     4.6 11.2604 34.5823   267.3 34.5846   268.8    0.58    6.25    0.21    0.60   3.446   2.064  -0.002   52.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2074.1  2289.1 22222222222429999966
      69       1      35      35    22.5 11.2638 34.5823   268.0 34.5830   268.9    0.58    6.31    0.21    0.60   3.512   2.124   0.414   25.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2072.3  2289.0 22222222222449999922
      69       1      34      34    42.0 11.2665 34.5821   269.6 34.5826   268.9    0.37    6.25    0.21    0.60  -9.000  -9.000  -9.000   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2073.0  2289.4 22222222299949999922
      69       1      33      33    87.3  9.6272 34.6011   262.4 34.6011   262.6    2.36   11.29    0.05    0.87   3.773   2.224  -0.002   48.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2102.8  2285.9 22222222222429999922
      69       1      32      32   137.8  9.2230 34.6083   267.7 34.6079   267.7    2.55   11.64    0.01    0.88  -9.000  -9.000  -9.000   49.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2104.3  2286.8 22222222299929999922
      69       1      31      31   188.5  9.1820 34.6087   269.2 34.6091   268.9    2.55   11.58    0.01    0.88   3.792   2.225  -0.002   55.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2103.9  2286.6 22222222222449999922
      69       1      30      30   238.7  9.1371 34.6076   269.8 34.6079   270.3    2.54   11.75    0.01    0.89  -9.000  -9.000  -9.000   47.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2107.2  2287.6 22222222299929999922
      69       1      29      29   288.3  9.0899 34.6053   270.2 34.6050   269.5    2.54   11.96    0.01    0.90   3.763   2.217  -0.002   46.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2101.3  2286.9 22222222222429999922
      69       1      28      28   343.7  8.8331 34.5738   263.1 34.5726   259.3    3.53   14.14    0.01    1.04  -9.000  -9.000  -9.000   46.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2113.2  2285.9 22222222299929999922
      69       1      27      27   394.7  8.3775 34.5202   249.4 34.5203   246.8    4.73   17.39    0.01    1.23   3.786   2.144  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2121.0  2282.9 22222222222499999922
      69       1      26      26   444.4  8.0409 34.4806   247.0 34.4846   246.4    5.32   18.56   -9.00    1.31   3.801   2.159  -0.002   44.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2131.0  2281.9 22222222222429999922
      69       1      25      25   494.6  7.7540 34.4478   248.7 34.4485   248.9    5.71   19.31   -9.00    1.36   3.789   2.171   0.513   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2131.9  2280.7 22222222222499999922
      69       1      24      24   582.1  7.4836 34.4228   250.2 34.4231   250.6    6.31   19.94   -9.00    1.40   3.795   2.113  -0.002   28.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2132.4  2280.8 22222222222449999922
      69       1      23      23   681.6  7.1099 34.3946   242.5 34.3949   243.0    8.10   21.61   -9.00    1.50   3.531   1.951   0.352   45.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2139.4  2281.3 22222222222429999922
      69       1      22      22   781.5  6.6596 34.3715   234.8 34.3715   233.4   11.29   23.48   -9.00    1.62   2.966   1.619  -0.002   42.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2148.0  2282.0 22222222222429999922
      69       1      21      21   882.6  6.2383 34.3616   225.0 34.3619   223.0   14.89   25.25   -9.00    1.74   2.448   1.303  -0.002   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2159.9  2284.2 22222222222429999922
      69       1      20      20   982.8  5.6559 34.3471   215.9 34.3476   215.2   20.29   27.19   -9.00    1.88   2.118   1.126  -0.002   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2171.2  2288.1 22222222222429999962
      69       1      19      19  1084.1  5.0031 34.3404   208.9 34.3409   209.6   26.50   28.85   -9.00    2.00   1.916   1.007  -0.002   40.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2184.6  2291.9 22222222222429999922
      69       1      18      18  1186.2  4.4213 34.3425   204.3 34.3429   205.9   33.35   30.31   -9.00    2.10   1.723   0.923  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2194.8  2298.3 22222222222499999926
      69       1      17      17  1286.9  3.9410 34.3575   198.3 34.3580   199.4   40.19   31.49   -9.00    2.19   1.430   0.724  -0.002   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2206.7  2303.1 22222222222429999922
      69       1      16      16  1388.2  3.5466 34.3868   192.1 34.4512   195.9   64.07   32.74   -9.00    2.29   0.070   0.036  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2257.9  2341.7 32244444444499999944
      69       1      15      15  1489.7  3.2582 34.4145   186.2 34.4151   187.3   53.72   33.11   -9.00    2.32   1.067   0.530  -0.002   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2228.6  2316.7 22222222222429999922
      69       1      14      14  1589.7  3.0407 34.4550   181.1 34.4557   181.1   61.21   33.64   -9.00    2.35   0.792   0.399  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2236.7  2323.3 22222222222499999922
      69       1      13      13  1691.4  2.8667 34.4923   176.8 34.4926   176.8   66.69   33.86   -9.00    2.37   0.655   0.321  -0.002   40.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2244.6  2328.9 22222222222429999922
      69       1      12      12  1792.6  2.7023 34.5340   173.0 34.5351   173.8   71.97   33.96   -9.00    2.37   0.512   0.243  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2249.3  2334.0 22222222222499999922
      69       1      11      11  1994.3  2.5216 34.5985   170.6 34.5977   171.0   79.28   33.62   -9.00    2.35   0.317   0.144  -0.002   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2256.8  2342.4 22222222222429999922
      69       1      10      10  2199.4  2.3872 34.6497   174.2 34.6504   174.5   81.10   32.91   -9.00    2.29   0.228   0.095  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2257.2  2344.9 22222222222499999922
      69       1       9       9  2452.3  2.2274 34.6960   179.1 34.6964   179.6   85.58   32.03   -9.00    2.23   0.131   0.062  -0.002   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2256.8  2349.3 22222222222429999922
      69       1       8       8  2705.9  2.0881 34.7265   186.8 34.7274   187.9   86.80   31.15   -9.00    2.16  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2251.7  2349.4 22222222299999999922
      69       1       7       7  2960.4  1.8902 34.7351   191.0 34.7357   192.2   92.71   31.05   -9.00    2.15   0.056   0.027  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2253.5  2352.7 22222222266499999922
      69       1       6       6  3214.8  1.6950 34.7361   195.1 34.7368   196.0   98.43   30.99   -9.00    2.15  -9.000  -9.000  -9.000   40.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2255.4  2354.2 22222222299929999922
      69       1       5       5  3450.4  1.4933 34.7314   197.8 34.7323   198.6  104.36   31.25   -9.00    2.17   0.039   0.021  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2257.8  2358.1 22222222222499999922
      69       1       4       4  3655.1  1.3428 34.7260   200.0 34.7262   201.1  109.27   31.41   -9.00    2.18  -9.000  -9.000  -9.000   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2259.3  2358.9 22222222299929999922
      69       1       3       3  3857.9  1.2354 34.7212   201.3 34.7215   203.0  113.57   31.62   -9.00    2.20   0.025   0.027  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.6  2361.8 22222222222499999922
      69       1       2       2  4061.4  1.1602 34.7172   202.2 34.7178   203.2  117.25   31.88   -9.00    2.21   0.030   0.022  -0.002   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2263.6  2364.5 22222222222499999922
      69       1       1       1  4261.6  1.1282 34.7155   202.8 34.7166   203.5  119.09   31.93   -9.00    2.21   0.038   0.028  -0.002   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2263.7  2366.6 22222222222429999966
