EXPOCODE 31WTTUNES_2 WHP-ID P16S/P17S DATES 083191 TO 100191                20020416WHPOSIOSA
  STNNBR  CASTNO  BTLNBR  REVPRS  REVTMP  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSHHT  DELC14  C14ERR  DELC13    QUALT1
                            DBAR  ITS-90  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG    0/00    0/00    0/00         * 
                 *******                 ******* ******* ******* ******* ******* ******* *******         *******         *
     187       3      42  3243.9   1.67   34.68     -9.0   129.9    34.8     0.     2.44  -999.0    -9.0    -9.0 229222299
     187       3      85  3244.4   1.67   34.68     -9.0   130.3    34.8     0.     2.42  -208.3     2.9    -0.2 229222222
     187       1      43  3463.5   1.57   34.688    -9.0   126.4    33.9     0.     2.37  -999.0    -9.0    -9.0 229222299
     187       1      81  3464.    1.57   34.692    -9.0   126.1    34.      0.     2.36  -197.6     3.1    -0.3 229222222
     187       1      41  3767.7   1.45   34.702    -9.0   122.3    33.1     0.     2.31  -999.0    -9.0    -9.0 229222299
     187       1      83  3768.2   1.45   34.702    -9.0   122.3    33.      0.     2.3   -187.7     2.8     0.1 229222222
     187       1      84  4070.9   1.35   34.707    -9.0   120.4    32.5     0.     2.25  -175.5     3.     -0.1 229222222
     187       1      45  4375.7   1.23   34.71     -9.0   120.4    32.3     0.     2.24  -999.0    -9.0    -9.0 229222299
     187       1      87  4376.2   1.23   34.71     -9.0   120.3    32.4     0.     2.23  -175.3     3.1    -0.3 229222222
     187       1      49  4680.5   1.16   34.71     -9.0   121.8    32.2     0.     2.23  -999.0    -9.0    -9.0 229222299
     187       1      89  4681.    1.16   34.71     -9.0   121.9    32.1     0.     2.22  -165.5     2.9    -0.2 229222222
     187       1      47  4985.9   1.15   34.709    -9.0   121.7    32.1     0.     2.22  -999.0    -9.0    -9.0 229222299
     187       1      93  4986.4   1.15   34.709    -9.0   121.8    32.1     0.     2.18  -166.3     3.     -0.1 229222222
     187       1      48  5291.8   1.15   34.709    -9.0   123.     32.2     0.     2.23  -999.0    -9.0    -9.0 229222299
     187       1      94  5292.3   1.15   34.708    -9.0   123.2    32.2     0.     2.18  -169.3     3.3    -0.3 229222222
     198       4      90     1.5  19.432  35.584   228.3     1.2     0.1     0.     0.07   127.9     2.9     1.1 222222222
     198       3      42  1233.8   3.58   34.415    -9.0    55.     33.3     0.     2.29  -999.0    -9.0    -9.0 229222299
     198       3      81  1234.3   3.58   34.415    -9.0    55.2    33.4     0.     2.29  -140.1     3.3     0.3 229222222
     198       3      43  1485.    3.2    34.519    -9.0    80.     34.5     0.     2.39  -999.0    -9.0    -9.0 229222299
     198       3      83  1485.5   3.2    34.522    -9.0    80.3    34.6     0.     2.37  -165.2     3.      0.1 229222222
     198       3      41  1735.8   2.42   34.597    -9.0   102.     35.1     0.     2.45  -999.0    -9.0    -9.0 229222299
     198       3      84  1736.3   2.42   34.598    -9.0   102.6    35.1     0.     2.42  -193.9     3.     -0.2 229222222
     198       3      99  1852.2   2.263  34.619   153.     -9.0    -9.0    -9.0   -9.00  -999.0    -9.0    -9.0 222599992
     198       3      87  1986.5   2.17   34.629    -9.0   115.6    35.5     0.     2.47  -215.6     2.9    -0.3 229222222
     198       3      45  2238.5   2.     34.647    -9.0   125.1    35.7     0.     2.5   -999.0    -9.0    -9.0 229222299
     198       3      89  2239.    2.     34.659    -9.0   125.1    35.8     0.     2.49  -217.1     3.     -0.4 239222222
     198       3      49  2540.5   1.86   34.659    -9.0   129.9    35.7     0.     2.5   -999.0    -9.0    -9.0 229222299
     198       3      93  2541.    1.86   34.659    -9.0   130.9    35.7     0.     2.46  -216.1     2.5    -0.4 229222222
     198       3      47  2867.3   1.73   34.67     -9.0   133.3    35.5     0.     2.48  -999.0    -9.0    -9.0 229222299
     198       3      94  2867.8   1.73   34.669    -9.0   132.9    35.5     0.     2.46  -218.9     2.3    -0.2 229222222
     198       3      48  3193.6   1.63   34.678    -9.0   131.6    34.9     0.     2.42  -999.0    -9.0    -9.0 229222299
     198       3      85  3194.1   1.63   34.678    -9.0   131.3    34.9     0.     2.42  -202.4     3.3    -0.3 229222222
     198       1      43  3429.3   1.54   34.686    -9.0   129.     34.3     0.     2.37  -999.0    -9.0    -9.0 229222299
     198       1      81  3429.8   1.54   34.686    -9.0   129.6    34.4     0.     2.36  -200.      2.9    -0.3 229222222
     198       1      41  3682.5   1.45   34.692    -9.0   126.9    33.8     0.     2.33  -999.0    -9.0    -9.0 229222299
     198       1      83  3683.    1.45   34.692    -9.0   127.3    33.9     0.     2.33  -191.9     3.3    -0.2 229222222
     198       1      84  3937.2   1.36   34.698    -9.0   124.8    33.4     0.     2.29  -188.2     3.     -0.3 229222222
     198       1      45  4188.7   1.33   34.701    -9.0   124.7    33.1     0.     2.3   -999.0    -9.0    -9.0 229222299
     198       1      87  4189.2   1.33   34.7      -9.0   124.7    33.1     0.     2.28  -180.6     3.1    -0.5 229222222
     198       1      49  4442.4   1.32   34.703    -9.0   123.5    32.9     0.     2.29  -999.0    -9.0    -9.0 229222299
     198       1      89  4442.9   1.32   34.703    -9.0   123.9    33.      0.     2.27  -177.9     3.3    -0.6 229222222
     198       1      47  4694.7   1.34   34.703    -9.0   123.2    32.9     0.     2.27  -999.0    -9.0    -9.0 229222299
     198       1      93  4695.2   1.34   34.704    -9.0   123.1    32.7     0.     2.24  -176.7     3.     -0.4 229222222
     198       1      48  4946.4   1.368  34.704    -9.0   123.6    32.9     0.     2.29  -999.0    -9.0    -9.0 229222299
     198       1      94  4946.9   1.368  34.703    -9.0   123.4    32.8     0.     2.26  -180.9     3.1    -0.4 229222222
     210       4      90     1.5  23.558  35.924   211.9     1.7     0.1     0.     0.13   117.5     3.1     1.1 222222222
     210       3      42  1236.7   3.15   34.517    -9.0    81.3    34.9     0.     2.44  -999.0    -9.0    -9.0 229222299
     210       3      81  1237.2   3.15   34.517    -9.0    81.3    35.      0.     2.43  -170.4     3.7     0.  229222222
     210       3      43  1385.5   2.869  34.551    -9.0    92.     35.1     0.     2.46  -999.0    -9.0    -9.0 229222299
     210       3      83  1386.    2.869  34.553    -9.0    91.8    35.1     0.     2.44  -188.4     3.2     0.1 229222222
     210       3      41  1585.5   2.54   34.583    -9.0   102.8    35.3     0.     2.47  -999.0    -9.0    -9.0 229222299
     210       3      84  1586.    2.54   34.585    -9.0   103.     35.3     0.     2.46  -197.9     2.7    -0.2 229222222
     210       3      87  1790.2   2.31   34.61     -9.0   110.5    35.2     0.     2.46  -201.4     3.5    -0.3 229222222
     210       3      45  1986.2   2.14   34.631    -9.0   117.8    35.4     0.     2.48  -999.0    -9.0    -9.0 229222299
     210       3      89  1986.7   2.14   34.631    -9.0   117.6    35.3     0.     2.45  -209.8     3.1    -0.2 229222222
     210       3      49  2238.1   1.97   34.644    -9.0   123.9    35.5     0.     2.48  -999.0    -9.0    -9.0 229222299
     210       3      93  2238.6   1.97   34.647    -9.0   124.6    35.5     0.     2.46  -214.5     3.5    -0.3 229222222
     210       3      47  2489.2   1.875  34.651    -9.0   126.     35.3     0.     2.46  -999.0    -9.0    -9.0 229222299
     210       3      94  2489.7   1.875  34.656    -9.0   125.4    35.2     0.     2.46  -213.8     3.1    -0.2 229222222
     210       3      48  2790.6   1.74   34.666    -9.0   126.5    34.9     0.     2.43  -999.0    -9.0    -9.0 229222299
     210       3      85  2791.1   1.74   34.666    -9.0   126.7    34.8     0.     2.43  -210.1     2.3    -0.1 229222222
     210       1      43  3155.4   1.64   34.674    -9.0   127.8    34.5     0.     2.41  -999.0    -9.0    -9.0 229222299
     210       1      81  3155.9   1.64   34.676    -9.0   129.6    34.7     0.     2.41  -206.3     3.5    -0.2 229222222
     210       1      41  3408.    1.56   34.682    -9.0   128.3    34.3     0.     2.38  -999.0    -9.0    -9.0 229222299
     210       1      83  3408.5   1.56   34.682    -9.0   127.8    34.3     0.     2.37  -200.8     3.1    -0.1 229222222
     210       1      84  3661.5   1.49   34.689    -9.0   127.1    33.8     0.     2.35  -203.      3.5    -0.2 229222222
     210       1      45  3914.3   1.45   34.692    -9.0   126.6    33.7     0.     2.35  -999.0    -9.0    -9.0 229222299
     210       1      87  3914.8   1.45   34.692    -9.0   127.4    33.7     0.     2.34  -198.3     3.5    -0.3 229222222
     210       1      49  4168.    1.41   34.694    -9.0   125.8    33.4     0.     2.33  -999.0    -9.0    -9.0 229222299
     210       1      89  4168.5   1.41   34.695    -9.0   124.7    33.2     0.     2.31  -185.3     3.2    -0.3 229222222
     210       1      47  4371.1   1.37   34.699    -9.0   123.6    33.1     0.     2.31  -999.0    -9.0    -9.0 229222299
     210       1      93  4371.6   1.37   34.698    -9.0   124.8    33.2     0.     2.3   -185.      3.2    -0.4 229222222
     210       1      48  4574.4   1.36   34.699    -9.0   124.1    32.9     0.     2.3   -999.0    -9.0    -9.0 229222299
     210       1      94  4574.9   1.36   34.7      -9.0   123.8    32.9     0.     2.29  -175.5     3.5     0.  229222222
