EXPOCODE 31WTTUNES_2   WHP-ID P17S,P16S    CRUISE DATES 071691 - 082591 20040408WHPOSIOSA                                                                                                                                                                                              *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  TRITUM  DELHE3  HELIUM  DELC14  TCARBN  ALKALI    PCO2 PCO2TMP  TRITER  DELHER  HELIER  C14ERR  DELC13              QUALT1              QUALT2
                                    DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG      TU  PERCNT NMOL/KG  /MILLE UMOL/KG UMOL/KG    UATM   DEG C      TU  PERCNT NMOL/KG  /MILLE  /MILLE                                       *
                         *******                 ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******                                         *******                                       *
     141       1      30      30  3292.2  1.5890 34.6819   162.2  1.3416 34.6861   162.0  134.69   34.99    0.00    2.45  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0  2311.2    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2223222229999992959 2223222229999992959
     141       1      31      31  3499.1  1.5600 34.6846   163.5  1.2924 34.6849   164.5  135.27   34.80    0.00    2.44  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0  2309.3    -9.0  1115.2   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999992929 2222222229999992929
     141       1      32      32  3705.7  1.5420 34.6858   167.4  1.2535 34.6861   166.6  134.69   34.80    0.00    2.43  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0  2306.5    -9.0  1113.2   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999992929 2222222229999992929
     141       1      33      33  3914.1  1.5390 34.6877   166.9  1.2283 34.6866   168.5  133.81   34.60    0.00    2.42  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0  2306.5    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999992959 2222222229999992959
     141       1      35      35  4120.9  1.5200 34.6890   168.9  1.1873 34.6893   171.0  133.32   34.31    0.00    2.40  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0  2305.5    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999992959 2222222229999992959
     141       1      34      34  4121.6  1.5200 34.6899   168.9  1.1872 34.6911   170.9  132.54   34.31    0.00    2.40  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0  2303.3    -9.0  1098.6   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999992929 2222222229999992929
     141       1      36      36  4276.2  1.5330 34.6902   170.3  1.1825 34.6909   171.4  133.32   34.31    0.00    2.40  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0  2303.6    -9.0  1099.0   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999992929 2222222229999992929
     142       1      13      13     0.8 26.5177 36.4753   212.2 26.5175 36.4777   215.2    1.56    0.10    0.00    0.23   1.683   0.914  -9.000 -999.00 -9.0000  -999.0  2024.3    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2232222222299992959 2232222222299992959
     142       1      37      37    43.2 26.5967 36.5885   215.1 26.5868 36.5855   211.4    1.56    0.10    0.00    0.23   1.676   0.913   0.907   -0.91  1.6960  -999.0    -9.0    -9.0    -9.0   -9.00   0.010    0.15  0.0080  -999.0   -9.00 2262222222222299999 2262222222222299999
     142       1      15      15    73.1 26.5847 36.6168   213.2 26.5680 36.6186   211.9    1.56    0.10    0.00    0.23   1.667   0.910  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2262222222299999999 2262222222299999999
     142       1      16      16   104.9 26.5207 36.6096   217.5 26.4968 36.5966   207.2    1.56    0.00    0.02    0.25   1.691   0.914   0.883   -0.67  1.7270  -999.0    -9.0    -9.0    -9.0   -9.00   0.010    0.15  0.0080  -999.0   -9.00 2262222222222299999 2262222222222299999
     142       1      17      17   135.1 24.1657 36.3378   213.2 24.1370 36.3401   201.4    1.56    0.10    0.62    0.27   1.816   0.980  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299999999 2222222222299999999
     142       1      18      18   165.6 23.3221 36.3783   199.2 23.2878 36.3630   192.2    1.37    1.56    0.67    0.40   1.856   0.999   0.798   -0.72  1.7310  -999.0    -9.0    -9.0    -9.0   -9.00   0.010    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      19      19   207.3 21.6060 36.1238   188.2 21.5653 36.1220   186.2    1.37    3.12    0.02    0.45   1.864   0.995   0.763   -0.36  1.7390  -999.0    -9.0    -9.0    -9.0   -9.00   0.010    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      20      20   257.5 18.2110 35.4997   178.0 18.1662 35.4710   171.2    1.95    6.45    0.01    0.68   1.795   0.936   0.612    0.44  1.7340  -999.0    -9.0    -9.0    -9.0   -9.00   0.009    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      21      21   308.4 14.6804 34.9982   130.1 14.6342 35.0023   133.4    7.04   13.09    0.00    1.22   1.413   0.734   0.507    1.20  1.7810  -999.0    -9.0    -9.0    -9.0   -9.00   0.005    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      22      22   360.8 11.7276 34.6792   102.9 11.6811 34.6819   105.6   11.73   20.23    0.00    1.77   0.781   0.409   0.315    2.03  1.7720  -999.0    -9.0    -9.0    -9.0   -9.00   0.004    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      23      23   411.5  9.6623 34.5551    76.5  9.6153 34.5544    79.5   19.26   28.15    0.00    2.28   0.260   0.145   0.113    2.59  1.7810  -999.0    -9.0    -9.0    -9.0   -9.00   0.002    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      24      24   441.3  9.0418 34.5607    70.5  8.9933 34.5595    69.7   23.75   31.28    0.00    2.41   0.111   0.066   0.072    3.42  1.7340  -999.0    -9.0    -9.0    -9.0   -9.00   0.002    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      25      25   483.0  8.2235 34.5424    87.1  8.1733 34.5438    86.5   26.88   32.36    0.00    2.39   0.053   0.035   0.038    4.20  1.7840  -999.0    -9.0    -9.0    -9.0   -9.00   0.002    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      26      26   534.8  7.4462 34.5284   104.0  7.3935 34.5287   107.4   30.60   32.55    0.00    2.34   0.035   0.032   0.026    5.25  1.7950  -999.0    -9.0    -9.0    -9.0   -9.00   0.002    0.15  0.0080  -999.0   -9.00 2222222222322299999 2222222222322299999
     142       1      27      27   615.2  6.5620 34.5035   104.6  6.5052 34.5028   103.8   36.66   34.90    0.00    2.47   0.010   0.012   0.010    7.43  1.7310  -999.0    -9.0    -9.0    -9.0   -9.00   0.002    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      28      28   717.2  5.7648 34.4957   101.9  5.7023 34.4953   102.5   46.34   36.76    0.00    2.61   0.004   0.000   0.006    9.90  1.7840  -999.0    -9.0    -9.0    -9.0   -9.00   0.002    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      29      29   819.4  5.1913 34.4951   105.8  5.1229 34.4965   104.4   56.11   37.44    0.00    2.67   0.003   0.000   0.003   12.83  1.7860  -999.0    -9.0    -9.0    -9.0   -9.00   0.001    0.15  0.0080  -999.0   -9.00 2222222222222299999 2222222222222299999
     142       1      30      30   922.2  4.6928 34.5054   103.9  4.6187 34.5075   102.4   66.28   38.32    0.00    2.75   0.002   0.004  -0.001   14.59  1.8360  -999.0    -9.0    -9.0    -9.0   -9.00   0.001    0.15  0.0090  -999.0   -9.00 2222222222722299999 2222222222222299999
     142       1      31      31  1025.1  4.2952 34.5188   103.4  4.2151 34.5209   101.1   74.78   39.00    0.00    2.81   0.003   0.006  -9.000   16.39  1.8540  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1      32      32  1127.1  3.9465 34.5337   104.2  3.8606 34.5335   102.9   83.19   39.20    0.00    2.83  -9.000  -9.000   0.002   18.44  1.8590  -999.0    -9.0    -9.0    -9.0   -9.00   0.001    0.15  0.0090  -999.0   -9.00 2222222225522299999 2222222225522299999
     142       1      33      33  1332.2  3.3202 34.5625   114.9  3.2229 34.5631   113.1   97.07   38.51    0.00    2.77  -0.001   0.000  -9.000   21.86  1.8800  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222227292299999 2222222222292299999
     142       1      34      34  1536.5  2.8427 34.5868   125.3  2.7336 34.5889   125.1  106.64   37.63    0.00    2.70   0.002   0.003  -9.000   24.27  1.8910  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222792299999 2222222222292299999
     142       1      35      35  1743.6  2.4521 34.6105   133.8  2.3306 34.6122   135.1  114.27   36.95    0.00    2.63   0.001   0.000  -9.000   26.50  1.9010  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222227292299999 2222222222292299999
     142       1      36      36  1950.4  2.1474 34.6347   142.4  2.0129 34.6358   146.1  120.52   36.26    0.00    2.57   0.001   0.000  -9.000   29.12 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 3222422222292599999 3222422222292599999
     142       1       1       1  2157.5  1.9726 34.6523   145.8  1.8231 34.6535   147.6  125.50   35.87    0.00    2.54   0.001   0.000  -9.000   32.83  1.9220  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222227292299999 2222222222292299999
     142       1       2       2  2363.5  1.8627 34.6626   149.7  1.6971 34.6631   150.1  128.63   35.68    0.00    2.52   0.002   0.000  -9.000   34.16  1.9280  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1       3       3  2570.1  1.7718 34.6684   152.8  1.5894 34.6698   154.3  130.19   35.38    0.00    2.50   0.000   0.000  -9.000   31.01  1.9250  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1       4       4  2778.1  1.7128 34.6740   154.7  1.5124 34.6744   156.3  132.05   35.29    0.00    2.48   0.000   0.000  -9.000   29.69  1.9350  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1       5       5  2985.4  1.6569 34.6783   157.8  1.4380 34.6795   158.6  134.69   35.09    0.00    2.47   0.000   0.003  -9.000   27.24  1.9210  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222792299999 2222222222292299999
     142       1       6       6  3192.8  1.6119 34.6821   160.1  1.3739 34.6828   160.4  135.27   35.09    0.00    2.47  -0.002   0.000  -9.000   25.21  1.9130  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1       7       7  3395.1  1.5700 34.6839   162.6  1.3127 34.6862   163.3  136.06   35.09    0.00    2.47   0.000   0.000  -9.000   23.58  1.9180  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1       8       8  3594.8  1.5520 34.6862   163.6  1.2748 34.6870   165.2  136.06   34.99    0.00    2.46   0.000   0.000  -9.000   22.58  1.9060  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1       9       9  3800.1  1.5410 34.6873   169.3  1.2425 34.6874   167.0  135.86   34.89    0.00    2.45  -0.002   0.000  -9.000   21.50  1.9020  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1      10      10  4009.3  1.5380 34.6882   169.0  1.2170 34.6883   168.5  135.27   34.70    0.00    2.43   0.001   0.000  -9.000   20.83  1.9050  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1      11      11  4163.9  1.5290 34.6904   170.6  1.1912 34.6893   170.3  134.39   34.60    0.00    2.42   0.001   0.003  -9.000   20.40  1.9030  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     142       1      12      12  4297.7  1.5390 34.6904   170.5  1.1859 34.6911   170.5  134.00   34.70    0.00    2.43  -0.002   0.000  -9.000   20.03  1.8990  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222292299999 2222222222292299999
     143       3       1       1     2.9 26.5647 36.6028   211.2 26.5640 36.6058   208.8    1.44    0.09    0.00    0.23   1.646   0.924  -9.000 -999.00 -9.0000   101.8    -9.0    -9.0   248.4   20.00  -9.000   -9.00 -9.0000     3.9    1.69 2232222222299925922 2232222222299925922
     143       3       2       2    47.1 26.5227 36.6024   207.8 26.5120 36.6050   211.0    1.43    0.04    0.00    0.23   1.634   0.908  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299999999 2222222222299999999
     143       3       3       3    87.1 26.5067 36.6387   204.8 26.4869 36.6433   209.2    1.41    0.00    0.00    0.23   1.655   0.923  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2262222222299999999 2262222222299999999
     143       3       4       4   121.4 25.7611 36.5169   203.6 25.7340 36.4726   199.5    1.40    0.17    0.18    0.30   1.714   0.959  -9.000 -999.00 -9.0000   103.6    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.8    1.53 2222222222299929992 2222222222299929992
     143       3       5       5   144.3 23.8542 36.3533   192.9 23.8238 36.3367   198.1    1.39    0.28    1.05    0.31   1.802   0.981  -9.000 -999.00 -9.0000   124.3    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.9    1.39 2222222222299929992 2222222222299929992
     143       3       6       6   172.8 22.5010 36.2622   186.6 22.4661 36.5055   207.4    1.38    0.69    0.07    0.29   1.696   0.946  -9.000 -999.00 -9.0000   100.5    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.8    1.47 3224444442299949992 3224444442299949992
     143       3       7       7   200.0 21.6566 36.1493   189.5 21.6172 36.1438   187.7    1.37    2.86    0.02    0.43   1.868   1.010  -9.000 -999.00 -9.0000   125.1    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     4.2    1.31 2222222222299929992 2222222222299929992
     143       3       8       8   246.6 19.6340 35.7690   187.3 19.5887 35.7567   184.4    1.36    3.91    0.01    0.48   1.836   0.998  -9.000 -999.00 -9.0000   129.4    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.9    1.21 2222222222299929992 2222222222299929992
     143       3       9       9   294.9 16.1286 35.1908   176.3 16.0815 35.1860   171.2    2.68    7.81    0.01    0.76   1.609   0.862  -9.000 -999.00 -9.0000   104.9    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     6.4    0.93 2222222222899929992 2222222222299929992
     143       3      10      10   345.3 12.3408 34.7132   140.2 12.2948 34.7145   135.0    8.04   16.42    0.00    1.41   1.001   0.530  -9.000 -999.00 -9.0000    53.7    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.2    0.81 2222222222299929992 2222222222299929992
     143       3      11      11   397.1 10.1638 34.5458    97.7 10.1171 34.5453    95.4   16.26   24.85    0.00    2.03   0.425   0.236  -9.000 -999.00 -9.0000   -21.6    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.0    0.51 2222222222299929992 2222222222299929992
     143       3      12      12   448.4  8.4455 34.5063    83.5  8.3982 34.5141    79.8   24.11   31.86    0.00    2.39   0.079   0.054  -9.000 -999.00 -9.0000   -86.3    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.6    0.31 2222222222299929992 2222222222299929992
     143       3      13      13   498.1  7.7222 34.5099    81.2  7.6722 34.5096    86.4   26.78   33.34    0.00    2.43   0.031   0.023  -9.000 -999.00 -9.0000   -91.6    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.7    0.34 2222222222299929992 2222222222299929992
     143       3      37      37   602.7  6.6254 34.5052   101.2  6.5694 34.5058   103.3   36.16   34.72    0.00    2.46   0.007   0.004  -9.000 -999.00 -9.0000  -111.5    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.2    0.41 2222222222799929992 2222222222299929992
     143       3      15      15   710.2  5.8162 34.4948    99.5  5.7541 34.4976   101.0   46.89   36.58    0.00    2.58   0.002  -0.002  -9.000 -999.00 -9.0000  -128.8    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     4.9    0.40 2222222222299929992 2222222222299929992
     143       3      16      16   812.7  5.2698 34.4941   103.5  5.2015 34.4958   103.4   54.76   37.17    0.00    2.64   0.002  -0.003  -9.000 -999.00 -9.0000  -136.3    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.8    0.26 2222222222299929992 2222222222299929992
     143       3      17      17   918.3  4.7683 34.5029    96.8  4.6940 34.5056    97.5   64.56   38.51    0.00    2.74   0.003  -0.002  -9.000 -999.00 -9.0000  -167.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.5    0.06 2222222222299929992 2222222222299929992
     143       3      18      18  1023.6  4.3498 34.5173    94.0  4.2694 34.5194    93.6   73.82   39.43    0.00    2.83   0.005   0.004  -9.000 -999.00 -9.0000  -175.4    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000     3.5    0.14 2222222222299929992 2222222222299929992
     143       3      19      19  1126.8  3.9592 34.5330    96.7  3.8732 34.5351    96.0   83.30   39.49    0.00    2.84  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      20      20  1230.1  3.6396 34.5482   102.9  3.5477 34.5492   100.4   90.10   39.07    0.00    2.80  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      21      21  1438.1  3.1172 34.5730   114.5  3.0132 34.5741   113.9  101.04   37.95    0.00    2.73  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      22      22  1645.5  2.6647 34.5982   125.2  2.5487 34.5983   125.2  109.89   37.31    0.00    2.67  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      23      23  1852.5  2.2462 34.6275   137.3  2.1185 34.6289   138.9  116.82   36.25    0.00    2.57  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      24      24  2055.9  2.0744 34.6406   146.1  1.9320 34.6421   145.0  119.99   35.77    0.00    2.51  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      25      25  2255.8  1.9435 34.6522   149.0  1.7860 34.6536   150.1  123.17   35.30    0.00    2.48  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      26      26  2459.1  1.8417 34.6620   152.0  1.6680 34.6627   152.2  126.97   35.20    0.00    2.47  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      27      27  2665.5  1.7657 34.6686   152.7  1.5747 34.6693   154.5  129.77   35.20    0.00    2.47  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      28      28  2869.1  1.7048 34.6730   156.5  1.4960 34.6746   157.2  130.76   35.10    0.00    2.46  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      29      29  3072.9  1.6529 34.6777   157.9  1.4257 34.6766   159.2  132.15   34.94    0.00    2.44  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      30      30  3278.1  1.6029 34.6810   160.3  1.3567 34.6815   161.6  133.35   34.68    0.00    2.43  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      31      31  3483.0  1.5730 34.6843   162.9  1.3067 34.6844   163.7  133.13   34.58    0.00    2.42  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      32      32  3685.4  1.5540 34.6845   164.4  1.2672 34.6854   165.9  132.91   34.59    0.00    2.42  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      33      33  3891.2  1.5490 34.6871   165.6  1.2405 34.6870   167.2  132.89   34.59    0.00    2.42  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      35      35  4099.3  1.5420 34.6885   171.0  1.2110 34.6873   169.5  132.24   34.34    0.00    2.41  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      34      34  4099.6  1.5420 34.6883   171.0  1.2110 34.6877   169.9  132.46   34.44    0.00    2.41  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     143       3      36      36  4278.7  1.5390 34.6891   172.3  1.1881 34.6885   170.8  131.01   34.23    0.00    2.39  -9.000  -9.000  -9.000 -999.00 -9.0000  -999.0    -9.0    -9.0    -9.0   -9.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222229999999999 2222222229999999999
     144       1       1       1     2.7 26.5154 36.5367    -9.0 26.5148 36.5404   209.7    1.46    0.10    0.00    0.23   1.615   0.926  -9.000 -999.00 -9.0000  -999.0  2029.0    -9.0   258.1   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2292222222299992929 2292222222299992929
     144       1       2       2    34.0 26.5117 36.5543   210.1 26.5040 36.5674   208.6    1.46    0.10    0.00    0.23   1.601   0.920  -9.000 -999.00 -9.0000  -999.0  2028.3    -9.0   254.5   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299992929 2222222222299992929
     144       1       3       3    74.2 26.4369 36.5912   211.0 26.4201 36.5945   207.6    1.46    0.10    0.00    0.23   1.616   0.917  -9.000 -999.00 -9.0000  -999.0  2032.5    -9.0   251.3   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222228299992929 2222222222299992929
     144       1       4       4   115.9 25.5320 36.4823   213.9 25.5064 36.4632   206.8    1.46    0.10    0.05    0.25   1.662   0.949  -9.000 -999.00 -9.0000  -999.0  2046.0    -9.0   280.6   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222228899992929 2222222222299992929
     144       1       5       5   136.1 23.9459 36.3071   202.5 23.9172 36.3085   198.5    1.37    0.10    0.59    0.28   1.769   0.976  -9.000 -999.00 -9.0000  -999.0  2055.6    -9.0   299.4   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222228299992929 2222222222299992929
     144       1       6       6   156.9 23.1540 36.3273   192.4 23.1216 36.3251   189.2    1.37    1.46    0.58    0.38   1.769   0.984  -9.000 -999.00 -9.0000  -999.0  2079.2    -9.0   333.0   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299992929 2222222222299992929
     144       1       7       7   207.5 21.6478 36.1480   185.0 21.6069 36.1363   185.6    1.37    3.03    0.02    0.44   1.834   1.002  -9.000 -999.00 -9.0000  -999.0  2082.7    -9.0   367.2   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299992929 2222222222299992929
     144       1       8       8   259.7 18.8145 35.6232   185.8 18.7683 35.6135   184.2    1.37    4.10    0.01    0.51   1.780   0.980  -9.000 -999.00 -9.0000  -999.0  2082.4    -9.0   406.4   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299992929 2222222222299992929
     144       1       9       9   321.0 14.9793 35.0406   168.1 14.9306 35.0266   165.6    3.52    9.67    0.00    0.90   1.432   0.774  -9.000 -999.00 -9.0000  -999.0  2106.2    -9.0   536.7   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299992929 2222222222299992929
     144       1      10      10   382.9 10.3773 34.5606   118.1 10.3317 34.5527   111.3   13.20   22.97    0.00    1.88   0.529   0.291  -9.000 -999.00 -9.0000  -999.0  2179.9    -9.0   998.8   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299992929 2222222222299992929
     144       1      11      11   453.8  7.9588 34.4779    86.7  7.9126 34.4789    89.8   23.66   32.16    0.00    2.39   0.068   0.052  -9.000 -999.00 -9.0000  -999.0  2224.7    -9.0  1366.8   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299992929 2222222222299992929
     144       1      12      12   484.4  7.4256 34.4790    88.5  7.3782 34.4787    93.1   26.69   33.63    0.00    2.43   0.033   0.027  -9.000 -999.00 -9.0000  -999.0  2230.0    -9.0  1349.1   20.00  -9.000   -9.00 -9.0000  -999.0   -9.00 2222222222299992929 2222222222299992929
