EXPOCODE 316N145_5 WHP-ID I08S, I09S  DATES 120194-011995              20090518CCHDOSIODM                                                                                                                                                                                                      *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDRAW  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  TRITUM  HELIUM  DELC14  TCARBN  ALKALI  C14ERR  DELC13  DELHE3  DELHER  HELIER    NEON  NEONER  TRITER              QUALT1              QUALT2
                                            DBAR IPTS-68  PSS-78 UMOL/KG IPTS-68  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG      TU NMOL/KG  /MILLE UMOL/KG UMOL/KG  /MILLE  /MILLE  PERCNT  PERCNT NMOL/KG NMOL/KG NMOL/KG      TU                                       *
                         *******                         ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         ******* *******                 *******                                                       *
      54       1      30  SIH017  2114.7   208.6  1.2322 33.9559   302.8  1.2226 33.9565   319.1   27.80   27.37    0.16    1.98  -9.000  -9.000  -9.000 -9.0000  -999.0  2162.2  2282.7    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      29  SIH014  2630.2   260.5  0.9186 33.9837   292.7  0.9072 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
      54       1      28  SIH011  3139.6   311.7  1.9595 34.1394   259.3  1.9428 34.1391   260.1   36.88   30.88    0.03    2.16  -9.000  -9.000  -9.000 -9.0000  -999.0  2188.5  2290.5    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      27  SIH008  3625.4   360.6  2.0053 34.2072   234.1  1.9858 34.2115   240.2   43.61   32.05    0.03    2.24  -9.000  -9.000  -9.000 -9.0000  -999.0  2202.3  2298.5    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      26  SIH005  4121.2   410.4  1.8437 34.2499   232.6  1.8218 34.2526   230.6   49.50   32.86    0.02    2.28  -9.000  -9.000  -9.000 -9.0000  -999.0  2211.4  2302.4    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      25  SIH019  4625.2   461.1  2.2925 34.3660   218.9  2.2659 34.3639   202.5   56.57   33.67    0.01    2.34  -9.000  -9.000  -9.000 -9.0000  -999.0  2225.5  2323.9    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      24  SIH037  5136.3   512.5  1.9753 34.3686   210.4  1.9469 34.3700   209.1   59.10   33.61    0.04    2.34  -9.000  -9.000  -9.000 -9.0000  -999.0  2227.6  2312.7    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955923999 2222222229955923999
      54       1      23  SIH033  6121.3   611.6  2.3986 34.4846   183.5  2.3619 34.4858   182.6   66.16   34.04    0.00    2.36  -9.000  -9.000  -9.000 -9.0000  -999.0  2240.7    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955929999 2222222229955929999
      54       1      22  SIH031  7101.7   710.2  2.2749 34.5198   183.9  2.2324 34.5201   180.4   70.20   34.00    0.00    2.36  -9.000  -9.000  -9.000 -9.0000  -999.0  2245.2  2326.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955923999 2222222229955923999
      54       1      21  SIH030  8103.6   811.0  2.1439 34.5623   179.8  2.0955 34.5641   175.8   75.58   34.12    0.00    2.36  -9.000  -9.000  -9.000 -9.0000  -999.0  2250.9    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955929999 2222222229955929999
      54       1      20  SIH028  9100.1   911.2  2.2846 34.6406   177.3  2.2282 34.6425   178.7   75.75   32.42    0.00    2.26  -9.000  -9.000  -9.000 -9.0000  -999.0  2247.0  2335.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      19  SIH027 10125.5  1014.4  2.2598 34.6702   179.9  2.1964 34.6724   179.6   77.61   31.92    0.00    2.23  -9.000  -9.000  -9.000 -9.0000  -999.0  2247.6  2332.3    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      18  SIH003 11131.5  1115.6  2.2621 34.7043   184.4  2.1914 34.7064   184.3   77.12   30.91    0.00    2.16  -9.000  -9.000  -9.000 -9.0000  -999.0  2244.3  2339.1    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955962999 2222222229955962999
      54       1      17  SIH024 12134.7  1216.5  2.1103 34.7089   186.4  2.0336 34.7113   185.9   80.82   30.92    0.00    2.17  -9.000  -9.000  -9.000 -9.0000  -999.0  2246.0  2336.3    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      16  SIH022 14335.6  1437.9  1.9634 34.7390   193.3  1.8719 34.7398   193.0   84.52   30.17    0.00    2.11  -9.000  -9.000  -9.000 -9.0000  -999.0  2242.8  2344.9    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      15  SIH021 16158.0  1621.2  1.7939 34.7443   196.7  1.6904 34.7475   196.6   88.57   30.03    0.00    2.10  -9.000  -9.000  -9.000 -9.0000  -999.0  2244.4  2344.4    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      14  SIH002 18057.8  1812.3  1.6278 34.7456   198.7  1.5117 34.7475   200.1   93.62   30.01    0.00    2.10  -9.000  -9.000  -9.000 -9.0000  -999.0  2246.7  2346.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      13  SIH018 19988.6  2006.5  1.4639 34.7388   200.7  1.3348 34.7404   201.2   98.01   30.34    0.00    2.12  -9.000  -9.000  -9.000 -9.0000  -999.0  2248.7    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955929999 2222222229955929999
      54       1      12  SIH016 22085.4  2217.4  1.2682 34.7308   203.4  1.1251 34.7331   203.7  103.91   30.62    0.00    2.14  -9.000  -9.000  -9.000 -9.0000  -999.0  2252.1  2353.5    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1      11  SIH015 24180.5  2428.1  1.0709 34.7203   205.3  0.9138 34.7235   205.3  109.63   31.00    0.00    2.17  -9.000  -9.000  -9.000 -9.0000  -999.0  2251.7    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955929999 2222222229955929999
      54       1      10  SIH013 27291.8  2741.1  0.8091 34.7067   208.3  0.6304 34.7070   208.2  117.04   31.59    0.00    2.21  -9.000  -9.000  -9.000 -9.0000  -999.0  2254.1  2360.3    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1       9  SIH012 30328.9  3046.6  0.5828 34.6938   212.1  0.3820 34.6958   212.2  122.44   31.81    0.00    2.24  -9.000  -9.000  -9.000 -9.0000  -999.0  2256.4  2360.1    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1       8  SIH010 33224.4  3337.8  0.3888 34.6863   216.5  0.1661 34.6851   217.3  125.48   32.15    0.00    2.25  -9.000  -9.000  -9.000 -9.0000  -999.0  2256.8  2359.5    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1       7  SIH009 35377.8  3554.4  0.2664 34.6815   220.8  0.0263 34.6822   221.3  126.17   32.17    0.00    2.25  -9.000  -9.000  -9.000 -9.0000  -999.0  2254.9  2355.3    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1       6  SIH038 37435.2  3761.4  0.1766 34.6784   224.1 -0.0809 34.6783   224.2  127.02   32.14    0.00    2.25  -9.000  -9.000  -9.000 -9.0000  -999.0  2254.6  2356.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1       5  SIH006 39582.7  3977.4  0.1126 34.6761   226.6 -0.1646 34.6763   227.1  127.53   32.05    0.00    2.24  -9.000  -9.000  -9.000 -9.0000  -999.0  2254.0  2356.9    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1       4  SIH004 41609.1  4181.2  0.0614 34.6752   228.9 -0.2349 34.6747   229.4  128.22   32.18    0.00    2.24  -9.000  -9.000  -9.000 -9.0000  -999.0  2253.5  2359.4    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1       3  SIH025 43342.3  4355.6  0.0417 34.6744   230.4 -0.2721 34.6734   230.7  128.06   32.20    0.00    2.24  -9.000  -9.000  -9.000 -9.0000  -999.0  2254.7  2366.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1       2  SIH001 44777.8  4500.0  0.0250 34.6730   231.5 -0.3037 34.6736   231.6  128.75   32.22    0.00    2.24  -9.000  -9.000  -9.000 -9.0000  -999.0  2253.9  2369.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      54       1       1  SIH036 45224.1  4544.9  0.0299 34.6735   230.7 -0.3038 34.6724   232.2  128.74   32.36    0.00    2.24  -9.000  -9.000  -9.000 -9.0000  -999.0  2253.9  2364.9    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      55       1      36  SIH035   237.9    19.2  3.8382 33.9036   328.5  3.8370 33.9058   320.7    2.46   20.58    0.20    1.54   5.329   2.616  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      35  SIH032   390.4    34.5  3.8496 33.9069   322.8  3.8473 33.9081   320.9    2.45   20.61    0.21    1.54   5.342   2.630  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      34  SIH029   634.5    59.1  3.8174 33.9111   316.0  3.8135 33.9126   320.0    2.79   20.70    0.21    1.54   5.364   2.612  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      33  SIH026   875.9    83.3  3.5249 33.9173   322.9  3.5196 33.9169   321.5    3.45   21.07    0.20    1.56   5.401   2.676  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      32  SIH023  1122.6   108.2  2.9471 33.9292   326.5  2.9406 33.9312   311.8   12.66   24.05    0.18    1.85   5.494   2.687  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222226655999999 2222222226655999999
      55       1      31  SIH020  1645.6   160.8  2.5314 34.0140   302.5  2.5223 34.0000   298.9   20.69   27.35    0.13    1.96   5.156   2.465  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      30  SIH017  2139.4   210.4  2.9890 34.1222   269.3  2.9762 34.1225   266.8   25.21   28.89    0.05    2.01   3.882   1.886  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      29  SIH014  2620.2   258.8  2.5390 34.1648   251.2  2.5241 34.1691   253.2   33.08   30.61    0.01    2.12   3.356   1.617  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      28  SIH011  3098.2   306.9  1.8818 34.1693   245.5  1.8657 34.1952   248.4   40.44   31.49    0.05    2.18   3.182   1.559  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      27  SIH008  3590.1   356.4  1.3051 34.1720   276.0  1.2879 34.1777   261.9   45.63   31.60    0.11    2.20   3.742   1.825  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      26  SIH005  4061.5   403.8  2.3732 34.3340   217.0  2.3499 34.3364   208.8   52.65   33.50    0.01    2.31   1.759   0.821  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      25  SIH019  4529.0   450.8  2.2447 34.3667   204.6  2.2189 34.3678   203.6   57.17   34.00    0.01    2.34   1.651   0.802  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      24  SIH037  5081.8   506.4  2.4209 34.4335   190.3  2.3909 34.4367   189.0   61.85   34.39    0.00    2.36   1.012   0.488  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      23  SIH033  6016.7   600.4  2.3904 34.5094   182.0  2.3544 34.5111   180.1   68.04   34.34    0.00    2.36   0.657   0.315  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      22  SIH031  7101.1   709.5  2.3915 34.5749   176.4  2.3483 34.5757   177.2   71.89   33.73    0.00    2.32   0.404   0.195  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      21  SIH030  8114.4   811.4  2.3685 34.6254   176.9  2.3185 34.6252   178.0   73.89   32.90    0.00    2.27   0.265   0.125  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      20  SIH028  9101.5   910.7  2.3484 34.6491   178.7  2.2916 34.6515   178.9   75.22   32.46    0.00    2.24   0.212   0.098  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      19  SIH027 10249.5  1026.2  2.2095 34.6727   183.6  2.1456 34.6547   181.1   78.23   32.19    0.00    2.22   0.257   0.114  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 3224233332255999999 3224333333355999999
      55       1      18  SIH003 11159.7  1117.7  2.2091 34.7029   184.2  2.1387 34.7040   184.6   78.90   31.35    0.00    2.16   0.152   0.075  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      17  SIH024 12171.8  1219.6  2.1618 34.7237   186.7  2.0844 34.7231   188.5   79.89   30.73    0.00    2.12   0.105   0.042  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      16  SIH022 14143.8  1417.9  2.0161 34.7448   192.4  1.9254 34.7475   194.4   83.23   29.95    0.00    2.08   0.088   0.051  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      15  SIH021 16220.1  1626.8  1.8308 34.7523   195.5  1.7263 34.7539   198.3   88.42   29.83    0.00    2.07   0.052   0.026  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      14  SIH002 18170.5  1822.9  1.6487 34.7469   199.5  1.5314 34.7486   200.0   93.45   30.16    0.00    2.09   0.068   0.033  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      13  SIH018 20053.1  2012.3  1.4798 34.7412   201.4  1.3499 34.7423   201.8   98.13   30.44    0.00    2.11   0.076   0.031  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      12  SIH016 22109.6  2219.2  1.3349 34.7351   202.9  1.1904 34.7366   203.8  102.64   30.77    0.00    2.13   0.072   0.036  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1      11  SIH015 24271.1  2436.6  1.1571 34.7256   204.2  0.9977 34.7258   204.8  107.84   31.21    0.00    2.16   0.126   0.039  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222223255999999 2222222223255999999
      55       1      10  SIH013 27316.8  2742.9  0.9040 34.7115   208.1  0.7231 34.7117   207.9  115.53   31.77    0.00    2.19   0.109   0.062  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1       9  SIH012 30264.9  3039.5  0.6568 34.6961   211.5  0.4550 34.6983   210.4  121.56   32.32    0.00    2.23   0.132   0.063  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1       8  SIH010 33192.5  3334.0  0.5058 34.6884   212.7  0.2805 34.6879   213.1  124.41   32.67    0.00    2.24   0.169   0.073  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1       7  SIH009 36279.8  3644.5  0.3839 34.6851   218.3  0.1321 34.6855   218.3  125.91   32.55    0.00    2.24  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      55       1       6  SIH038 39331.0  3951.4  0.2232 34.6785   222.6 -0.0545 34.6779   223.5  127.07   32.60    0.00    2.24   0.448   0.211  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1       5  SIH006 41291.7  4148.7  0.1657 34.6779   225.3 -0.1304 34.6769   225.9  128.08   32.54    0.00    2.24   0.545   0.253  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1       4  SIH004 43481.7  4369.0  0.1342 34.6749   227.8 -0.1840 34.6757   227.5  128.25   32.60    0.00    2.24   0.610   0.290  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1       3  SIH025 44521.9  4473.6  0.1270 34.6753   228.6 -0.2021 34.6737   228.5  128.40   32.53    0.00    2.24   0.646   0.304  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222226655999999 2222222226655999999
      55       1       2  SIH001 45622.4  4584.3  0.1353 34.6751   228.2 -0.2059 34.6745   228.1  128.57   32.53    0.00    2.24   0.636   0.314  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      55       1       1  SIH036 46206.5  4643.0  0.1384 34.6750   228.9 -0.2094 34.6720   228.3  128.67   32.44    0.00    2.24   0.647   0.322  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2232222222255999999 2232222222255999999
      56       1      36  SIH035   182.7    13.3  2.4308 33.9576   339.0  2.4300 33.9594   330.9    9.01   23.67    0.19    1.58   5.860   2.778  -9.000 -9.0000   -48.5  2132.8  2286.4     3.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255262999 2222222222255262999
      56       1      35  SIH032   381.3    33.3  2.3826 33.9637   335.0  2.3808 33.9684   330.3    9.51   23.78    0.19    1.58   5.848   2.773  -9.000 -9.0000   -46.9  2134.2  2287.6     2.8    1.66 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
      56       1      34  SIH029   627.1    58.0  2.3486 33.9614   329.2  2.3455 33.9624   330.0    9.67   23.85    0.19    1.59   5.870   2.789  -9.000 -9.0000   -44.6  2134.4  2289.6     2.0    1.63 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255622699 2222222222255622699
      56       1      33  SIH026   881.4    83.6  1.7969 33.9756   336.5  1.7928 33.9761   322.9   17.09   25.51    0.18    1.76   5.813   2.779  -9.000 -9.0000   -51.7  2147.0  2287.8     2.7    1.46 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
      56       1      32  SIH023  1126.7   108.3  1.2601 34.0362   343.6  1.2552 34.0343   315.1   29.96   27.99    0.17    1.95  -9.000  -9.000  -9.000 -9.0000   -64.8  2169.3  2293.8     3.2    1.21 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955222299 2222222229955222299
      56       1      31  SIH020  1617.2   157.6  0.8135 34.0843   312.8  0.8068 34.0878   311.6   39.36   29.34    0.17    2.04   5.579   2.649  -9.000 -9.0000   -85.7  2180.6  2301.0     2.7    1.11 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
      56       1      30  SIH017  2128.6   209.0  1.0409 34.1881   269.4  1.0315 34.1858   274.5   46.61   31.56    0.13    2.18  -9.000  -9.000  -9.000 -9.0000   -93.8  2199.8  2298.3     2.6    0.89 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955222299 2222222229955222299
      56       1      29  SIH014  2617.5   258.2  1.5537 34.3001   207.6  1.5408 34.3001   232.8   55.02   33.28    0.07    2.30   2.755   1.300  -9.000 -9.0000  -108.9  2219.9  2309.6     2.7    0.61 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222226655222299 2222222226655222299
      56       1      28  SIH011  3123.8   309.1  2.0683 34.4046   200.3  2.0514 34.4041   200.6   61.12   34.30    0.03    2.35  -9.000  -9.000  -9.000 -9.0000  -119.0  2235.0  2320.1     2.8    0.52 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955223299 2222222229955223299
      56       1      27  SIH008  3620.0   359.1  2.1586 34.4500   192.8  2.1385 34.4465   191.8   64.92   34.60    0.01    2.37   1.249   0.584  -9.000 -9.0000  -139.4  2239.9  2311.4     4.7    0.42 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
      56       1      26  SIH005  4127.9   410.1  1.8980 34.4463   184.4  1.8758 34.4465   198.4   66.57   34.50    0.02    2.37  -9.000  -9.000  -9.000 -9.0000  -123.3  2240.4  2317.5     2.6    0.50 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955222299 2222222229955222299
      56       1      25  SIH019  4631.4   460.8  2.0456 34.5105   180.4  2.0198 34.5105   186.4   70.85   34.42    0.01    2.36   1.005   0.469  -9.000 -9.0000  -132.9  2246.4  2327.8     2.6    0.40 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
      56       1      24  SIH037  5131.8   511.1  2.0322 34.5419   179.9  2.0034 34.5437   183.4   73.17   34.34    0.01    2.36   0.886   0.412  -9.000 -9.0000  -129.2  2248.9  2325.9     3.2    0.42 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
      56       1      23  SIH033  6111.1   609.6  1.8469 34.6013   181.4  1.8129 34.6012   186.0   78.11   33.62    0.01    2.31   0.840   0.398  -9.000 -9.0000  -138.8  2251.8  2333.3     2.6    0.36 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
      56       1      22  SIH031  7134.8   712.6  2.1001 34.6749   181.4  2.0582 34.6749   181.0   79.27   32.47    0.00    2.23  -9.000  -9.000  -9.000 -9.0000  -143.4  2251.1  2342.3     2.7    0.36 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955222299 2222222229955222299
      56       1      21  SIH030  8114.9   811.2  2.1021 34.7031   183.1  2.0537 34.7042   184.8   79.43   31.66    0.00    2.17   0.209   0.105  -9.000 -9.0000  -136.1  2250.6  2341.9     3.4    0.41 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
      56       1      20  SIH028  9112.3   911.5  2.0211 34.7114   185.7  1.9666 34.7111   186.6   81.57   31.57    0.00    2.17  -9.000  -9.000  -9.000 -9.0000  -145.2  2245.9  2343.3     2.7    0.42 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955222299 2222222229955222299
      56       1      19  SIH027 10171.8  1018.1  1.9536 34.7282   188.2  1.8923 34.7288   190.0   83.22   31.06    0.00    2.13   0.173   0.079  -9.000 -9.0000  -139.9  2244.4  2348.0     3.9    0.42 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222226655222299 2222222226655222299
      56       1      18  SIH003 11099.9  1111.4  1.9280 34.7392   191.7  1.8604 34.7404   192.9   84.05   30.67    0.00    2.11  -9.000  -9.000  -9.000 -9.0000  -137.7  2244.5  2344.9     3.8    0.43 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955262299 2222222229955262299
