EXPOCODE 316N145_5 WHP-ID I08S, I09S  DATES 120194-011995              20090518CCHDOSIODM                                                                                                                                                                                                      *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDRAW  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  TRITUM  HELIUM  DELC14  TCARBN  ALKALI  C14ERR  DELC13  DELHE3  DELHER  HELIER    NEON  NEONER  TRITER              QUALT1              QUALT2
                                            DBAR IPTS-68  PSS-78 UMOL/KG IPTS-68  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG      TU NMOL/KG  /MILLE UMOL/KG UMOL/KG  /MILLE  /MILLE  PERCNT  PERCNT NMOL/KG NMOL/KG NMOL/KG      TU                                       *
                         *******                         ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         ******* *******                 *******                                                       *
      90       1      29  SIH014  2605.2   256.9  1.6173 34.6823   176.3  1.6042 34.6832   188.0   83.82   31.62    0.00    2.12  -9.000  -9.000  -9.000 -9.0000  -999.0  2249.2  2347.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      90       1      28  SIH011  3098.5   306.5  1.6159 34.6968   186.5  1.6001 34.6999   189.4   84.67   31.24    0.00    2.10  -9.000  -9.000  -9.000 -9.0000  -999.0  2248.2    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955929999 2222222229955929999
      90       1      27  SIH008  3610.7   358.0  1.6553 34.7101   184.0  1.6366 34.7144   189.4   85.84   31.02    0.00    2.09  -9.000  -9.000  -9.000 -9.0000  -999.0  2250.7  2345.7    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      90       1      26  SIH005  4110.6   408.3  1.6069 34.7156   188.1  1.5856 34.7168   191.5   86.99   30.86    0.00    2.07  -9.000  -9.000  -9.000 -9.0000  -999.0  2246.9  2346.3    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      90       1      25  SIH019  4619.4   459.4  1.6006 34.7231   189.4  1.5764 34.7227   192.8   87.99   30.58    0.00    2.06  -9.000  -9.000  -9.000 -9.0000  -999.0  2247.9  2359.3    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955923999 2222222229955923999
      90       1      24  SIH037  5113.5   509.1  1.5985 34.7298   184.3  1.5714 34.7315   193.9   88.84   30.36    0.00    2.05  -9.000  -9.000  -9.000 -9.0000  -999.0  2246.4  2341.1    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955962999 2222222229955962999
      90       1      23  SIH033  6109.9   609.4  1.4770 34.7308   191.2  1.4448 34.7351   196.0   91.89   30.41    0.00    2.05  -9.000  -9.000  -9.000 -9.0000  -999.0  2249.5  2344.8    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      90       1      22  SIH031  7115.5   710.5  1.4013 34.7320   193.7  1.3635 34.7329   198.3   94.32   30.29    0.00    2.05  -9.000  -9.000  -9.000 -9.0000  -999.0  2246.9  2366.3    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      90       1      21  SIH030  8108.8   810.4  1.3271 34.7316   193.2  1.2837 34.7315   199.4   96.42   30.23    0.00    2.05  -9.000  -9.000  -9.000 -9.0000  -999.0  2248.7  2361.2    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955922999 2222222229955922999
      90       1      20  SIH028  9110.1   911.1  1.2227 34.7273   194.9  1.1740 34.7298   200.4   99.95   30.48    0.00    2.06  -9.000  -9.000  -9.000 -9.0000  -999.0  2251.2  2372.7    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955923999 2222222229955923999
      90       1      19  SIH027 10128.8  1013.6  1.1385 34.7246   197.6  1.0841 34.7250   202.0  102.68   30.53    0.00    2.07  -9.000  -9.000  -9.000 -9.0000  -999.0  2254.3  2355.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955962999 2222222229955962999
      90       1      18  SIH003 11139.1  1115.2  1.0526 34.7215   199.2  0.9925 34.7233   202.4  105.42   30.74    0.00    2.08  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1      17  SIH024 12141.4  1216.1  0.9588 34.7179   200.2  0.8932 34.7180   203.7  108.47   30.89    0.00    2.09  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1      16  SIH022 13145.9  1317.1  0.8792 34.7132   200.0  0.8080 34.7136   204.8  110.58   31.09    0.00    2.10  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1      15  SIH021 14139.9  1417.1  0.8073 34.7098   199.1  0.7303 34.7107   205.7  112.69   31.19    0.00    2.11  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1      14  SIH002 15203.7  1524.1  0.7190 34.7047   202.7  0.6359 34.7048   206.6  115.28   31.39    0.00    2.12  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1      13  SIH018 16194.6  1623.7  0.6331 34.7006   203.8  0.5443 34.7013   208.1  117.40   31.49    0.00    2.13  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1      12  SIH016 18202.2  1825.7  0.4961 34.6938   203.2  0.3951 34.6944   210.8  120.30   31.70    0.00    2.14  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1      11  SIH015 20221.2  2028.8  0.3596 34.6878   209.0  0.2461 34.6895   214.9  122.10   31.74    0.00    2.14  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1      10  SIH013 22257.3  2233.6  0.2315 34.6830   213.9  0.1050 34.6848   218.8  123.43   31.68    0.00    2.15  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1       9  SIH012 24268.6  2435.9  0.1270 34.6790   217.0 -0.0131 34.6794   222.2  123.81   31.67    0.00    2.14  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1       8  SIH010 26298.7  2640.1  0.0567 34.6795   220.8 -0.0981 34.6779   224.7  125.92   31.66    0.00    2.14  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1       7  SIH009 28377.0  2849.2 -0.0177 34.6763   222.8 -0.1880 34.6779   228.8  122.68   31.49    0.00    2.13  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1       6  SIH038 30413.1  3054.0 -0.0725 34.6759   226.4 -0.2589 34.6732   230.9  122.59   31.39    0.00    2.13  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1       5  SIH006 32437.6  3257.6 -0.1179 34.6757   229.2 -0.3209 34.6710   233.6  119.67   31.42    0.00    2.13  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1       4  SIH004 34455.9  3460.6 -0.1671 34.6741   233.7 -0.3872 34.6702   235.9  117.99   31.37    0.00    2.12  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1       3  SIH025 36485.5  3664.8 -0.2188 34.6709   235.5 -0.4564 34.6704   238.8  116.17   31.31    0.00    2.12  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1       2  SIH001 37615.2  3778.4 -0.2422 34.6685   236.7 -0.4899 34.6649   238.9  121.28   31.35    0.00    2.12  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      90       1       1  SIH036 38267.6  3844.1 -0.2383 34.6677   238.1 -0.4923 34.6649   240.0  120.94   31.36    0.00    2.12  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      36  SIH035   160.8    10.8  0.7155 33.8581   339.5  0.7150 33.8609   335.9   56.63   26.95    0.25    1.91   6.403   3.047  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      35  SIH032   374.2    32.2  0.6865 33.8575   338.7  0.6852 33.8647   335.5   56.46   27.55    0.24    1.92  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      34  SIH029   624.7    57.4 -0.8996 34.2705   297.1 -0.9012 34.2691   298.0   63.92   28.62    0.07    2.01   4.312   2.051  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      33  SIH026   870.7    82.2  0.1848 34.4733   244.6  0.1817 34.4714   245.1   72.17   30.30    0.08    2.12  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      32  SIH023  1123.6   107.6  1.0708 34.6065   201.1  1.0660 34.6093   203.3   81.20   31.37    0.12    2.22   1.253   0.574  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      31  SIH020  1628.6   158.4  1.4670 34.6741   185.5  1.4593 34.6761   190.2   85.40   -9.00    0.01    2.21  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      30  SIH017  2129.2   208.8  1.5149 34.6913   187.9  1.5045 34.6944   190.1   86.33   31.42    0.00    2.20   0.522   0.233  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      29  SIH014  2617.4   257.9  1.5235 34.7021   187.9  1.5106 34.7168   190.5   87.40   31.26    0.00    2.18  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      28  SIH011  3099.5   306.4  1.5263 34.7101   191.3  1.5108 34.7107   191.5   88.32   30.72    0.00    2.17   0.383   0.170  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 3222222222255999999 2222222222255999999
      91       1      27  SIH008  3613.3   358.0  1.5181 34.7174   192.5  1.4998 34.7221   192.2   89.25   30.23    0.00    2.15  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      26  SIH005  4114.9   408.5  1.5026 34.7225   189.8  1.4816 34.7233   193.4   90.32   30.34    0.00    2.14   0.285   0.122  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      25  SIH019  4616.5   459.0  1.4630 34.7247   190.8  1.4394 34.7286   194.6   91.72   -9.00    0.00    2.14  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      24  SIH037  5116.2   509.2  1.4387 34.7268   193.2  1.4123 34.7313   195.6   92.48   30.48    0.00    2.13   0.240   0.105  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      23  SIH033  6104.0   608.6  1.3769 34.7282   194.7  1.3451 34.7309   197.1   94.65   30.43    0.00    2.13  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      22  SIH031  7125.9   711.4  1.3026 34.7281   198.5  1.2653 34.7335   199.0   96.66   30.47    0.00    2.13   0.180   0.077  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      21  SIH030  8130.4   812.4  1.2223 34.7266   194.2  1.1795 34.7278   199.8   99.15   30.57    0.00    2.14  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      20  SIH028  9119.5   911.9  1.1549 34.7245   200.0  1.1066 34.7268   200.8  101.63   30.67    0.00    2.14   0.143   0.060  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      19  SIH027 10136.4  1014.2  1.0679 34.7204   198.1  1.0141 34.7213   201.8  103.96   30.66    0.00    2.16  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      18  SIH003 11125.0  1113.6  0.9989 34.7177   198.5  0.9394 34.7201   203.2  105.97   30.87    0.00    2.17   0.124   0.047  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222223255999999 2222222223255999999
      91       1      17  SIH024 12121.3  1213.8  0.9383 34.7140   203.1  0.8731 34.7178   204.2  107.83   30.97    0.00    2.17  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      16  SIH022 13126.3  1314.9  0.8718 34.7105   202.2  0.8007 34.7138   205.1  109.21   31.07    0.00    2.18   0.112   0.048  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      15  SIH021 15152.4  1518.7  0.7392 34.7038   204.4  0.6561 34.7066   206.3  113.26   31.11    0.00    2.20  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      14  SIH002 17156.7  1720.3  0.6029 34.6978   204.7  0.5077 34.7009   208.6  116.99   -9.00    0.00    2.21  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      13  SIH018 19162.8  1922.1  0.4853 34.6928   206.6  0.3776 34.6946   211.1  119.47   31.47    0.00    2.22   0.120   0.053  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1      12  SIH016 21185.0  2125.5  0.3532 34.6858   211.4  0.2327 34.6873   214.6  121.01   31.41    0.00    2.23  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      11  SIH015 23215.5  2329.8  0.2459 34.6822   213.1  0.1118 34.6830   218.3  121.62   31.30    0.00    2.23  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1      10  SIH013 25240.2  2533.4  0.1621 34.6793   215.3  0.0137 34.6800   221.0  122.55   31.56    0.00    2.23   0.353   0.159  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1       9  SIH012 27274.8  2738.1  0.0943 34.6780   220.6 -0.0693 34.6793   224.2  122.06   32.08    0.00    2.22  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1       8  SIH010 29294.8  2941.3  0.0239 34.6766   221.5 -0.1550 34.6798   227.0  120.64   31.34    0.00    2.22  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1       7  SIH009 31335.0  3146.5 -0.0259 34.6741   226.7 -0.2213 34.6759   229.3  119.38   31.38    0.00    2.21   0.715   0.335  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1       6  SIH038 33476.2  3361.9 -0.0793 34.6728   228.9 -0.2926 34.6737   232.0  122.83   31.43    0.00    2.21  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
      91       1       5  SIH006 35497.8  3565.2 -0.1192 34.6730   231.3 -0.3501 34.6716   233.9  121.63   31.40    0.00    2.20   0.985   0.443  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1       4  SIH004 37404.0  3757.0 -0.1531 34.6720   235.9 -0.4012 34.6791   236.3  118.49   31.21    0.00    2.20  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2224222229955999999 2224222229955999999
      91       1       3  SIH025 39282.6  3945.9 -0.2027 34.6687   238.7 -0.4677 34.6698   238.7  119.32   31.30    0.00    2.20   1.590   0.716  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      91       1       2  SIH001 40314.9  4049.8 -0.2145 34.6670   239.6 -0.4894 34.6663   239.2  121.34   -9.00    0.00    2.21  -9.000  -9.000  -9.000 -9.0000  -999.0  2253.7    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955969999 2222222229955969999
      91       1       1  SIH036 40831.9  4101.8 -0.2100 34.6669   239.5 -0.4902 34.6680   239.9  121.43   31.02    0.00    2.20   1.707   0.769  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255999999 2222222222255999999
      92       1      36  SIH035   161.1    10.9  0.3972 33.8375   345.5  0.3968 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2339999999955999999 7339999999955999999
      92       1      35  SIH032   352.0    30.1  0.4115 33.8424   347.2  0.4104 33.8467   344.7   40.81   26.32    0.25    1.84   6.832   3.243   0.000  1.7580   -88.7  2158.2  2289.4     3.8    -9.0   -1.81   20.18  0.0070   7.926   0.031   0.000 2222222222254262922 2222222222254262922
      92       1      34  SIH029   611.6    56.2 -0.7966 33.9507   349.7 -0.7981 33.9561   351.8   36.63   26.90    0.18    1.89   6.906   3.285   0.000  1.7870  -115.4  2164.8  2311.2     4.6    0.49   -1.65   30.13  0.0030   8.108   0.036   0.000 2222222222254223222 2222222222254223222
      92       1      33  SIH026   859.8    81.2 -1.0170 34.0320   333.6 -1.0191 34.0356   333.8   42.67   28.20    0.16    1.98   6.240   2.981  -9.000 -9.0000  -125.8  2177.4    -9.0     3.0    0.05 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222226655229299 2222222226655229299
      92       1      32  SIH023  1108.1   106.2  0.4500 34.2911   242.4  0.4458 34.2915   247.4   59.85   32.02    0.15    2.26   3.433   1.616   0.000  1.8170  -153.9  2220.2  2319.6     6.4   -0.17    3.18    0.17  0.0080   8.057   0.031   0.000 2222222222252222222 2222222222252222222
      92       1      31  SIH020  1616.8   157.3  1.7865 34.5455   177.1  1.7785 34.5466   181.1   74.68   33.82    0.01    2.36   0.984   0.465  -9.000 -9.0000  -144.4  2251.2  2334.7     4.9    0.29 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
      92       1      30  SIH017  2114.7   207.4  1.9153 34.6011   172.7  1.9043 34.6058   176.6   77.47   33.72    0.00    2.32   0.642   0.289   0.000  1.8620  -144.9  2253.0  2343.4     4.2    0.32    7.83    0.12  0.0050   8.129   0.039   0.000 2222222222252222222 2222222222252222222
      92       1      29  SIH014  2626.6   258.9  1.9666 34.6357   174.7  1.9527 34.6435   176.4   79.16   33.09    0.00    2.28   0.473   0.213  -9.000 -9.0000  -150.5  2253.1  2343.6     3.6    0.29 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2224222222255222299 2224222222255222299
      92       1      28  SIH011  3115.3   308.1  1.9874 34.6640   175.8  1.9706 34.6671   178.4   80.24   32.52    0.00    2.24   0.361   0.161   0.000  1.8240  -158.4  2251.5  2331.8     4.4    0.40    8.85    0.17  0.0080   7.993   0.031   0.000 2222222222252222222 2222222222252222222
      92       1      27  SIH008  3615.8   358.4  1.9449 34.6773   177.8  1.9254 34.6820   180.1   81.17   32.18    0.00    2.22  -9.000  -9.000  -9.000 -9.0000  -154.4  2250.9  2349.9     3.0    0.28 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955222299 2222222229955222299
      92       1      26  SIH005  4112.2   408.3  1.9155 34.6894   179.4  1.8932 34.6950   182.7   81.94   31.96    0.00    2.20   0.333   0.156   0.000  1.8780  -159.9    -9.0  2345.7     4.0    0.23    8.67    0.12  0.0030   8.199   0.032   0.000 2223222222252292222 2223222222252292222
      92       1      25  SIH019  4608.1   458.2  1.8794 34.6989   182.9  1.8542 34.7017   184.5   83.18   31.57    0.00    2.18   0.296   0.134  -9.000 -9.0000  -149.2  2250.2    -9.0     3.3    0.37 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255229299 2222222222255229299
      92       1      24  SIH037  5113.0   509.0  1.8730 34.7090   183.2  1.8448 34.7107   185.7   83.48   31.53    0.00    2.16   0.258   0.119   0.000  1.8810  -149.7  2249.2  2342.3     3.5    0.35    9.07    0.17  0.0080   8.160   0.032   0.000 2222222222252222222 2222222222252222222
      92       1      23  SIH033  6105.1   608.8  1.8009 34.7209   188.5  1.7671 34.7229   188.8   85.34   31.32    0.00    2.14   0.237   0.102   0.000  1.8150  -144.7  2248.3    -9.0     3.8    0.48    9.02    0.12  0.0030   7.875   0.052   0.000 2222222222253229223 2222222222253229223
      92       1      22  SIH031  7116.6   710.5  1.7416 34.7318   191.4  1.7018 34.7380   192.5   87.34   30.98    0.00    2.11   0.175   0.085  -9.000 -9.0000  -143.7  2248.0  2348.2     3.0    0.47 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2224222222255222299 2224222222255222299
      92       1      21  SIH030  8100.3   809.5  1.6629 34.7368   193.8  1.6174 34.7402   194.9   89.50   30.71    0.00    2.10   0.151   0.065   0.000  1.8880  -144.5  2246.4  2342.7     3.1    0.50    8.97    0.14  0.0040   8.217   0.029   0.000 2222222222252222222 2222222222252222222
      92       1      20  SIH028  9115.0   911.5  1.5899 34.7365   194.5  1.5384 34.7425   196.5   91.50   30.55    0.00    2.10   0.148   0.066  -9.000 -9.0000  -149.9  2248.3    -9.0     3.0    0.55 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2224222222255229299 2224222222255229299
      92       1      19  SIH027 10107.8  1011.4  1.5076 34.7364   196.2  1.4504 34.7410   198.1   93.82   30.57    0.00    2.10   0.134   0.059   0.000  1.8610  -154.7  2249.6  2361.1     3.9    0.42    9.00    0.12  0.0040   8.047   0.034   0.000 2222222222252222222 2222222222252222222
      92       1      18  SIH003 11163.2  1117.6  1.4144 34.7355   197.4  1.3509 34.7490   199.1   96.60   30.58    0.00    2.10   0.124   0.052  -9.000 -9.0000  -152.2  2249.6  2346.5     3.1    0.42 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2224322222255262299 2224322222255262299
      92       1      17  SIH024 12190.7  1220.9  1.3275 34.7325   198.4  1.2580 34.7380   201.0   99.54   31.10    0.00    2.11   0.112   0.046   0.000  1.9050  -176.5  2251.0  2358.2     3.2    0.42    8.65    0.14  0.0040   8.221   0.029   0.000 2224222222252222222 2224222222252222222
      92       1      16  SIH022 14219.4  1425.0  1.1514 34.7248   200.0  1.0699 34.7335   203.0  104.78   31.45    0.00    2.13   0.095   0.042   0.000  1.8620  -153.3  2255.7  2345.5     4.6    0.38    8.91    0.12  0.0040   8.053   0.034   0.000 2224222222252223222 2224222222252223222
