EXPOCODE 33RO200501 WHP-ID A16S CRUISE DATES 011105 - 022405 20110831CCHDOSIOCBG                                                                                                                                                                                                                                          *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDRAW  CTDPRS  CTDTMP  CTDSAL  SALNTY  CTDOXY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  CFC113    CCL4  TCARBN  ALKALI    PCO2 PCO2TMP  PH_SWS  PH_TMP     DOC  DELC14  C14ERR  DELC13 CDOM325 CDOM340 CDOM380 CDOM412  CDOMSL  CDOMSN   THETA                     QUALT1
                                    DBAR    DBAR  ITS-90  PSS-78  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG PMOL/KG PMOL/KG UMOL/KG UMOL/KG    UATM   DEG C           DEG C UMOL/KG  /MILLE  /MILLE  /MILLE     1/M     1/M     1/M     1/M    1/NM    1/NM   DEG C                          *
                         *******                         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         *******         ******* *******         ******* ******* ******* ******* ******* ******* *******                                  *
      32       1       7       7 3545.60  3545.6  0.6532 34.6953 34.6939   212.2   212.4  118.10   32.22    0.00    2.25   0.264   0.131   0.009   0.342    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.4040 22222222222239999999999999
      32       1       6       6 3849.50  3849.5  0.3980 34.6832 34.6831   217.1   217.7  123.16   32.47    0.00    2.28  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.1257 22222222299999999999999999
      32       1       5       5 4153.70  4153.7  0.2871 34.6771 34.6760   220.2   220.4  125.41   32.65    0.00    2.30  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -0.0130 22222222299999999999999999
      32       1       4       4 4443.50  4443.5  0.2476 34.6740 34.6733   222.0   221.9  125.65   32.64    0.00    2.30   0.310   0.155   0.013   0.465    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -0.0820 22222666622239999999999999
      32       1       3       3 4750.60  4750.6  0.2394 34.6722 34.6713   223.3   222.8  126.38   32.66    0.00    2.30  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -0.1235 22222666699999999999999999
      32       1       2       2 5049.30  5049.3  0.2425 34.6707 34.6708   224.1   223.5  126.90   32.61    0.00    2.31  -9.000  -9.000  -9.000  -9.000  2262.0  2357.7    -9.0   20.00  7.6394   25.00   -9.00  -155.6     2.1    0.60 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -0.1544 22222666699992292966999999
      32       1       1       1 5358.40  5358.4  0.2066 34.6672 34.6663   227.1   226.7  127.36   32.56    0.00    2.32   0.480   0.238   0.025   0.620    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -0.2252 22222666222239999999999999
      33       1      36      36    4.10     4.1 11.3214 34.3985 34.3963   279.2   278.9    0.32    6.13    0.12    0.56   3.439   2.085   0.287   4.978  2053.3  2295.8   430.8   20.00  7.9290   25.00   60.48  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 11.3209 22222222222242222299999999
      33       1      35      35   20.80    20.8 11.3200 34.4014 34.4002   279.4   279.3    0.33    6.12    0.12    0.56   3.459   2.091   0.288   5.069  2053.5  2295.5   430.2   20.00  7.9306   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 11.3174 22222222222242222999999999
      33       1      34      34   40.00    40.0 11.1605 34.4065 34.4063   277.9   277.9    0.31    6.74    0.13    0.60   3.465   2.100   0.283   5.102  2059.4  2295.9   444.1   20.00  7.9164   25.00   56.08  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 11.1556 22222222222242222299999999
      33       1      33      33   60.10    60.1  9.6760 34.4069 34.4038   275.1   277.0    1.86   11.31    0.34    0.91   3.806   2.257   0.306   4.861  2090.0  2293.8   535.0   20.00  7.8526   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  9.6693 22222222222242222999999999
      33       1      32      32   81.30    81.3  9.0725 34.5638 34.5622   266.9   265.8    3.11   13.37    0.06    0.97   3.779   2.192   0.307   3.461  2103.8  2294.0   568.4   20.00  7.8310   25.00   51.67  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  9.0637 22222222222232222299999999
      33       1      31      31   99.80    99.8  8.8109 34.5748 34.5744   261.3   260.9    3.82   14.93    0.04    1.06   3.793   2.185   0.292   3.021  2111.4  2297.1   595.4   20.00  7.8143   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  8.8003 22222222222232222999999999
      33       1      30      30  125.60   125.6  7.6775 34.4447 34.4415   258.8   257.6    5.41   18.67    0.04    1.26  -9.000  -9.000  -9.000  -9.000  2123.1  2289.6    -9.0   20.00  7.7710   25.00   49.67  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  7.6653 22222222299992292299999999
      33       1      29      29  149.60   149.6  6.6524 34.3235 34.3237   258.8   254.8    6.94   21.49    0.04    1.43   4.064   2.265   0.302   3.067  2131.9  2283.5   725.6   20.00  7.7391   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  6.6389 22222222222232222999999999
      33       1      28      28  175.50   175.5  5.9247 34.2555 34.2502   259.7   258.1    8.35   23.52    0.02    1.56  -9.000  -9.000  -9.000  -9.000  2139.4  2435.9    -9.0   20.00  7.7243   25.00   47.35  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  5.9100 22222222299992392299999999
      33       1      27      27  196.80   196.8  5.1967 34.1896 34.1902   260.3   264.3    9.53   24.43    0.02    1.63   4.321   2.362   0.342   3.590  2143.3  2279.2   782.3   20.00  7.7142   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  5.1813 22222222222232222999999999
      33       1      26      26  250.70   250.7  4.6005 34.1592 34.1594   263.4   269.4   11.58   25.51    0.01    1.69   4.367   2.379   0.345   3.973  2148.7  2275.5   800.6   20.00  7.7024   25.00   46.31  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  4.5820 22222222222232222299999999
      33       1      25      25  300.70   300.7  4.3548 34.1629 34.1633   264.5   265.1   13.68   26.55    0.01    1.76  -9.000  -9.000  -9.000  -9.000  2154.4  2296.0   824.5   20.00  7.6857   25.00   44.17  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  4.3329 22222222299992222299999999
      33       1      24      24  350.20   350.2  4.1105 34.1653 34.1655   261.3   262.8   15.91   27.47    0.01    1.81   4.072   2.193   0.313   3.448  2157.5  2289.0   840.5   20.00  7.6884   25.00   43.78  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  4.0856 22222222222232222299999999
      33       1      23      23  401.20   401.2  3.8415 34.1660 34.1651   260.0   260.6   18.14   28.14    0.01    1.86   3.985   2.110   0.307   3.372  2162.9  2319.9   861.6   20.00  7.6716   25.00   43.19  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  3.8137 22222222222232322299999999
      33       1      22      22  500.80   500.8  3.4137 34.1848 34.1853   251.7   250.6   24.74   29.49    0.01    1.96   3.513   1.851   0.259   3.356  2174.5  2287.1   906.9   20.00  7.6535   25.00   41.27  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  3.3803 22222222222232222299999999
      33       1      21      21  598.60   598.6  3.1254 34.2328 34.2336   236.3   233.9   33.18   31.10    0.01    2.07   2.835   1.481   0.206   2.604  2189.9  2406.7   968.9   20.00  7.6292   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  3.0863 22222222222232322999999999
      33       1      20      20  700.20   700.2  2.9364 34.2904 34.2908   219.6   217.9   41.54   32.31    0.01    2.17   2.232   1.139   0.157   2.140  2205.0  2300.2  1030.2   20.00  7.6087   25.00   40.87  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.8911 22222666622232222299999999
      33       1      19      19  800.50   800.5  2.8324 34.3458 34.3458   204.8   204.6   48.70   33.12    0.00    2.23  -9.000  -9.000  -9.000  -9.000  2216.7  2307.5  1075.1   20.00  7.5918   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.7806 22222222299992222999999999
      33       1      18      18  900.50   900.5  2.7374 34.4184 34.4184   192.3   191.5   56.32   33.79    0.00    2.28   1.161   0.578   0.069   1.362  2228.8  2314.9  1113.3   20.00  7.5835   25.00   40.72  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.6789 22222222222232226299999999
      33       1      17      17 1001.00  1001.0  2.6492 34.4822 34.4865   182.5   182.1   62.70   34.05    0.00    2.30   0.819   0.406   0.051   0.914  2237.1  2322.3  1132.5   20.00  7.5759   25.00   40.39  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.5841 22222222266636222299999999
      33       1      16      16 1199.60  1199.6  2.6676 34.5931 34.5948   175.1   177.1   67.04   33.03    0.01    2.25  -9.000  -9.000  -9.000  -9.000  2243.1  2330.2    -9.0   20.00  7.5886   25.00   40.39  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.5872 22222666699992292299999999
      33       1      15      15 1400.30  1400.3  2.5211 34.6406 34.6405   177.5   176.0   72.95   32.70    0.00    2.24   0.274   0.221   0.020   0.374  2247.2  2337.3  1109.4   20.00  7.5844   25.00   39.88  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.4265 22222222222232222299999999
      33       1      14      14 1600.30  1600.3  2.5615 34.7103 34.7072   187.4   183.4   71.57   30.99    0.00    2.14   0.166   0.081   0.012   0.268  2242.7    -9.0    -9.0   20.00  7.5981   25.00   40.03  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.4503 22222222222232592299999999
      33       1      13      13 1800.40  1800.4  2.5280 34.7522 34.7522   192.9   191.9   70.00   29.61    0.00    2.04   0.116   0.049   0.004   0.232  2236.1    -9.0   991.4   20.00  7.6213   25.00   39.23  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.4004 22222222222232522299999999
      33       1      12      12 2002.40  2002.4  2.6019 34.8056 34.8043   196.6   207.2   62.21   27.38    0.01    1.86   0.084   0.041  -0.002   0.213  2223.0  2341.5   929.7   20.00  7.6525   25.00   39.86  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.4555 22222666622232222299999999
      33       1      11      11 2199.30  2199.3  2.2389 34.7770 -9.0000   200.9   200.5   75.71   28.99    0.00    1.99   0.085   0.041  -0.001   0.186  2235.5  2349.0   971.1   20.00  7.6404   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.0810 22922222222232222999999999
      33       1      10      10 2399.60  2399.6  1.9837 34.7668 34.7660   201.5   200.5   83.15   29.52    0.00    2.03   0.101   0.056   0.004   0.178  2240.2  2352.0    -9.0   20.00  7.6306   25.00   40.11  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  1.8123 22222222222232292299999999
      33       1       9       9 2600.00  2600.0  1.7683 34.7565 34.7565   201.9   202.3   89.55   30.00    0.00    2.08   0.104   0.042   0.004   0.179  2244.5  2354.3   996.2   20.00  7.6226   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  1.5828 22222222222232222999999999
      33       1       8       8 2900.60  2900.6  1.3865 34.7343 34.7345   201.5   202.1  101.85   30.96    0.01    2.17   0.128   0.055   0.002   0.197  2252.2  2357.1  1018.8   20.00  7.6226   25.00   39.88  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  1.1812 22222666622232222299999999
      33       1       7       7 3201.20  3201.2  1.1062 34.7211 34.7216   205.7   205.6  108.19   31.52    0.00    2.21   0.153   0.072   0.007   0.236  2254.7  2356.6  1032.7   20.00  7.6122   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.8790 22222222222232222999999999
      33       1       6       6 3501.00  3501.0  0.8375 34.7042 34.7045   209.1   209.4  114.54   31.92    0.00    2.25   0.235   0.108   0.008   0.331  2256.7  2361.7  1042.5   20.00  7.6044   25.00   39.75  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.5879 22222222222232222299999999
      33       1       5       5 3799.40  3799.4  0.6053 34.6921 34.6917   214.0   214.8  119.22   32.27    0.00    2.28   0.268   0.133   0.007   0.393  2258.7  2356.7  1059.6   20.00  7.6050   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.3322 22222222222232222999999999
      33       1       4       4 4100.40  4100.4  0.4042 34.6825 34.6825   218.5   218.1  122.77   32.48    0.00    2.30   0.246   0.136   0.006   0.396  2260.0  2358.4    -9.0   20.00  7.6002   25.00   40.14  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.1061 22222226222232292299999999
      33       1       3       3 4400.40  4400.4  0.2950 34.6765 34.6776   221.1   220.6  125.73   32.63    0.00    2.31   0.257   0.118   0.006   0.427  2260.8  2359.8  1059.0   20.00  7.6068   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -0.0314 22322226222232222999999999
      33       1       2       2 4699.00  4699.0  0.2544 34.6733 34.6729   222.5   221.8  126.92   32.71    0.00    2.32   0.285   0.138   0.005   0.446  2262.2  2360.0  1063.8   20.00  7.6073   25.00   40.14  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -0.1033 22222226266632222299999999
      33       1       1       1 5346.50  5346.5  0.2146 34.6675 34.6692   226.1   225.8  128.06   32.65    0.00    2.33   0.475   0.223   0.015   0.619  2260.6  2358.7  1052.2   20.00  7.6196   25.00   39.94  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -0.2161 22322226222236222299999999
      34       1      36      36    4.20     4.2 11.5128 34.1690 34.1650   281.9   274.6    0.91    9.72    0.13    0.76   3.504   2.121   0.293   5.173  2061.8  2281.1    -9.0   20.00  7.9097   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 11.5122 22222222222246292999999999
      34       1      35      35   25.90    25.9 11.5522 34.2336 34.2325   282.5   275.2    0.99    9.36    0.13    0.74   3.488   2.113   0.303   5.257  2064.1  2285.6    -9.0   20.00  7.9082   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 11.5489 22222222222242692999999999
      34       1      34      34   51.00    51.0 11.3647 34.3081 34.3135   282.5   245.2    5.85   14.29    0.16    1.06   1.483   0.786   0.107   1.461  2130.9  2294.1    -9.0   20.00  7.8020   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 11.3584 42224222233344292999999999
      34       1      33      33   72.70    72.7  8.7239 34.3247 34.3248   286.9   283.9    1.96   13.13    0.30    1.05  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  8.7163 22222222299999999999999999
      34       1      32      32   92.10    92.1  7.3443 34.2705 34.2693   278.9   283.2    3.85   16.70    0.37    1.24  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  7.3356 22222222299999999999999999
      34       1      31      31  117.20   117.2  7.8368 34.4562 34.4542   264.4   241.0    5.01   17.62    0.05    1.20   3.896   2.234   0.300   3.175  2124.1  2295.3    -9.0   20.00  7.7841   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  7.8253 22223222222232292999999999
      34       1      30      30  141.10   141.1  6.7522 34.3429 34.3423   255.4   260.9    7.67   22.54    0.02    1.47  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  6.7395 22222222299999999999999999
      34       1      29      29  166.90   166.9  5.6099 34.2178 34.2291   249.3   249.8    8.74   23.94    0.04    1.56  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  5.5963 22222222299999999999999999
      34       1      28      28  191.50   191.5  5.4411 34.2022 34.2027   263.5   262.2    9.13   24.35    0.04    1.59  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  5.4257 22222222299999999999999999
      34       1      27      27  220.80   220.8  5.1317 34.1898 34.1905   268.7   259.0   10.06   25.41    0.03    1.65   4.294   2.361   0.332   3.537  2148.4  2283.5    -9.0   20.00  7.7070   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  5.1145 22222222222232292999999999
      34       1      26      26  277.20   277.2  4.6648 34.1685 34.1692   268.3   265.4   11.69   25.88    0.02    1.70  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  4.6441 22222222299999999999999999
      34       1      25      25  325.30   325.3  4.2926 34.1527 34.1527   266.9   269.4   13.48   26.29    0.01    1.73  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  4.2691 22222222299999999999999999
      34       1      24      24  373.80   373.8  4.1227 34.1555 34.1559   261.2   266.3   15.21   26.91    0.01    1.77  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  4.0960 22222222299999999999999999
      34       1      23      23  451.10   451.1  3.7362 34.1548 34.1555   257.0   263.3   18.79   28.02    0.01    1.84   3.978   2.144   0.308   3.509  2163.3  2291.3    -9.0   20.00  7.6618   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  3.7052 22222222222232292999999999
      34       1      22      22  550.80   550.8  3.4447 34.1854 34.1855   250.9   250.9   24.50   29.57    0.01    1.95  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  3.4076 22222222299999999999999999
      34       1      21      21  650.80   650.8  3.0111 34.2165 34.2155   239.0   237.5   33.09   31.20    0.00    2.06  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.9690 22222222299999999999999999
      34       1      20      20  751.60   751.6  2.9170 34.2938 34.2947   221.8   216.2   42.33   32.60    0.00    2.18  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.8682 22222222299999999999999999
      34       1      19      19  853.90   853.9  2.7098 34.3419 34.3410   207.3   205.7   49.78   33.39    0.00    2.24  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.6550 22222222299999999999999999
      34       1      18      18  952.50   952.5  2.7284 34.4123 34.4146   193.0   191.5   55.94   33.71    0.00    2.28   1.184   0.604   0.070   1.318  2230.0  2322.6    -9.0   20.00  7.5784   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.6663 22222222222232292999999999
      34       1      17      17 1102.20  1102.2  2.7045 34.4933 34.4918   182.0   181.5   61.78   33.76    0.00    2.29   0.717   0.366   0.040   0.882  2239.1    -9.0    -9.0   20.00  7.5787   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.6313 22222222222232592999999999
      34       1      16      16 1302.80  1302.8  2.6829 34.5970 34.5972   177.7   177.5   66.87   32.95    0.00    2.23   0.359   0.182   0.019   0.522  2243.7    -9.0    -9.0   20.00  7.5897   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.5943 22222222222232592999999999
      34       1      15      15 1501.40  1501.4  2.6136 34.6616 34.6609   178.9   179.2   70.62   32.16    0.00    2.17  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.5099 22222222299999999999999999
      34       1      14      14 1701.20  1701.2  2.7205 34.7375 34.7377   189.8   190.3   65.18   30.00    0.00    2.02  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.5988 22222222299999999999999999
      34       1      13      13 1901.80  1901.8  2.7256 34.7922 34.7920   201.0   202.7   60.89   28.04    0.00    1.88  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.5863 22222222299999999999999999
      34       1      12      12 2100.40  2100.4  2.6121 34.8093 34.8085   206.6   208.0   61.71   27.38    0.00    1.84  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.4569 22222222299999999999999999
      34       1      11      11 2301.70  2301.7  2.5210 34.8285 34.8290   214.8   215.6   59.78   26.31    0.00    1.78  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.3489 22222222299999999999999999
      34       1      10      10 2495.10  2495.1  2.2716 34.8103 34.8103   213.1   212.8   67.92   27.15    0.00    1.84  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  2.0861 22222222299999999999999999
      34       1       9       9 2750.90  2750.9  1.8828 34.7764 34.7761   207.3   207.0   83.06   28.90    0.00    1.98  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  1.6810 22222222299999999999999999
      34       1       8       8 3051.30  3051.3  1.4153 34.7303 34.7307   200.4   200.4  102.55   31.28    0.00    2.15  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  1.1952 22222222299999999999999999
      34       1       7       7 3350.30  3350.3  1.0984 34.7167 34.7169   204.5   200.3  110.60   31.75    0.00    2.19  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.8570 22223222299999999999999999
      34       1       6       6 3650.80  3650.8  0.8261 34.7023 34.7016   209.0   204.6  115.75   32.16    0.00    2.23  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.5619 22223222299999999999999999
      34       1       5       5 3950.90  3950.9  0.5423 34.6883 34.6884   214.3   214.3  120.37   32.54    0.00    2.27  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.2556 22222222299999999999999999
      34       1       4       4 4250.90  4250.9  0.3666 34.6796 34.6796   218.1   218.5  123.58   32.57    0.00    2.30  -9.000  -9.000  -9.000  -9.000    -9.0    -9.0    -9.0   20.00 -9.0000   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000  0.0539 22222666699999999999999999
      34       1       3       3 4550.30  4550.3  0.2721 34.6736 34.6737   221.5   221.5  126.07   32.66    0.00    2.32   0.315   0.157   0.012   0.442  2261.6  2367.3    -9.0   20.00  7.6288   25.00   -9.00  -999.0    -9.0   -9.00 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -9.0000 -0.0698 22222666622232293999999999
